id_student,ciclo,id_assessment,total_clicks,perfil_divisivo,perfil_k3_direto
686065,1,34899,552,Equilibrado,Equilibrado
686164,1,34899,68,Adiantado,Adiantado
686314,1,34899,215,Adiantado,Adiantado
686317,1,34899,275,Equilibrado,Equilibrado
686344,1,34899,999,Adiantado,Adiantado
686348,1,34899,1557,Equilibrado,Equilibrado
686448,1,34899,157,Adiantado,Adiantado
686498,1,34899,452,Adiantado,Adiantado
686522,1,34899,565,Adiantado,Adiantado
686558,1,34899,103,Tardio,Tardio
686700,1,34899,229,Equilibrado,Equilibrado
686705,1,34899,318,Adiantado,Adiantado
686786,1,34899,409,Adiantado,Adiantado
686946,1,34899,160,Adiantado,Adiantado
687007,1,34899,343,Tardio,Equilibrado
687033,1,34899,81,Tardio,Tardio
687073,1,34899,565,Equilibrado,Equilibrado
687112,1,34899,405,Adiantado,Adiantado
687115,1,34899,75,Tardio,Adiantado
687288,1,34899,231,Equilibrado,Equilibrado
687331,1,34899,485,Tardio,Tardio
687341,1,34899,358,Equilibrado,Equilibrado
687345,1,34899,189,Tardio,Equilibrado
687351,1,34899,613,Equilibrado,Equilibrado
687410,1,34899,191,Adiantado,Adiantado
687434,1,34899,2276,Equilibrado,Adiantado
687468,1,34899,471,Equilibrado,Equilibrado
687485,1,34899,359,Adiantado,Adiantado
687503,1,34899,824,Adiantado,Adiantado
687510,1,34899,484,Equilibrado,Equilibrado
687511,1,34899,184,Equilibrado,Equilibrado
687525,1,34899,208,Adiantado,Adiantado
687686,1,34899,299,Equilibrado,Equilibrado
687752,1,34899,177,Adiantado,Adiantado
687846,1,34899,343,Adiantado,Adiantado
687910,1,34899,537,Equilibrado,Equilibrado
687930,1,34899,1069,Equilibrado,Equilibrado
687931,1,34899,679,Equilibrado,Equilibrado
687988,1,34899,318,Adiantado,Adiantado
688008,1,34899,487,Equilibrado,Equilibrado
688071,1,34899,75,Adiantado,Adiantado
688127,1,34899,327,Adiantado,Adiantado
688136,1,34899,2012,Adiantado,Adiantado
688159,1,34899,456,Adiantado,Adiantado
688192,1,34899,430,Equilibrado,Equilibrado
688225,1,34899,377,Tardio,Tardio
688250,1,34899,73,Adiantado,Adiantado
688265,1,34899,78,Tardio,Equilibrado
688337,1,34899,470,Equilibrado,Equilibrado
688453,1,34899,181,Equilibrado,Equilibrado
688470,1,34899,196,Equilibrado,Adiantado
688543,1,34899,386,Equilibrado,Equilibrado
688664,1,34899,326,Adiantado,Adiantado
688667,1,34899,1600,Equilibrado,Equilibrado
688685,1,34899,716,Equilibrado,Equilibrado
688727,1,34899,806,Equilibrado,Equilibrado
688881,1,34899,352,Equilibrado,Adiantado
688891,1,34899,370,Tardio,Tardio
688895,1,34899,411,Equilibrado,Equilibrado
688904,1,34899,1044,Equilibrado,Equilibrado
688976,1,34899,431,Adiantado,Adiantado
689005,1,34899,283,Adiantado,Adiantado
689052,1,34899,416,Adiantado,Adiantado
689056,1,34899,578,Equilibrado,Adiantado
689225,1,34899,436,Equilibrado,Adiantado
689260,1,34899,402,Equilibrado,Equilibrado
689280,1,34899,752,Equilibrado,Adiantado
689347,1,34899,592,Equilibrado,Equilibrado
689444,1,34899,678,Equilibrado,Equilibrado
689498,1,34899,146,Tardio,Tardio
689626,1,34899,109,Tardio,Equilibrado
689796,1,34899,885,Equilibrado,Equilibrado
689827,1,34899,106,Tardio,Tardio
689832,1,34899,294,Equilibrado,Equilibrado
689855,1,34899,387,Equilibrado,Equilibrado
689924,1,34899,169,Adiantado,Adiantado
690075,1,34899,110,Adiantado,Adiantado
690198,1,34899,508,Equilibrado,Equilibrado
690296,1,34899,386,Adiantado,Adiantado
690382,1,34899,42,Tardio,Equilibrado
690585,1,34899,117,Tardio,Tardio
690628,1,34899,468,Equilibrado,Adiantado
690635,1,34899,66,Adiantado,Adiantado
690746,1,34899,999,Equilibrado,Equilibrado
690832,1,34899,336,Equilibrado,Equilibrado
690872,1,34899,138,Tardio,Tardio
690962,1,34899,209,Equilibrado,Equilibrado
691269,1,34899,416,Equilibrado,Equilibrado
691280,1,34899,338,Adiantado,Adiantado
691326,1,34899,994,Equilibrado,Adiantado
691375,1,34899,517,Equilibrado,Adiantado
691465,1,34899,111,Equilibrado,Equilibrado
691699,1,34899,349,Adiantado,Adiantado
691722,1,34899,807,Equilibrado,Equilibrado
691805,1,34899,71,Equilibrado,Equilibrado
691873,1,34899,224,Equilibrado,Equilibrado
691932,1,34899,991,Equilibrado,Equilibrado
692010,1,34899,1060,Adiantado,Adiantado
692097,1,34899,694,Equilibrado,Equilibrado
692220,1,34899,449,Equilibrado,Equilibrado
692297,1,34899,43,Tardio,Tardio
692301,1,34899,195,Tardio,Equilibrado
692334,1,34899,388,Tardio,Tardio
692454,1,34899,694,Adiantado,Adiantado
692612,1,34899,534,Equilibrado,Equilibrado
692632,1,34899,315,Tardio,Equilibrado
692893,1,34899,224,Equilibrado,Equilibrado
692946,1,34899,118,Equilibrado,Equilibrado
692962,1,34899,711,Equilibrado,Equilibrado
692968,1,34899,146,Adiantado,Adiantado
693160,1,34899,548,Equilibrado,Equilibrado
693162,1,34899,1091,Equilibrado,Equilibrado
693197,1,34899,224,Adiantado,Adiantado
693236,1,34899,435,Equilibrado,Equilibrado
693345,1,34899,354,Equilibrado,Adiantado
693373,1,34899,420,Equilibrado,Equilibrado
693497,1,34899,819,Equilibrado,Equilibrado
693519,1,34899,296,Equilibrado,Equilibrado
693573,1,34899,677,Equilibrado,Equilibrado
693628,1,34899,523,Adiantado,Adiantado
693764,1,34899,60,Tardio,Tardio
693806,1,34899,627,Adiantado,Adiantado
693812,1,34899,31,Tardio,Tardio
693873,1,34899,417,Equilibrado,Equilibrado
693903,1,34899,243,Adiantado,Adiantado
693906,1,34899,246,Equilibrado,Equilibrado
693907,1,34899,449,Equilibrado,Equilibrado
694128,1,34899,257,Equilibrado,Equilibrado
694144,1,34899,637,Adiantado,Adiantado
694221,1,34899,176,Adiantado,Adiantado
694284,1,34899,96,Tardio,Tardio
694376,1,34899,396,Equilibrado,Equilibrado
694428,1,34899,372,Tardio,Adiantado
694456,1,34899,606,Equilibrado,Equilibrado
694622,1,34899,419,Adiantado,Adiantado
694716,1,34899,327,Tardio,Tardio
694827,1,34899,421,Adiantado,Adiantado
694836,1,34899,479,Equilibrado,Equilibrado
694848,1,34899,721,Equilibrado,Equilibrado
695090,1,34899,116,Equilibrado,Equilibrado
695169,1,34899,356,Adiantado,Adiantado
695220,1,34899,302,Adiantado,Adiantado
695250,1,34899,644,Equilibrado,Equilibrado
695251,1,34899,535,Equilibrado,Equilibrado
695369,1,34899,176,Adiantado,Adiantado
695471,1,34899,279,Adiantado,Adiantado
695485,1,34899,315,Adiantado,Adiantado
695550,1,34899,192,Equilibrado,Equilibrado
695637,1,34899,464,Equilibrado,Equilibrado
695676,1,34899,320,Tardio,Tardio
695700,1,34899,277,Adiantado,Adiantado
695729,1,34899,765,Equilibrado,Equilibrado
695748,1,34899,402,Equilibrado,Equilibrado
695803,1,34899,860,Equilibrado,Equilibrado
695825,1,34899,729,Equilibrado,Equilibrado
695869,1,34899,478,Equilibrado,Equilibrado
695879,1,34899,192,Equilibrado,Equilibrado
695926,1,34899,440,Adiantado,Adiantado
695964,1,34899,109,Adiantado,Adiantado
696039,1,34899,277,Adiantado,Adiantado
696043,1,34899,126,Tardio,Tardio
696071,1,34899,398,Equilibrado,Equilibrado
696082,1,34899,243,Tardio,Tardio
696188,1,34899,204,Equilibrado,Equilibrado
696275,1,34899,503,Equilibrado,Equilibrado
696318,1,34899,250,Adiantado,Adiantado
696329,1,34899,959,Equilibrado,Equilibrado
696347,1,34899,532,Adiantado,Adiantado
696364,1,34899,440,Equilibrado,Equilibrado
696410,1,34899,296,Adiantado,Adiantado
696456,1,34899,125,Tardio,Tardio
696583,1,34899,283,Tardio,Tardio
696615,1,34899,282,Equilibrado,Equilibrado
696653,1,34899,362,Adiantado,Adiantado
696659,1,34899,117,Equilibrado,Equilibrado
696662,1,34899,991,Equilibrado,Equilibrado
696666,1,34899,103,Tardio,Tardio
696671,1,34899,257,Equilibrado,Equilibrado
696672,1,34899,89,Equilibrado,Equilibrado
696674,1,34899,187,Adiantado,Adiantado
696678,1,34899,246,Equilibrado,Equilibrado
696729,1,34899,811,Equilibrado,Equilibrado
697027,1,34899,1104,Equilibrado,Equilibrado
697042,1,34899,769,Adiantado,Adiantado
697114,1,34899,119,Tardio,Tardio
697160,1,34899,82,Adiantado,Adiantado
697192,1,34899,188,Adiantado,Adiantado
697255,1,34899,610,Adiantado,Adiantado
697299,1,34899,158,Adiantado,Adiantado
697438,1,34899,632,Equilibrado,Equilibrado
697478,1,34899,486,Equilibrado,Adiantado
697665,1,34899,89,Tardio,Equilibrado
697878,1,34899,436,Equilibrado,Equilibrado
697998,1,34899,294,Equilibrado,Equilibrado
698015,1,34899,87,Equilibrado,Equilibrado
698020,1,34899,570,Adiantado,Adiantado
698112,1,34899,125,Equilibrado,Equilibrado
698193,1,34899,140,Adiantado,Adiantado
698278,1,34899,486,Adiantado,Adiantado
698384,1,34899,725,Adiantado,Adiantado
698407,1,34899,74,Tardio,Tardio
698485,1,34899,259,Equilibrado,Equilibrado
698656,1,34899,290,Adiantado,Adiantado
698762,1,34899,294,Adiantado,Adiantado
699126,1,34899,89,Tardio,Tardio
699127,1,34899,183,Equilibrado,Equilibrado
699128,1,34899,559,Adiantado,Adiantado
836614,1,34899,357,Adiantado,Adiantado
884652,1,34899,415,Equilibrado,Equilibrado
895524,1,34899,1746,Equilibrado,Equilibrado
1021350,1,34899,284,Equilibrado,Equilibrado
1042726,1,34899,636,Adiantado,Adiantado
1318759,1,34899,624,Tardio,Equilibrado
1348205,1,34899,1806,Equilibrado,Equilibrado
1391717,1,34899,224,Adiantado,Adiantado
1409532,1,34899,531,Equilibrado,Equilibrado
1413902,1,34899,617,Equilibrado,Equilibrado
1424608,1,34899,209,Tardio,Tardio
1448966,1,34899,281,Equilibrado,Equilibrado
1450604,1,34899,416,Adiantado,Adiantado
1473878,1,34899,507,Equilibrado,Equilibrado
1477284,1,34899,234,Adiantado,Adiantado
1501577,1,34899,639,Equilibrado,Equilibrado
1514245,1,34899,107,Adiantado,Adiantado
1532711,1,34899,203,Equilibrado,Equilibrado
1585671,1,34899,478,Equilibrado,Equilibrado
1588621,1,34899,93,Adiantado,Adiantado
1603549,1,34899,151,Equilibrado,Equilibrado
1631797,1,34899,431,Adiantado,Adiantado
1639699,1,34899,399,Equilibrado,Equilibrado
1640680,1,34899,324,Adiantado,Adiantado
1658963,1,34899,374,Adiantado,Adiantado
1677677,1,34899,717,Equilibrado,Equilibrado
1683192,1,34899,113,Tardio,Tardio
1722493,1,34899,1590,Equilibrado,Equilibrado
1733664,1,34899,3191,Equilibrado,Equilibrado
1752994,1,34899,648,Equilibrado,Equilibrado
1755594,1,34899,945,Equilibrado,Equilibrado
1765045,1,34899,38,Equilibrado,Equilibrado
1771775,1,34899,381,Equilibrado,Equilibrado
1796402,1,34899,631,Equilibrado,Equilibrado
1810759,1,34899,359,Equilibrado,Equilibrado
1816458,1,34899,1087,Equilibrado,Equilibrado
1817710,1,34899,145,Equilibrado,Equilibrado
1818385,1,34899,598,Equilibrado,Equilibrado
1836241,1,34899,547,Equilibrado,Equilibrado
1837138,1,34899,2382,Equilibrado,Equilibrado
1856869,1,34899,260,Tardio,Tardio
1871598,1,34899,3429,Equilibrado,Equilibrado
1871684,1,34899,431,Adiantado,Adiantado
1877902,1,34899,725,Tardio,Tardio
1879321,1,34899,1095,Equilibrado,Equilibrado
1881231,1,34899,449,Tardio,Tardio
1887108,1,34899,273,Equilibrado,Equilibrado
1889752,1,34899,792,Adiantado,Adiantado
1944167,1,34899,357,Tardio,Tardio
1948159,1,34899,1226,Adiantado,Adiantado
1962049,1,34899,750,Adiantado,Adiantado
1962062,1,34899,419,Equilibrado,Equilibrado
1972092,1,34899,2078,Equilibrado,Equilibrado
1995177,1,34899,830,Adiantado,Adiantado
1998834,1,34899,200,Tardio,Tardio
2017487,1,34899,973,Equilibrado,Equilibrado
2020628,1,34899,2605,Adiantado,Adiantado
2026075,1,34899,482,Tardio,Tardio
2028523,1,34899,609,Tardio,Tardio
2029571,1,34899,585,Tardio,Tardio
2035700,1,34899,741,Equilibrado,Equilibrado
2036893,1,34899,790,Adiantado,Adiantado
2047575,1,34899,706,Equilibrado,Equilibrado
2065972,1,34899,454,Adiantado,Adiantado
2067799,1,34899,424,Equilibrado,Equilibrado
2081123,1,34899,81,Equilibrado,Equilibrado
2096251,1,34899,629,Equilibrado,Equilibrado
2103552,1,34899,409,Equilibrado,Equilibrado
2104819,1,34899,659,Equilibrado,Equilibrado
2106955,1,34899,995,Equilibrado,Equilibrado
2107747,1,34899,504,Adiantado,Adiantado
2128283,1,34899,702,Equilibrado,Equilibrado
2138970,1,34899,300,Equilibrado,Equilibrado
2140300,1,34899,634,Equilibrado,Adiantado
2143312,1,34899,635,Equilibrado,Equilibrado
2143440,1,34899,534,Equilibrado,Equilibrado
2154361,1,34899,457,Equilibrado,Equilibrado
2160316,1,34899,707,Equilibrado,Equilibrado
2161710,1,34899,41,Adiantado,Adiantado
2178837,1,34899,276,Equilibrado,Equilibrado
2180090,1,34899,1046,Equilibrado,Equilibrado
2185729,1,34899,942,Equilibrado,Equilibrado
2195853,1,34899,391,Tardio,Tardio
2197766,1,34899,318,Equilibrado,Equilibrado
2198970,1,34899,197,Adiantado,Adiantado
2223401,1,34899,236,Tardio,Tardio
2254637,1,34899,261,Equilibrado,Adiantado
2256134,1,34899,371,Equilibrado,Equilibrado
2272023,1,34899,214,Equilibrado,Equilibrado
2274542,1,34899,619,Adiantado,Adiantado
2278101,1,34899,161,Tardio,Tardio
2282620,1,34899,143,Tardio,Equilibrado
2283708,1,34899,1873,Equilibrado,Equilibrado
2293511,1,34899,794,Equilibrado,Equilibrado
2298106,1,34899,170,Equilibrado,Equilibrado
2298895,1,34899,674,Equilibrado,Equilibrado
2301830,1,34899,982,Adiantado,Adiantado
2306410,1,34899,455,Adiantado,Adiantado
2316717,1,34899,361,Equilibrado,Equilibrado
2332934,1,34899,172,Equilibrado,Equilibrado
2339267,1,34899,499,Tardio,Tardio
2341420,1,34899,885,Equilibrado,Adiantado
2343785,1,34899,709,Equilibrado,Equilibrado
2351969,1,34899,235,Equilibrado,Equilibrado
2360559,1,34899,280,Equilibrado,Equilibrado
2366656,1,34899,268,Equilibrado,Equilibrado
2378208,1,34899,347,Equilibrado,Equilibrado
2386732,1,34899,421,Equilibrado,Equilibrado
2395016,1,34899,381,Equilibrado,Equilibrado
2399758,1,34899,315,Tardio,Tardio
2403701,1,34899,2492,Equilibrado,Equilibrado
2417433,1,34899,158,Tardio,Tardio
2417975,1,34899,381,Adiantado,Adiantado
2424257,1,34899,261,Equilibrado,Adiantado
2427845,1,34899,462,Equilibrado,Equilibrado
2438784,1,34899,712,Adiantado,Adiantado
2449490,1,34899,173,Adiantado,Adiantado
2457440,1,34899,154,Adiantado,Adiantado
2459292,1,34899,111,Adiantado,Adiantado
2470326,1,34899,280,Equilibrado,Equilibrado
2480886,1,34899,718,Equilibrado,Equilibrado
2482710,1,34899,623,Tardio,Tardio
2486930,1,34899,158,Tardio,Tardio
2499307,1,34899,338,Equilibrado,Equilibrado
2504129,1,34899,167,Equilibrado,Adiantado
2505058,1,34899,128,Tardio,Tardio
2519138,1,34899,798,Equilibrado,Equilibrado
2529052,1,34899,234,Adiantado,Adiantado
2529419,1,34899,725,Equilibrado,Equilibrado
2530976,1,34899,411,Equilibrado,Equilibrado
2537777,1,34899,433,Equilibrado,Equilibrado
2540871,1,34899,569,Equilibrado,Equilibrado
2542209,1,34899,274,Adiantado,Adiantado
2544643,1,34899,510,Equilibrado,Equilibrado
2544766,1,34899,210,Equilibrado,Equilibrado
2546315,1,34899,770,Equilibrado,Equilibrado
2550534,1,34899,404,Adiantado,Adiantado
2557008,1,34899,854,Adiantado,Adiantado
2559144,1,34899,102,Adiantado,Adiantado
2563095,1,34899,125,Adiantado,Adiantado
2579891,1,34899,304,Tardio,Tardio
2584244,1,34899,141,Tardio,Tardio
2597117,1,34899,608,Equilibrado,Equilibrado
2599162,1,34899,60,Tardio,Tardio
2599883,1,34899,765,Equilibrado,Equilibrado
2602542,1,34899,514,Tardio,Equilibrado
2603027,1,34899,1067,Equilibrado,Equilibrado
2612102,1,34899,753,Equilibrado,Equilibrado
2612728,1,34899,324,Adiantado,Adiantado
2624028,1,34899,639,Equilibrado,Adiantado
2641156,1,34899,259,Adiantado,Adiantado
2642532,1,34899,142,Equilibrado,Equilibrado
2643472,1,34899,294,Equilibrado,Equilibrado
2643829,1,34899,801,Adiantado,Adiantado
2649948,1,34899,385,Adiantado,Adiantado
2657913,1,34899,425,Adiantado,Adiantado
2658856,1,34899,312,Adiantado,Adiantado
2667478,1,34899,704,Equilibrado,Equilibrado
2678580,1,34899,177,Adiantado,Adiantado
2681198,1,34899,886,Equilibrado,Equilibrado
2682682,1,34899,538,Adiantado,Adiantado
2683857,1,34899,944,Equilibrado,Equilibrado
2684048,1,34899,281,Adiantado,Adiantado
2686035,1,34899,356,Adiantado,Adiantado
2693932,1,34899,731,Adiantado,Adiantado
2694139,1,34899,101,Tardio,Tardio
2697921,1,34899,251,Equilibrado,Equilibrado
31296,2,34900,42,Tardio,Tardio
40878,2,34900,398,Equilibrado,Equilibrado
42552,2,34900,1187,Equilibrado,Equilibrado
43958,2,34900,420,Equilibrado,Equilibrado
45423,2,34900,698,Equilibrado,Equilibrado
47861,2,34900,1491,Equilibrado,Equilibrado
56637,2,34900,696,Equilibrado,Equilibrado
56667,2,34900,7,Tardio,Tardio
58884,2,34900,678,Equilibrado,Equilibrado
63112,2,34900,51,Tardio,Tardio
64427,2,34900,532,Equilibrado,Equilibrado
69439,2,34900,49,Tardio,Tardio
71159,2,34900,483,Tardio,Tardio
74165,2,34900,204,Equilibrado,Equilibrado
75107,2,34900,642,Equilibrado,Equilibrado
77692,2,34900,205,Tardio,Tardio
77995,2,34900,37,Tardio,Tardio
79610,2,34900,456,Equilibrado,Equilibrado
80438,2,34900,450,Adiantado,Adiantado
84604,2,34900,1106,Adiantado,Adiantado
87264,2,34900,1281,Equilibrado,Equilibrado
87322,2,34900,259,Equilibrado,Equilibrado
94749,2,34900,596,Equilibrado,Equilibrado
98256,2,34900,118,Equilibrado,Equilibrado
102854,2,34900,379,Equilibrado,Equilibrado
105939,2,34900,409,Equilibrado,Equilibrado
107455,2,34900,138,Equilibrado,Equilibrado
109577,2,34900,176,Equilibrado,Equilibrado
110820,2,34900,378,Adiantado,Adiantado
113702,2,34900,458,Equilibrado,Equilibrado
119310,2,34900,333,Tardio,Tardio
119865,2,34900,552,Equilibrado,Equilibrado
125063,2,34900,376,Equilibrado,Equilibrado
127179,2,34900,347,Tardio,Tardio
129907,2,34900,446,Adiantado,Adiantado
130409,2,34900,214,Adiantado,Adiantado
131597,2,34900,557,Tardio,Equilibrado
132475,2,34900,519,Equilibrado,Equilibrado
135280,2,34900,166,Equilibrado,Equilibrado
139206,2,34900,684,Equilibrado,Equilibrado
142310,2,34900,234,Equilibrado,Equilibrado
143755,2,34900,530,Equilibrado,Adiantado
144959,2,34900,53,Tardio,Tardio
149178,2,34900,659,Equilibrado,Equilibrado
150282,2,34900,123,Adiantado,Adiantado
152524,2,34900,1030,Equilibrado,Equilibrado
152917,2,34900,894,Tardio,Tardio
155938,2,34900,508,Adiantado,Adiantado
159906,2,34900,228,Equilibrado,Equilibrado
159947,2,34900,659,Equilibrado,Equilibrado
164148,2,34900,727,Equilibrado,Equilibrado
166123,2,34900,603,Equilibrado,Equilibrado
169596,2,34900,216,Equilibrado,Equilibrado
170874,2,34900,299,Adiantado,Adiantado
172493,2,34900,346,Equilibrado,Equilibrado
173412,2,34900,47,Equilibrado,Equilibrado
177492,2,34900,578,Equilibrado,Adiantado
184720,2,34900,167,Adiantado,Adiantado
185994,2,34900,505,Adiantado,Adiantado
194163,2,34900,416,Equilibrado,Equilibrado
195246,2,34900,208,Equilibrado,Equilibrado
195552,2,34900,587,Adiantado,Adiantado
197536,2,34900,376,Tardio,Tardio
199009,2,34900,196,Equilibrado,Equilibrado
204117,2,34900,351,Tardio,Tardio
226955,2,34900,81,Tardio,Tardio
228633,2,34900,518,Equilibrado,Equilibrado
229498,2,34900,722,Equilibrado,Equilibrado
232173,2,34900,437,Equilibrado,Equilibrado
234661,2,34900,644,Equilibrado,Equilibrado
235768,2,34900,508,Equilibrado,Equilibrado
235971,2,34900,653,Equilibrado,Equilibrado
236090,2,34900,587,Equilibrado,Equilibrado
237891,2,34900,283,Equilibrado,Equilibrado
249357,2,34900,678,Equilibrado,Adiantado
251166,2,34900,746,Equilibrado,Equilibrado
253633,2,34900,453,Equilibrado,Equilibrado
253763,2,34900,957,Equilibrado,Equilibrado
258245,2,34900,380,Equilibrado,Equilibrado
258509,2,34900,459,Tardio,Tardio
258978,2,34900,277,Equilibrado,Equilibrado
261863,2,34900,191,Tardio,Tardio
262025,2,34900,230,Equilibrado,Equilibrado
262394,2,34900,117,Tardio,Tardio
263862,2,34900,247,Equilibrado,Equilibrado
265497,2,34900,151,Adiantado,Adiantado
269584,2,34900,252,Tardio,Tardio
270421,2,34900,116,Tardio,Tardio
276337,2,34900,33,Equilibrado,Equilibrado
277384,2,34900,590,Equilibrado,Equilibrado
278380,2,34900,372,Equilibrado,Equilibrado
279440,2,34900,232,Equilibrado,Equilibrado
279653,2,34900,499,Equilibrado,Equilibrado
281134,2,34900,542,Equilibrado,Equilibrado
282849,2,34900,734,Equilibrado,Equilibrado
283402,2,34900,631,Tardio,Tardio
286778,2,34900,583,Equilibrado,Equilibrado
287079,2,34900,787,Equilibrado,Equilibrado
287258,2,34900,392,Adiantado,Adiantado
289247,2,34900,471,Equilibrado,Equilibrado
294112,2,34900,550,Tardio,Equilibrado
294219,2,34900,516,Adiantado,Adiantado
294920,2,34900,898,Equilibrado,Equilibrado
294929,2,34900,739,Adiantado,Adiantado
295893,2,34900,79,Tardio,Tardio
297218,2,34900,87,Tardio,Equilibrado
297341,2,34900,427,Equilibrado,Equilibrado
301074,2,34900,235,Equilibrado,Equilibrado
301561,2,34900,42,Tardio,Tardio
305064,2,34900,565,Equilibrado,Adiantado
305659,2,34900,193,Tardio,Tardio
310205,2,34900,462,Equilibrado,Equilibrado
312126,2,34900,216,Adiantado,Adiantado
312231,2,34900,102,Tardio,Tardio
312960,2,34900,52,Equilibrado,Equilibrado
315795,2,34900,55,Adiantado,Adiantado
316082,2,34900,413,Adiantado,Adiantado
318139,2,34900,86,Equilibrado,Equilibrado
318147,2,34900,412,Equilibrado,Equilibrado
319073,2,34900,379,Equilibrado,Equilibrado
320133,2,34900,791,Equilibrado,Equilibrado
320612,2,34900,727,Equilibrado,Equilibrado
322499,2,34900,375,Equilibrado,Equilibrado
328797,2,34900,407,Tardio,Tardio
329895,2,34900,68,Tardio,Tardio
331789,2,34900,457,Equilibrado,Equilibrado
333993,2,34900,635,Equilibrado,Equilibrado
334224,2,34900,32,Adiantado,Adiantado
335095,2,34900,464,Equilibrado,Equilibrado
337000,2,34900,300,Equilibrado,Equilibrado
338689,2,34900,129,Tardio,Tardio
339519,2,34900,520,Equilibrado,Equilibrado
341457,2,34900,403,Tardio,Tardio
341629,2,34900,137,Equilibrado,Equilibrado
345271,2,34900,1678,Equilibrado,Equilibrado
347197,2,34900,354,Equilibrado,Equilibrado
348108,2,34900,102,Tardio,Tardio
348324,2,34900,94,Adiantado,Adiantado
349515,2,34900,500,Equilibrado,Adiantado
351147,2,34900,274,Equilibrado,Adiantado
354698,2,34900,174,Equilibrado,Equilibrado
355293,2,34900,5,Adiantado,Adiantado
364066,2,34900,1185,Equilibrado,Equilibrado
366140,2,34900,538,Equilibrado,Equilibrado
367151,2,34900,519,Adiantado,Adiantado
369242,2,34900,216,Equilibrado,Equilibrado
369450,2,34900,707,Equilibrado,Equilibrado
369644,2,34900,249,Tardio,Tardio
370735,2,34900,385,Equilibrado,Adiantado
372345,2,34900,432,Adiantado,Adiantado
372509,2,34900,153,Equilibrado,Equilibrado
372511,2,34900,117,Tardio,Tardio
374353,2,34900,168,Adiantado,Adiantado
378705,2,34900,247,Equilibrado,Equilibrado
378946,2,34900,861,Equilibrado,Equilibrado
379278,2,34900,1348,Equilibrado,Equilibrado
379311,2,34900,89,Tardio,Equilibrado
381257,2,34900,546,Equilibrado,Adiantado
381414,2,34900,60,Adiantado,Adiantado
381428,2,34900,216,Equilibrado,Equilibrado
383445,2,34900,121,Tardio,Equilibrado
383602,2,34900,735,Tardio,Tardio
383629,2,34900,174,Equilibrado,Equilibrado
384107,2,34900,377,Equilibrado,Equilibrado
386389,2,34900,389,Equilibrado,Equilibrado
386956,2,34900,248,Tardio,Tardio
389853,2,34900,68,Equilibrado,Equilibrado
390070,2,34900,105,Tardio,Tardio
393141,2,34900,27,Tardio,Tardio
395758,2,34900,108,Tardio,Tardio
396683,2,34900,211,Adiantado,Adiantado
396834,2,34900,222,Equilibrado,Equilibrado
396907,2,34900,544,Equilibrado,Equilibrado
397219,2,34900,925,Equilibrado,Equilibrado
397292,2,34900,220,Tardio,Tardio
397671,2,34900,381,Equilibrado,Adiantado
398550,2,34900,409,Equilibrado,Equilibrado
398630,2,34900,205,Equilibrado,Equilibrado
399429,2,34900,721,Equilibrado,Equilibrado
402695,2,34900,339,Adiantado,Adiantado
405193,2,34900,757,Equilibrado,Equilibrado
407232,2,34900,897,Equilibrado,Equilibrado
408499,2,34900,580,Equilibrado,Adiantado
410407,2,34900,1233,Equilibrado,Equilibrado
410883,2,34900,247,Tardio,Tardio
411304,2,34900,249,Equilibrado,Equilibrado
412353,2,34900,1483,Equilibrado,Equilibrado
413180,2,34900,130,Equilibrado,Equilibrado
413709,2,34900,172,Tardio,Tardio
413949,2,34900,530,Adiantado,Adiantado
416199,2,34900,736,Equilibrado,Equilibrado
416407,2,34900,391,Adiantado,Adiantado
418201,2,34900,407,Adiantado,Adiantado
419059,2,34900,319,Equilibrado,Equilibrado
419081,2,34900,317,Equilibrado,Equilibrado
421070,2,34900,226,Adiantado,Adiantado
423210,2,34900,74,Tardio,Tardio
423488,2,34900,311,Tardio,Tardio
423781,2,34900,325,Equilibrado,Equilibrado
427256,2,34900,422,Equilibrado,Equilibrado
429832,2,34900,42,Equilibrado,Equilibrado
431139,2,34900,266,Tardio,Equilibrado
434476,2,34900,1947,Equilibrado,Adiantado
438063,2,34900,44,Equilibrado,Equilibrado
438644,2,34900,13,Adiantado,Adiantado
439950,2,34900,178,Tardio,Tardio
439995,2,34900,293,Adiantado,Adiantado
440818,2,34900,1143,Equilibrado,Equilibrado
441165,2,34900,324,Equilibrado,Equilibrado
441421,2,34900,116,Tardio,Adiantado
442563,2,34900,338,Equilibrado,Equilibrado
442802,2,34900,921,Equilibrado,Equilibrado
443151,2,34900,252,Equilibrado,Equilibrado
443514,2,34900,416,Equilibrado,Equilibrado
443696,2,34900,213,Tardio,Tardio
444011,2,34900,338,Equilibrado,Equilibrado
444619,2,34900,78,Tardio,Tardio
444907,2,34900,268,Tardio,Tardio
445686,2,34900,104,Equilibrado,Equilibrado
465078,2,34900,465,Adiantado,Adiantado
465121,2,34900,150,Tardio,Tardio
465294,2,34900,619,Equilibrado,Equilibrado
466120,2,34900,342,Equilibrado,Equilibrado
466807,2,34900,35,Tardio,Tardio
466987,2,34900,393,Equilibrado,Equilibrado
467363,2,34900,54,Equilibrado,Equilibrado
469499,2,34900,673,Equilibrado,Equilibrado
471284,2,34900,38,Equilibrado,Equilibrado
474667,2,34900,403,Equilibrado,Equilibrado
475015,2,34900,500,Equilibrado,Equilibrado
