aluno,c0,c1,c2,c3,c4,c5,final_result,faixa_volume,ativo_no_fim,aprovado,perfil
BBB_2014J_647762,0.204983922829582,0.18488745980707397,0.17041800643086816,0.2865755627009646,0.13344051446945338,0.01969453376205788,Pass,alto,True,True,equilibrado
BBB_2014J_647764,0.3036060488561458,0.06436603334625823,0.13493602171384259,0.2361380379992245,0.17215975184179916,0.08879410624272974,Pass,alto,True,True,equilibrado
BBB_2014J_647803,0.4029535864978903,0.05063291139240506,0.25316455696202533,0.19831223628691982,0.0949367088607595,0.0,Pass,baixo,True,True,equilibrado
BBB_2014J_647883,0.23275862068965517,0.04310344827586207,0.2478448275862069,0.2650862068965517,0.1875,0.023706896551724137,Pass,medio,True,True,equilibrado
BBB_2014J_647967,0.19760479041916168,0.22668947818648416,0.14798973481608213,0.1787852865697177,0.2155688622754491,0.033361847733105215,Pass,medio,True,True,equilibrado
BBB_2014J_647982,0.3250517598343685,0.08488612836438923,0.16149068322981366,0.13457556935817805,0.13871635610766045,0.15527950310559005,Pass,baixo,True,True,equilibrado
BBB_2014J_648063,0.5075987841945289,0.06382978723404255,0.13677811550151975,0.23100303951367782,0.03343465045592705,0.02735562310030395,Pass,baixo,True,True,antecipado
BBB_2014J_648082,0.9957627118644068,0.0,0.00423728813559322,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_648119,0.49122807017543857,0.49122807017543857,0.017543859649122806,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_648131,1.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_648135,0.22826086956521738,0.04528985507246377,0.2028985507246377,0.08514492753623189,0.2898550724637681,0.14855072463768115,Pass,baixo,True,True,equilibrado
BBB_2014J_648182,0.22838345864661655,0.23778195488721804,0.20864661654135339,0.15977443609022557,0.14943609022556392,0.015977443609022556,Pass,medio,True,True,equilibrado
BBB_2014J_648194,0.13741007194244603,0.08848920863309352,0.09352517985611511,0.19352517985611511,0.2302158273381295,0.2568345323741007,Pass,medio,True,True,fim-pesado
BBB_2014J_648262,0.1732776617954071,0.24634655532359082,0.06889352818371608,0.22964509394572025,0.16910229645093947,0.1127348643006263,Pass,baixo,True,True,equilibrado
BBB_2014J_648310,0.24452554744525548,0.021897810218978103,0.24452554744525548,0.051094890510948905,0.06934306569343066,0.3686131386861314,Pass,baixo,True,True,fim-pesado
BBB_2014J_648311,0.3616133518776078,0.34214186369958277,0.04728789986091794,0.059805285118219746,0.07788595271210014,0.11126564673157163,Fail,medio,True,False,antecipado
BBB_2014J_648335,1.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_648391,1.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_648416,0.252486610558531,0.21499617444529456,0.17750573833205815,0.11247130833970925,0.1637337413925019,0.07880642693190512,Pass,medio,True,True,antecipado
BBB_2014J_648449,0.12377594986290638,0.08186447316882099,0.1417939678809244,0.23031727379553465,0.31805718762240504,0.10419114766940854,Distinction,alto,True,True,equilibrado
BBB_2014J_648476,0.056,0.168,0.192,0.464,0.12,0.0,Pass,baixo,True,True,equilibrado
BBB_2014J_648487,0.25048923679060664,0.023483365949119372,0.4931506849315068,0.12524461839530332,0.046966731898238745,0.060665362035225046,Pass,baixo,True,True,equilibrado
BBB_2014J_648537,0.2878464818763326,0.13859275053304904,0.13326226012793177,0.1673773987206823,0.13859275053304904,0.13432835820895522,Pass,medio,True,True,equilibrado
BBB_2014J_648543,0.5145535273803651,0.20128268376911693,0.09324124321657622,0.12530833744449926,0.04785397138628515,0.017760236803157376,Pass,alto,True,True,antecipado
BBB_2014J_648549,0.1350852927616413,0.09266943291839558,0.18118948824343015,0.2503457814661134,0.22452743199631167,0.11618257261410789,Pass,alto,True,True,equilibrado
BBB_2014J_648553,0.23475046210720887,0.04805914972273567,0.35304990757855825,0.13401109057301294,0.13493530499075784,0.09519408502772643,Pass,medio,True,True,equilibrado
BBB_2014J_648585,0.12142857142857143,0.14523809523809525,0.2357142857142857,0.1761904761904762,0.08333333333333333,0.23809523809523808,Pass,baixo,True,True,equilibrado
BBB_2014J_648693,0.19931856899488926,0.033503691084611015,0.27030096536059056,0.20954003407155025,0.08404315729699034,0.20329358319136853,Distinction,medio,True,True,equilibrado
BBB_2014J_648713,0.3172514619883041,0.03070175438596491,0.13961988304093567,0.10307017543859649,0.26242690058479534,0.14692982456140352,Pass,medio,True,True,equilibrado
BBB_2014J_648728,0.10712481051035877,0.10358767054067711,0.2764022233451238,0.23294593228903487,0.18292066700353715,0.09701869631126832,Pass,alto,True,True,equilibrado
BBB_2014J_648751,0.06559877955758962,0.034324942791762014,0.2349351639969489,0.4691075514874142,0.12356979405034325,0.07246376811594203,Pass,medio,True,True,equilibrado
BBB_2014J_648760,0.32646331409727947,0.018136850783182192,0.4814509480626546,0.12283594394064304,0.04286892003297609,0.008244023083264633,Pass,medio,True,True,equilibrado
BBB_2014J_648778,0.21566110397946084,0.09691912708600771,0.12130937098844673,0.37291399229781774,0.1527599486521181,0.04043645699614891,Pass,medio,True,True,equilibrado
BBB_2014J_648807,0.25387797311271976,0.055842812823164424,0.29782833505687695,0.1623578076525336,0.22699069286452947,0.0031023784901758012,Pass,alto,True,True,equilibrado
BBB_2014J_648845,0.5099526066350711,0.058767772511848344,0.03601895734597156,0.1014218009478673,0.14123222748815165,0.15260663507109004,Pass,medio,True,True,antecipado
BBB_2014J_648951,0.5599571734475375,0.14453961456102785,0.05353319057815846,0.24197002141327623,0.0,0.0,Fail,medio,False,False,desistente
BBB_2014J_648985,1.0,0.0,0.0,0.0,0.0,0.0,Pass,baixo,False,True,desistente
BBB_2014J_649018,0.35135135135135137,0.2672672672672673,0.1921921921921922,0.06606606606606606,0.08408408408408409,0.03903903903903904,Pass,baixo,True,True,antecipado
BBB_2014J_649025,0.2528248587570621,0.05014124293785311,0.24293785310734464,0.21468926553672316,0.1292372881355932,0.11016949152542373,Pass,medio,True,True,equilibrado
BBB_2014J_649027,0.4396248534583822,0.09613130128956623,0.3071512309495897,0.1570926143024619,0.0,0.0,Fail,medio,False,False,desistente
BBB_2014J_649110,0.454214675560946,0.07944208611279563,0.22316555488174653,0.14978775015160703,0.08550636749545179,0.007883565797453002,Pass,medio,True,True,antecipado
BBB_2014J_649119,0.09921259842519685,0.31811023622047246,0.2047244094488189,0.023622047244094488,0.1763779527559055,0.17795275590551182,Pass,medio,True,True,antecipado
BBB_2014J_649189,0.25818660523284515,0.06318907355603094,0.22313641599473424,0.2405792331742636,0.11732762876419287,0.0975810432779332,Distinction,alto,True,True,equilibrado
BBB_2014J_649221,0.3139866793529971,0.1027592768791627,0.1909292737075801,0.09990485252140818,0.16428797970187123,0.12813193783698065,Pass,alto,True,True,equilibrado
BBB_2014J_649231,0.2145985401459854,0.08211678832116788,0.13795620437956205,0.3083941605839416,0.18722627737226277,0.06970802919708029,Pass,alto,True,True,equilibrado
BBB_2014J_649291,0.16562677254679523,0.1020986954055587,0.1911514463981849,0.1905842314237096,0.12592172433352242,0.22461712989222915,Pass,alto,True,True,equilibrado
BBB_2014J_649345,0.0175609756097561,0.0351219512195122,0.23414634146341465,0.13463414634146342,0.1746341463414634,0.40390243902439027,Pass,medio,True,True,fim-pesado
BBB_2014J_649518,0.12197309417040358,0.06278026905829596,0.31390134529147984,0.17399103139013453,0.2771300448430493,0.05022421524663677,Pass,medio,True,True,equilibrado
BBB_2014J_649543,0.6808510638297872,0.3191489361702128,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_649578,0.47527472527472525,0.06868131868131869,0.28983516483516486,0.11126373626373626,0.0521978021978022,0.0027472527472527475,Fail,medio,True,False,antecipado
BBB_2014J_649621,0.26262626262626265,0.1696969696969697,0.10303030303030303,0.46464646464646464,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_649654,0.13924611973392462,0.0762749445676275,0.3623059866962306,0.1778270509977827,0.14855875831485588,0.09578713968957872,Distinction,alto,True,True,equilibrado
BBB_2014J_649692,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_649742,0.34474123539232054,0.1164440734557596,0.21702838063439064,0.13898163606010017,0.1548414023372287,0.027963272120200333,Pass,alto,True,True,equilibrado
BBB_2014J_649749,0.12380952380952381,0.02406015037593985,0.3298245614035088,0.20701754385964913,0.17644110275689223,0.13884711779448622,Pass,alto,True,True,equilibrado
BBB_2014J_649795,0.36522262334536704,0.07220216606498195,0.11793020457280386,0.259927797833935,0.15162454873646208,0.03309265944645006,Pass,alto,True,True,equilibrado
BBB_2014J_649824,0.17465069860279442,0.09481037924151696,0.17764471057884232,0.19560878243512975,0.27944111776447106,0.07784431137724551,Distinction,medio,True,True,equilibrado
BBB_2014J_649905,0.6543321299638989,0.1092057761732852,0.09386281588447654,0.07851985559566788,0.05956678700361011,0.004512635379061372,Pass,medio,True,True,antecipado
BBB_2014J_649962,0.311,0.1265,0.1765,0.1895,0.095,0.1015,Pass,alto,True,True,antecipado
BBB_2014J_650050,1.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_650114,0.19295958279009126,0.1408083441981747,0.24902216427640156,0.29335071707953064,0.12385919165580182,0.0,Pass,medio,True,True,equilibrado
BBB_2014J_650161,0.2040332147093713,0.17200474495848161,0.1269276393831554,0.20521945432977462,0.11862396204033215,0.17319098457888493,Distinction,medio,True,True,equilibrado
BBB_2014J_650247,0.3627167630057804,0.0708092485549133,0.24566473988439305,0.07658959537572255,0.036127167630057806,0.20809248554913296,Pass,medio,True,True,antecipado
BBB_2014J_650269,0.41217798594847777,0.16276346604215455,0.13466042154566746,0.16978922716627634,0.11124121779859485,0.00936768149882904,Pass,medio,True,True,antecipado
BBB_2014J_650371,0.4327956989247312,0.2163978494623656,0.06720430107526881,0.09005376344086022,0.15188172043010753,0.041666666666666664,Pass,medio,True,True,antecipado
BBB_2014J_650433,0.28852459016393445,0.43278688524590164,0.2721311475409836,0.0,0.0,0.006557377049180328,Fail,baixo,True,False,antecipado
BBB_2014J_650531,0.9253731343283582,0.05970149253731343,0.014925373134328358,0.0,0.0,0.0,Pass,baixo,False,True,desistente
BBB_2014J_650565,0.218970736629667,0.05348133198789102,0.09485368314833502,0.41372351160444,0.14833501513622604,0.07063572149344097,Fail,medio,True,False,equilibrado
BBB_2014J_650606,0.20221606648199447,0.08587257617728532,0.2930747922437673,0.24376731301939059,0.09529085872576178,0.07977839335180055,Distinction,alto,True,True,equilibrado
BBB_2014J_650797,0.11627906976744186,0.17758985200845667,0.16701902748414377,0.160676532769556,0.30655391120507397,0.07188160676532769,Pass,baixo,True,True,equilibrado
BBB_2014J_650953,0.6605504587155964,0.08256880733944955,0.0,0.027522935779816515,0.22935779816513763,0.0,Fail,baixo,True,False,antecipado
BBB_2014J_650958,0.2724774244208873,0.06556733411857087,0.25873576756968986,0.21319199057714958,0.154691794267766,0.0353356890459364,Pass,alto,True,True,equilibrado
BBB_2014J_650979,0.3827433628318584,0.18584070796460178,0.2721238938053097,0.025442477876106196,0.11504424778761062,0.018805309734513276,Pass,medio,True,True,antecipado
BBB_2014J_651008,0.37339055793991416,0.004291845493562232,0.1072961373390558,0.351931330472103,0.1351931330472103,0.027896995708154508,Pass,baixo,True,True,equilibrado
BBB_2014J_651027,0.16819571865443425,0.3516819571865443,0.12232415902140673,0.3547400611620795,0.0030581039755351682,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_651065,0.20802919708029197,0.3515815085158151,0.14720194647201945,0.0827250608272506,0.13381995133819952,0.07664233576642336,Pass,medio,True,True,antecipado
BBB_2014J_651087,1.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_651148,0.23992560446373218,0.10725356478611284,0.09671419714817112,0.24550526968381897,0.13453192808431494,0.17606943583384996,Pass,medio,True,True,equilibrado
BBB_2014J_651177,0.16766794101583835,0.0686783178590934,0.16206990715456035,0.2459038776624795,0.2685690879300928,0.08711086837793555,Pass,alto,True,True,equilibrado
BBB_2014J_651209,0.2762237762237762,0.34615384615384615,0.15034965034965034,0.0,0.20279720279720279,0.024475524475524476,Pass,baixo,True,True,antecipado
BBB_2014J_651257,0.4268209666439755,0.12729748127978216,0.14703880190605853,0.17631041524846836,0.09326072157930565,0.029271613342409804,Pass,medio,True,True,antecipado
BBB_2014J_651278,0.26857142857142857,0.011428571428571429,0.12,0.32571428571428573,0.2571428571428571,0.017142857142857144,Fail,baixo,True,False,equilibrado
BBB_2014J_651324,0.2775423728813559,0.06779661016949153,0.2810734463276836,0.17231638418079095,0.1271186440677966,0.07415254237288135,Pass,medio,True,True,equilibrado
BBB_2014J_651359,0.24010989010989012,0.15164835164835164,0.3181318681318681,0.1423076923076923,0.05384615384615385,0.09395604395604396,Distinction,alto,True,True,equilibrado
BBB_2014J_651394,0.42162162162162165,0.3081081081081081,0.2527027027027027,0.01756756756756757,0.0,0.0,Fail,medio,False,False,desistente
BBB_2014J_651415,0.24516908212560387,0.043478260869565216,0.20048309178743962,0.12318840579710146,0.1932367149758454,0.19444444444444445,Pass,medio,True,True,equilibrado
BBB_2014J_651429,0.13110539845758354,0.08097686375321336,0.08419023136246787,0.2506426735218509,0.38367609254498714,0.06940874035989718,Pass,medio,True,True,equilibrado
BBB_2014J_651544,0.17621621621621622,0.08972972972972973,0.32,0.2789189189189189,0.10702702702702703,0.02810810810810811,Pass,medio,True,True,equilibrado
BBB_2014J_651605,0.13126491646778043,0.026252983293556086,0.3436754176610978,0.26252983293556087,0.07637231503579953,0.15990453460620524,Pass,baixo,True,True,equilibrado
BBB_2014J_651655,0.13926940639269406,0.1872146118721461,0.25251141552511414,0.23013698630136986,0.1589041095890411,0.0319634703196347,Pass,alto,True,True,equilibrado
BBB_2014J_651659,0.20540997464074387,0.1665257819103973,0.33727810650887574,0.08960270498732037,0.18512256973795435,0.016060862214708368,Pass,medio,True,True,equilibrado
BBB_2014J_651678,0.5833333333333334,0.008333333333333333,0.020833333333333332,0.125,0.2625,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_651775,0.1111111111111111,0.11254480286738351,0.2989247311827957,0.07311827956989247,0.21935483870967742,0.18494623655913978,Pass,medio,True,True,equilibrado
BBB_2014J_651863,0.19750889679715303,0.06287069988137604,0.33214709371293,0.11684460260972716,0.24673784104389088,0.04389086595492289,Pass,medio,True,True,equilibrado
BBB_2014J_651883,0.0,0.054838709677419356,0.01935483870967742,0.3193548387096774,0.4612903225806452,0.14516129032258066,Pass,baixo,True,True,equilibrado
BBB_2014J_651925,0.304725168756027,0.1909353905496625,0.15043394406943106,0.0626808100289296,0.2757955641272903,0.015429122468659595,Pass,medio,True,True,antecipado
BBB_2014J_651939,0.20528109028960817,0.06303236797274275,0.2061328790459966,0.23850085178875638,0.2342419080068143,0.05281090289608177,Pass,medio,True,True,equilibrado
BBB_2014J_651979,0.29571984435797666,0.0,0.4785992217898833,0.11284046692607004,0.10894941634241245,0.0038910505836575876,Pass,baixo,True,True,equilibrado
BBB_2014J_651980,0.2624912033779029,0.2258972554539057,0.10907811400422238,0.3011963406052076,0.0211118930330753,0.08022519352568613,Distinction,medio,True,True,antecipado
BBB_2014J_651991,0.25501432664756446,0.14498567335243553,0.1673352435530086,0.20744985673352437,0.1169054441260745,0.10830945558739255,Pass,medio,True,True,equilibrado
BBB_2014J_652044,0.16981132075471697,0.10014513788098693,0.17561683599419448,0.1799709724238026,0.18287373004354138,0.19158200290275762,Pass,medio,True,True,equilibrado
BBB_2014J_652090,0.1143481427530954,0.21194464675892208,0.16314639475600873,0.21849963583394028,0.14712308812818645,0.14493809176984704,Distinction,medio,True,True,equilibrado
BBB_2014J_652149,0.14878268710550044,0.29486023444544635,0.09287646528403967,0.2110009017132552,0.20108205590622183,0.05139765554553652,Pass,medio,True,True,equilibrado
BBB_2014J_652156,0.29396984924623115,0.20854271356783918,0.18592964824120603,0.07537688442211055,0.03015075376884422,0.20603015075376885,Pass,baixo,True,True,antecipado
BBB_2014J_652158,0.4818181818181818,0.016666666666666666,0.10151515151515152,0.18181818181818182,0.1409090909090909,0.07727272727272727,Pass,baixo,True,True,antecipado
BBB_2014J_652226,0.32516493873704055,0.005655042412818096,0.2884071630537229,0.28180961357210177,0.09236569274269557,0.006597549481621112,Pass,medio,True,True,equilibrado
BBB_2014J_652288,0.9052523171987642,0.08856848609680741,0.006179196704428424,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_652390,0.5433962264150943,0.0,0.0,0.2981132075471698,0.0,0.15849056603773584,Pass,baixo,True,True,antecipado
BBB_2014J_652522,0.8742857142857143,0.12571428571428572,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_652553,0.6166666666666667,0.03333333333333333,0.23333333333333334,0.1,0.0,0.016666666666666666,Pass,baixo,True,True,antecipado
BBB_2014J_652556,0.3189792663476874,0.17543859649122806,0.16427432216905902,0.2886762360446571,0.05263157894736842,0.0,Fail,baixo,True,False,antecipado
BBB_2014J_652572,0.20519653564290474,0.07128580946035976,0.17854763491005995,0.21985343104596936,0.24450366422385075,0.08061292471685542,Pass,medio,True,True,equilibrado
BBB_2014J_652586,0.1262587141750581,0.05848179705654531,0.2974438419829589,0.2029434546862897,0.203718048024787,0.11115414407436096,Distinction,alto,True,True,equilibrado
BBB_2014J_652605,0.7593984962406015,0.007518796992481203,0.0,0.08270676691729323,0.15037593984962405,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_652818,0.49382716049382713,0.09053497942386832,0.2674897119341564,0.01646090534979424,0.13168724279835392,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_652851,0.6540983606557377,0.07540983606557378,0.22295081967213115,0.047540983606557376,0.0,0.0,Pass,baixo,False,True,desistente
BBB_2014J_652886,0.49137931034482757,0.16379310344827586,0.3103448275862069,0.034482758620689655,0.0,0.0,Pass,baixo,False,True,desistente
BBB_2014J_652969,0.0,0.006109979633401222,0.8180583842498302,0.002036659877800407,0.11744738628649015,0.05634758995247793,Pass,medio,True,True,equilibrado
BBB_2014J_653027,0.19886363636363635,0.7443181818181818,0.0,0.0,0.0,0.056818181818181816,Fail,baixo,True,False,antecipado
BBB_2014J_653052,0.21477663230240548,0.3694158075601375,0.23367697594501718,0.10309278350515463,0.07560137457044673,0.003436426116838488,Fail,baixo,True,False,antecipado
BBB_2014J_653068,0.35356200527704484,0.1266490765171504,0.12137203166226913,0.2532981530343008,0.0633245382585752,0.08179419525065963,Pass,baixo,True,True,antecipado
BBB_2014J_653086,0.19573215599705665,0.0772626931567329,0.19720382634289918,0.2612214863870493,0.18027961736571008,0.08830022075055188,Distinction,medio,True,True,equilibrado
BBB_2014J_653188,0.5796178343949044,0.1624203821656051,0.1751592356687898,0.0732484076433121,0.009554140127388535,0.0,Fail,baixo,True,False,antecipado
BBB_2014J_653239,0.2859060402684564,0.10738255033557047,0.1597315436241611,0.24563758389261744,0.13691275167785236,0.06442953020134229,Pass,medio,True,True,equilibrado
BBB_2014J_653240,0.4176182707993475,0.21533442088091354,0.08972267536704731,0.20880913539967375,0.022838499184339316,0.04567699836867863,Pass,baixo,True,True,antecipado
BBB_2014J_653262,0.3251231527093596,0.19704433497536947,0.2315270935960591,0.18719211822660098,0.059113300492610835,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_653465,0.5304740406320542,0.3611738148984199,0.09932279909706546,0.009029345372460496,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_653577,0.1701417848206839,0.0817347789824854,0.2468723936613845,0.041701417848206836,0.24353628023352794,0.21601334445371143,Distinction,medio,True,True,equilibrado
BBB_2014J_653597,0.6611842105263158,0.10855263157894737,0.08881578947368421,0.13157894736842105,0.009868421052631578,0.0,Fail,baixo,True,False,antecipado
BBB_2014J_653664,0.11510791366906475,0.002398081534772182,0.15347721822541965,0.3645083932853717,0.18225419664268586,0.18225419664268586,Pass,baixo,True,True,equilibrado
BBB_2014J_653702,0.3790983606557377,0.2786885245901639,0.030737704918032786,0.1680327868852459,0.02663934426229508,0.1168032786885246,Pass,baixo,True,True,antecipado
BBB_2014J_653752,0.875,0.125,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_653762,0.09215262778977681,0.23542116630669546,0.22318214542836573,0.2966162706983441,0.15190784737221022,0.0007199424046076314,Fail,medio,True,False,equilibrado
BBB_2014J_653840,0.08558842039018251,0.12334801762114538,0.26998112020138454,0.2989301447451227,0.118313404657017,0.10383889238514789,Pass,medio,True,True,equilibrado
BBB_2014J_653870,0.09904430929626412,0.004344048653344918,0.2580364900086881,0.317115551694179,0.2050390964378801,0.11642050390964379,Pass,medio,True,True,equilibrado
BBB_2014J_653951,0.13988657844990549,0.04962192816635161,0.21361058601134217,0.29678638941398866,0.18620037807183365,0.11389413988657845,Fail,alto,True,False,equilibrado
BBB_2014J_653958,0.34510595358224017,0.2330978809283552,0.14732593340060546,0.16548940464177597,0.1029263370332997,0.006054490413723511,Pass,medio,True,True,antecipado
BBB_2014J_654005,0.26610169491525426,0.04576271186440678,0.3135593220338983,0.05084745762711865,0.003389830508474576,0.32033898305084746,Pass,baixo,True,True,fim-pesado
BBB_2014J_654043,0.5817805383022774,0.08488612836438923,0.3188405797101449,0.010351966873706004,0.004140786749482402,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_654206,0.2096069868995633,0.04694323144104803,0.2740174672489083,0.18231441048034935,0.27729257641921395,0.009825327510917031,Pass,medio,True,True,equilibrado
BBB_2014J_654404,0.19741100323624594,0.022653721682847898,0.4692556634304207,0.06796116504854369,0.23948220064724918,0.003236245954692557,Pass,baixo,True,True,equilibrado
BBB_2014J_654415,0.37745740498034075,0.04980340760157274,0.03145478374836173,0.14941022280471822,0.14285714285714285,0.2490170380078637,Pass,medio,True,True,fim-pesado
BBB_2014J_654524,0.2755267423014587,0.17341977309562398,0.18719611021069693,0.23987034035656402,0.08914100486223663,0.03484602917341977,Pass,medio,True,True,equilibrado
BBB_2014J_654545,0.9679144385026738,0.029411764705882353,0.0,0.00267379679144385,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_654585,0.7142857142857143,0.26857142857142857,0.014285714285714285,0.0,0.0,0.002857142857142857,Fail,baixo,True,False,antecipado
BBB_2014J_654657,0.07428571428571429,0.0019047619047619048,0.4266666666666667,0.21523809523809523,0.2819047619047619,0.0,Pass,baixo,True,True,equilibrado
BBB_2014J_654856,0.18803986710963455,0.146843853820598,0.14485049833887043,0.292358803986711,0.12225913621262459,0.10564784053156147,Pass,medio,True,True,equilibrado
BBB_2014J_655084,0.2107750472589792,0.11247637051039698,0.17580340264650285,0.2580340264650284,0.1275992438563327,0.11531190926275993,Pass,medio,True,True,equilibrado
BBB_2014J_655086,0.8878504672897196,0.11214953271028037,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_655296,0.25627240143369173,0.016129032258064516,0.010752688172043012,0.34050179211469533,0.2078853046594982,0.16845878136200718,Pass,baixo,True,True,equilibrado
BBB_2014J_655314,0.1414319248826291,0.11032863849765258,0.35563380281690143,0.22007042253521128,0.09624413145539906,0.07629107981220658,Distinction,alto,True,True,equilibrado
BBB_2014J_655342,0.2666267225883763,0.05212702216896345,0.16297183942480528,0.16417016177351706,0.21689634511683642,0.1372079089275015,Pass,medio,True,True,equilibrado
BBB_2014J_655460,0.7439024390243902,0.006097560975609756,0.09146341463414634,0.15853658536585366,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_655471,0.6703511053315995,0.08517555266579974,0.13263979193758127,0.07282184655396619,0.03901170351105332,0.0,Fail,medio,True,False,antecipado
BBB_2014J_655546,0.21774675972083748,0.1268195413758724,0.2584247258225324,0.17467597208374874,0.15274177467597208,0.06959122632103688,Pass,alto,True,True,equilibrado
BBB_2014J_655547,0.38839285714285715,0.14285714285714285,0.20535714285714285,0.20386904761904762,0.03720238095238095,0.022321428571428572,Pass,medio,True,True,antecipado
BBB_2014J_655572,0.6273584905660378,0.27358490566037735,0.07547169811320754,0.02358490566037736,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_655613,0.309462915601023,0.1483375959079284,0.17647058823529413,0.1867007672634271,0.15089514066496162,0.028132992327365727,Fail,baixo,True,False,equilibrado
BBB_2014J_655668,0.49056603773584906,0.16123499142367068,0.2281303602058319,0.015437392795883362,0.008576329331046312,0.09605488850771869,Fail,baixo,True,False,antecipado
BBB_2014J_655828,0.30886426592797783,0.0110803324099723,0.24238227146814403,0.24792243767313019,0.08725761772853186,0.10249307479224377,Pass,medio,True,True,equilibrado
BBB_2014J_656067,0.3333333333333333,0.4188034188034188,0.1794871794871795,0.05128205128205128,0.017094017094017096,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_656181,0.3153846153846154,0.5025641025641026,0.18205128205128204,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_656187,0.4626334519572954,0.021352313167259787,0.099644128113879,0.1601423487544484,0.10320284697508897,0.15302491103202848,Pass,baixo,True,True,antecipado
BBB_2014J_656190,0.3626237623762376,0.19925742574257427,0.2004950495049505,0.19306930693069307,0.0,0.04455445544554455,Pass,medio,True,True,antecipado
BBB_2014J_656196,0.8627450980392157,0.0196078431372549,0.004901960784313725,0.11274509803921569,0.0,0.0,Pass,baixo,False,True,desistente
BBB_2014J_656197,0.10481181515007146,0.057646498332539306,0.3006193425440686,0.20009528346831826,0.2582181991424488,0.0786088613625536,Pass,alto,True,True,equilibrado
BBB_2014J_656200,0.5657276995305164,0.028169014084507043,0.24413145539906103,0.12910798122065728,0.03286384976525822,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_656206,0.3924050632911392,0.012658227848101266,0.10126582278481013,0.4936708860759494,0.0,0.0,Pass,baixo,False,True,desistente
BBB_2014J_656208,0.591715976331361,0.16568047337278108,0.21301775147928995,0.0,0.029585798816568046,0.0,Pass,baixo,True,True,antecipado
BBB_2014J_656217,0.3674418604651163,0.009302325581395349,0.2,0.27906976744186046,0.14418604651162792,0.0,Pass,baixo,True,True,equilibrado
BBB_2014J_656222,0.8995433789954338,0.0958904109589041,0.0045662100456621,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_656227,0.1290566037735849,0.11622641509433962,0.3260377358490566,0.07622641509433963,0.2988679245283019,0.05358490566037736,Distinction,medio,True,True,equilibrado
BBB_2014J_656253,0.829971181556196,0.037463976945244955,0.0,0.07492795389048991,0.05187319884726225,0.005763688760806916,Pass,baixo,True,True,antecipado
BBB_2014J_656276,0.6019417475728155,0.3883495145631068,0.009708737864077669,0.0,0.0,0.0,Fail,baixo,False,False,desistente
BBB_2014J_656352,0.0,0.18404255319148935,0.13085106382978723,0.21914893617021278,0.20851063829787234,0.2574468085106383,Pass,medio,True,True,equilibrado
BBB_2014J_656373,0.2403924775143091,0.07931316434995912,0.33524121013900243,0.2035977105478332,0.09975470155355683,0.041700735895339326,Distinction,medio,True,True,equilibrado
BBB_2014J_656386,0.3231197771587744,0.1062475129327497,0.20573020294468763,0.1607640270592917,0.1408674890569041,0.06327099084759252,Pass,alto,True,True,equilibrado
BBB_2014J_656475,0.1179245283018868,0.009433962264150943,0.2971698113207547,0.4339622641509434,0.13679245283018868,0.0047169811320754715,Fail,baixo,True,False,equilibrado
BBB_2014J_656481,0.2563338301043219,0.12220566318926974,0.23472429210134127,0.3025335320417288,0.07004470938897168,0.014157973174366617,Pass,medio,True,True,equilibrado
BBB_2014J_656494,0.5363321799307958,0.14186851211072665,0.10726643598615918,0.03806228373702422,0.1453287197231834,0.031141868512110725,Pass,baixo,True,True,antecipado
