aluno,cluster,final_result,faixa_volume,semanas_mortas,centro_massa
BBB_2013B_544639,3,Fail,baixo,22,0.21369596891695
BBB_2013B_544642,1,Pass,medio,3,0.3954750118857846
BBB_2013B_544741,1,Pass,baixo,17,0.3246753246753247
BBB_2013B_544848,1,Pass,medio,3,0.4395238928758971
BBB_2013B_544859,1,Fail,medio,5,0.3019086786881788
BBB_2013B_544881,1,Pass,medio,2,0.2339790429402071
BBB_2013B_544890,1,Pass,baixo,8,0.4180488869489305
BBB_2013B_544978,3,Fail,baixo,26,0.1665857212238951
BBB_2013B_544989,3,Fail,medio,8,0.201584701872427
BBB_2013B_545041,3,Fail,baixo,21,0.1295206055508831
BBB_2013B_545191,1,Pass,medio,2,0.3493932476270576
BBB_2013B_545340,1,Fail,baixo,17,0.2599700149925037
BBB_2013B_545392,1,Pass,baixo,5,0.3718401920896417
BBB_2013B_545658,1,Pass,baixo,6,0.3987426176414556
BBB_2013B_545697,1,Pass,medio,3,0.4543150384880155
BBB_2013B_545702,1,Pass,baixo,19,0.3017661900756939
BBB_2013B_545803,3,Fail,baixo,18,0.2099104689300594
BBB_2013B_546019,3,Fail,baixo,26,0.0284221525600835
BBB_2013B_546052,1,Distinction,baixo,12,0.2506685432793806
BBB_2013B_546157,1,Pass,baixo,12,0.4562701348287794
BBB_2013B_546202,3,Fail,baixo,19,0.1604653600251545
BBB_2013B_546322,1,Pass,baixo,7,0.3748242383662536
BBB_2013B_546407,1,Pass,alto,2,0.4766341264244089
BBB_2013B_546428,1,Pass,alto,0,0.4131240677371239
BBB_2013B_546500,1,Fail,medio,11,0.2435105067985166
BBB_2013B_546533,1,Fail,medio,3,0.2561981129402431
BBB_2013B_546609,1,Pass,baixo,4,0.342736009044658
BBB_2013B_546632,1,Pass,medio,0,0.4009938262309891
BBB_2013B_546685,1,Pass,medio,1,0.3954124259456175
BBB_2013B_546749,1,Distinction,medio,1,0.3739305604929495
BBB_2013B_546811,1,Pass,baixo,18,0.3671685284118503
BBB_2013B_546837,1,Pass,medio,4,0.3925457544576231
BBB_2013B_546843,3,Fail,baixo,21,0.1918312688316036
BBB_2013B_546909,1,Fail,medio,9,0.3211794389749171
BBB_2013B_546921,1,Pass,baixo,14,0.4084778420038536
BBB_2013B_546958,3,Fail,baixo,20,0.2059843094325852
BBB_2013B_547165,3,Fail,baixo,21,0.13388557118089
BBB_2013B_547192,2,Pass,baixo,6,0.43405815748842
BBB_2013B_547259,1,Distinction,medio,0,0.4626479863516516
BBB_2013B_547372,3,Fail,baixo,25,0.1511936339522546
BBB_2013B_547390,1,Pass,baixo,21,0.3074410163339383
BBB_2013B_547403,1,Pass,medio,8,0.2874499613736919
BBB_2013B_547409,3,Fail,baixo,22,0.1040135669869982
BBB_2013B_547427,3,Pass,baixo,11,0.1546122245736337
BBB_2013B_547466,1,Pass,baixo,7,0.3421267508322341
BBB_2013B_547620,3,Fail,baixo,17,0.2042806183115339
BBB_2013B_547689,1,Pass,medio,3,0.4147101980924432
BBB_2013B_547690,1,Pass,medio,3,0.417157275021026
BBB_2013B_547697,1,Pass,baixo,16,0.3854134879462924
BBB_2013B_547757,1,Distinction,medio,1,0.3686080609602088
BBB_2013B_547841,1,Distinction,medio,3,0.363025777644366
BBB_2013B_547873,0,Pass,baixo,3,0.4227330779054917
BBB_2013B_547892,0,Pass,baixo,8,0.4862859575503253
BBB_2013B_547902,1,Pass,baixo,3,0.3176716869221375
BBB_2013B_547903,1,Pass,alto,0,0.4338936059608387
BBB_2013B_548090,1,Distinction,alto,1,0.468425071961464
BBB_2013B_548124,1,Pass,baixo,8,0.3790156203949308
BBB_2013B_548241,1,Pass,baixo,7,0.3723396366332962
BBB_2013B_548255,0,Distinction,alto,1,0.5432864573299941
BBB_2013B_548275,1,Pass,medio,2,0.2613244514106583
BBB_2013B_548307,3,Fail,baixo,20,0.1165340406719717
BBB_2013B_548334,3,Pass,medio,13,0.251394859599378
BBB_2013B_548344,3,Fail,baixo,26,0.051398828887443
BBB_2013B_548403,3,Fail,baixo,27,0.0369905956112852
BBB_2013B_548439,1,Pass,medio,5,0.3421078193297717
BBB_2013B_548504,1,Distinction,baixo,2,0.4320392251426734
BBB_2013B_548617,1,Distinction,medio,8,0.4095852232362424
BBB_2013B_548714,1,Pass,medio,3,0.3421993271656855
BBB_2013B_548744,1,Pass,baixo,8,0.3619591478146277
BBB_2013B_548791,1,Pass,baixo,13,0.441830486625846
BBB_2013B_548834,0,Pass,medio,1,0.6587260593789385
BBB_2013B_548838,1,Pass,baixo,12,0.3520424403183024
BBB_2013B_548839,1,Pass,baixo,13,0.2533503990362897
BBB_2013B_548843,1,Pass,medio,3,0.2718491423701126
BBB_2013B_548871,1,Fail,baixo,10,0.3658405172413793
BBB_2013B_548884,3,Pass,baixo,10,0.2227886056971514
BBB_2013B_548885,3,Distinction,baixo,13,0.274187409606455
BBB_2013B_548921,1,Pass,baixo,10,0.2717447246525991
BBB_2013B_548924,3,Fail,baixo,21,0.1271797561295398
BBB_2013B_548935,1,Pass,medio,1,0.3147361013370865
BBB_2013B_548954,1,Pass,baixo,17,0.3637374860956618
BBB_2013B_548981,3,Fail,baixo,22,0.1345206517620311
BBB_2013B_549047,1,Pass,baixo,5,0.2281891840964763
BBB_2013B_549078,1,Fail,baixo,10,0.4621625838664377
BBB_2013B_549106,3,Fail,baixo,27,0.0087164750957854
BBB_2013B_549158,1,Pass,baixo,13,0.3040177159126859
BBB_2013B_549196,1,Distinction,medio,3,0.37058121882455
BBB_2013B_549204,3,Fail,baixo,26,0.1191996594295444
BBB_2013B_549261,1,Pass,baixo,5,0.3046498529319731
BBB_2013B_549391,1,Distinction,baixo,17,0.3235218618978351
BBB_2013B_549568,1,Pass,baixo,8,0.3458542182498943
BBB_2013B_549651,1,Pass,baixo,11,0.2884479547935529
BBB_2013B_549732,3,Pass,baixo,16,0.2701400391507303
BBB_2013B_549754,1,Pass,alto,0,0.4450545782287946
BBB_2013B_549862,1,Pass,baixo,10,0.4320182251216734
BBB_2013B_549907,3,Fail,baixo,17,0.226378336255601
BBB_2013B_550077,2,Pass,alto,1,0.5561727107858934
BBB_2013B_550098,1,Fail,medio,1,0.2615604640076274
BBB_2013B_550163,3,Fail,baixo,25,0.109988109393579
BBB_2013B_550209,1,Pass,medio,2,0.489305604929494
BBB_2013B_550322,3,Fail,baixo,21,0.1133679735474728
BBB_2013B_550342,1,Pass,alto,0,0.3393367010762134
BBB_2013B_550354,1,Distinction,medio,1,0.4397695051678405
BBB_2013B_550381,1,Pass,alto,2,0.3283666808571023
BBB_2013B_550400,1,Fail,alto,0,0.3150108114259702
BBB_2013B_550403,0,Pass,medio,0,0.5247739112785007
BBB_2013B_550428,3,Fail,baixo,22,0.0743745774171737
BBB_2013B_550429,3,Fail,alto,7,0.1801404035498256
BBB_2013B_550520,1,Pass,baixo,11,0.2640224951901732
BBB_2013B_550549,1,Pass,baixo,14,0.4027986006996502
BBB_2013B_550597,2,Pass,baixo,15,0.4565584854631507
BBB_2013B_550613,1,Pass,medio,4,0.4134293612687327
BBB_2013B_550668,1,Fail,baixo,11,0.2996465756041646
BBB_2013B_550707,1,Pass,baixo,3,0.4062169238482535
BBB_2013B_550708,1,Pass,medio,8,0.3764446114817251
BBB_2013B_550898,1,Fail,baixo,8,0.4028793683966097
BBB_2013B_550921,1,Pass,alto,0,0.5149318735765374
BBB_2013B_550923,1,Pass,baixo,13,0.4232106635757751
BBB_2013B_550963,1,Pass,baixo,10,0.2899025170958824
BBB_2013B_551032,1,Fail,medio,8,0.4003629764065335
BBB_2013B_551080,0,Pass,medio,5,0.5485033613660183
BBB_2013B_551129,1,Pass,baixo,20,0.3159065628476084
BBB_2013B_551282,1,Fail,baixo,12,0.3490129935032484
BBB_2013B_551480,1,Pass,baixo,7,0.3573979942299766
BBB_2013B_551487,1,Pass,medio,4,0.310090154331992
BBB_2013B_551576,1,Distinction,medio,2,0.3008145787050452
BBB_2013B_551706,3,Pass,baixo,10,0.2245320197044334
BBB_2013B_551714,1,Pass,baixo,12,0.2965235173824131
BBB_2013B_551715,1,Pass,alto,0,0.3977503834573652
BBB_2013B_551716,1,Pass,medio,7,0.2861688990215635
BBB_2013B_551770,1,Pass,baixo,13,0.3875125544024104
BBB_2013B_551886,1,Pass,alto,0,0.3740174949290061
BBB_2013B_551895,1,Pass,baixo,4,0.3884758364312268
BBB_2013B_551938,1,Pass,baixo,10,0.2891683569979715
BBB_2013B_551954,1,Pass,medio,0,0.3945955782003456
BBB_2013B_552007,0,Pass,baixo,5,0.4787636669470143
BBB_2013B_552017,1,Distinction,medio,1,0.4243295019157088
BBB_2013B_552039,3,Distinction,medio,10,0.2240943921978404
BBB_2013B_552110,3,Fail,alto,6,0.2000312946192813
BBB_2013B_552135,3,Fail,baixo,20,0.1794751088619512
BBB_2013B_552273,1,Pass,medio,5,0.4243697478991595
BBB_2013B_552535,1,Pass,baixo,10,0.4305528799845887
BBB_2013B_552667,1,Pass,baixo,9,0.2949081015048033
BBB_2013B_552701,1,Pass,baixo,9,0.3999999999999999
BBB_2013B_552718,3,Fail,baixo,22,0.1126634958382877
BBB_2013B_552749,3,Fail,baixo,27,0.0852820716078742
BBB_2013B_552822,0,Pass,medio,0,0.4964123998606758
BBB_2013B_552826,1,Pass,baixo,13,0.2649567442427197
BBB_2013B_552859,3,Pass,baixo,8,0.2397535723453409
BBB_2013B_552894,1,Pass,medio,3,0.4444486968502432
BBB_2013B_552902,1,Pass,baixo,6,0.2815862068965517
BBB_2013B_552914,1,Fail,alto,2,0.4996832653960558
BBB_2013B_552929,1,Pass,medio,0,0.3250964770322421
BBB_2013B_552991,3,Pass,baixo,20,0.2099535338713621
BBB_2013B_553047,1,Pass,medio,1,0.3619047619047619
BBB_2013B_553125,1,Distinction,medio,3,0.2499864241107792
BBB_2013B_553320,3,Fail,baixo,25,0.0215346872018536
BBB_2013B_553321,0,Distinction,medio,7,0.5337331334332833
BBB_2013B_553442,1,Pass,medio,6,0.3236725195684367
BBB_2013B_553443,3,Fail,baixo,26,0.0375478927203065
BBB_2013B_553462,1,Pass,baixo,20,0.366455825341767
BBB_2013B_553487,1,Distinction,baixo,8,0.3610815737505697
BBB_2013B_553490,3,Fail,baixo,27,0.0317363442172718
BBB_2013B_553502,1,Pass,alto,0,0.5184210678494394
BBB_2013B_553508,1,Pass,baixo,14,0.339166237776634
BBB_2013B_553572,1,Pass,medio,2,0.4152075306052772
BBB_2013B_553716,1,Pass,baixo,19,0.3504662762958143
BBB_2013B_553729,1,Fail,baixo,15,0.3423044575273339
BBB_2013B_553755,3,Fail,baixo,15,0.2360491678450995
BBB_2013B_553800,1,Fail,baixo,22,0.311900440757065
BBB_2013B_553840,1,Distinction,medio,4,0.4569551958714519
BBB_2013B_554068,3,Fail,baixo,19,0.1077586206896551
BBB_2013B_554083,1,Pass,medio,4,0.3347985660635029
BBB_2013B_554139,3,Fail,baixo,24,0.09375
BBB_2013B_554206,1,Pass,baixo,3,0.3584321120689655
BBB_2013B_554226,1,Pass,alto,5,0.4442894159856489
BBB_2013B_554294,3,Fail,baixo,26,0.0727969348659003
BBB_2013B_554336,1,Pass,medio,2,0.333269916765755
BBB_2013B_554344,1,Distinction,medio,10,0.2771862068965517
BBB_2013B_554352,1,Pass,medio,1,0.3774935113088616
BBB_2013B_554374,1,Distinction,baixo,16,0.3387646835922697
BBB_2013B_554551,3,Fail,baixo,13,0.1828180737217598
BBB_2013B_554608,1,Pass,medio,0,0.393448861307886
BBB_2013B_554795,1,Distinction,baixo,5,0.3772428560880159
BBB_2013B_554830,1,Fail,baixo,14,0.2857479110274215
BBB_2013B_554894,0,Pass,alto,7,0.385527921879768
BBB_2013B_554898,3,Fail,baixo,17,0.1767911381097016
BBB_2013B_554986,3,Fail,medio,24,0.0882889627099611
BBB_2013B_554998,1,Pass,baixo,4,0.344747393744988
BBB_2013B_555059,1,Distinction,medio,4,0.3590403968140411
BBB_2013B_555086,1,Pass,baixo,5,0.419474602013838
BBB_2013B_555102,1,Pass,baixo,17,0.3192118226600985
BBB_2013B_555157,3,Fail,baixo,26,0.2406755805770584
BBB_2013B_555263,0,Pass,medio,3,0.5360958645828968
BBB_2013B_555309,1,Pass,alto,5,0.3410725903894414
BBB_2013B_555407,1,Fail,baixo,20,0.296846238802307
BBB_2013B_555414,1,Pass,medio,6,0.3044156654704322
BBB_2013B_555627,3,Fail,baixo,24,0.0433497536945812
BBB_2013B_555667,1,Distinction,medio,2,0.3939502142419914
BBB_2013B_555670,1,Pass,medio,5,0.2796615581098339
BBB_2013B_555672,1,Pass,medio,4,0.356997971602434
BBB_2013B_555673,1,Fail,alto,4,0.2662248983519041
BBB_2013B_555674,1,Distinction,medio,0,0.464790195263814
BBB_2013B_555675,1,Distinction,medio,1,0.4103192532287625
BBB_2013B_555695,2,Pass,medio,1,0.491174268088293
BBB_2013B_555747,1,Pass,alto,1,0.4889942009103947
BBB_2013B_555838,1,Pass,medio,1,0.3787500636683135
BBB_2013B_555880,3,Fail,baixo,24,0.0641909814323607
BBB_2013B_555902,3,Fail,baixo,26,0.0619914761720263
BBB_2013B_555930,3,Fail,alto,23,0.1182691970393236
BBB_2013B_555946,3,Fail,baixo,12,0.2137349046995489
BBB_2013B_556284,1,Pass,baixo,6,0.3457326454882793
BBB_2013B_556292,1,Distinction,medio,0,0.3654519556056738
BBB_2013B_556301,1,Pass,medio,6,0.2623456790123457
BBB_2013B_556318,3,Fail,baixo,26,0.0297265160523186
BBB_2013B_556349,0,Pass,baixo,16,0.6304620968867793
BBB_2013B_556502,1,Pass,alto,1,0.3008797653958944
BBB_2013B_556553,1,Pass,baixo,7,0.3484442227349255
BBB_2013B_556605,1,Pass,baixo,16,0.4390178451630215
BBB_2013B_556648,3,Fail,baixo,19,0.1543174693644913
BBB_2013B_556860,1,Fail,alto,1,0.3961380718522821
BBB_2013B_556865,1,Pass,baixo,5,0.3648383062354833
BBB_2013B_556871,1,Distinction,medio,3,0.4189625291340465
BBB_2013B_556876,1,Distinction,baixo,10,0.2949507389162561
BBB_2013B_556878,1,Pass,medio,5,0.3520218308112131
BBB_2013B_556883,2,Pass,baixo,18,0.505963183821623
BBB_2013B_556887,1,Pass,baixo,7,0.3680371352785146
BBB_2013B_556892,1,Pass,alto,3,0.4082722887261033
BBB_2013B_556898,0,Pass,alto,0,0.5443647893615308
BBB_2013B_556959,1,Pass,medio,2,0.2971275931450773
BBB_2013B_556987,3,Fail,baixo,17,0.1828529094827586
BBB_2013B_556990,1,Pass,baixo,12,0.3124999999999999
BBB_2013B_556992,3,Pass,baixo,12,0.2369495353079128
BBB_2013B_556997,1,Pass,baixo,3,0.3443438601340612
BBB_2013B_556999,1,Pass,baixo,6,0.4014622435617633
BBB_2013B_557006,1,Pass,baixo,13,0.3283932501834188
BBB_2013B_557024,2,Pass,medio,2,0.465004659832246
BBB_2013B_557032,1,Distinction,alto,1,0.5466744156011882
BBB_2013B_557057,1,Pass,medio,3,0.3878705808386129
BBB_2013B_557060,3,Pass,medio,17,0.2019268880148785
BBB_2013B_557145,1,Fail,baixo,15,0.3177782366301879
BBB_2013B_557220,1,Pass,medio,7,0.3682896379525593
BBB_2013B_557285,1,Pass,medio,5,0.3202763555610388
BBB_2013B_557308,1,Fail,medio,6,0.3657867159039872
BBB_2013B_557325,1,Distinction,baixo,13,0.2659238066556241
BBB_2013B_557351,3,Fail,baixo,19,0.2016780927043896
BBB_2013B_557451,1,Fail,baixo,5,0.3506215896945491
BBB_2013B_557528,1,Pass,medio,7,0.285369802611182
BBB_2013B_557594,1,Pass,baixo,7,0.3088073797496157
BBB_2013B_557622,1,Distinction,medio,0,0.439774753228682
BBB_2013B_557758,1,Pass,alto,0,0.4219761334982252
BBB_2013B_557775,1,Pass,medio,3,0.4267489258565605
BBB_2013B_557827,3,Fail,medio,12,0.2281731474688187
BBB_2013B_557935,3,Fail,baixo,22,0.0951191071131101
BBB_2013B_557968,1,Distinction,baixo,7,0.2613703923900119
BBB_2013B_557979,3,Pass,baixo,20,0.1812555260831123
BBB_2013B_558024,1,Pass,baixo,12,0.3458077162968903
BBB_2013B_558040,1,Pass,baixo,14,0.2836484983314793
BBB_2013B_558042,1,Distinction,baixo,16,0.2969053934571176
BBB_2013B_558066,0,Distinction,baixo,13,0.5396431714537163
BBB_2013B_558068,1,Pass,baixo,11,0.2540177874863473
BBB_2013B_558075,1,Pass,baixo,11,0.3104303927440746
BBB_2013B_558092,1,Fail,baixo,18,0.3831560056403025
BBB_2013B_558099,3,Distinction,medio,7,0.2168528411850413
BBB_2013B_558113,1,Pass,medio,6,0.3724137931034482
BBB_2013B_558114,3,Fail,baixo,14,0.1270481780386402
BBB_2013B_558168,1,Pass,baixo,18,0.3333333333333333
BBB_2013B_558247,3,Fail,baixo,19,0.1621261192608115
BBB_2013B_558250,0,Pass,alto,3,0.7165005537098561
BBB_2013B_558373,1,Distinction,medio,0,0.4560978296794095
BBB_2013B_558435,1,Distinction,medio,5,0.2414916320341458
BBB_2013B_558622,1,Pass,alto,2,0.3153588638854278
BBB_2013B_558662,3,Fail,baixo,17,0.1440886699507389
BBB_2013B_558689,3,Pass,baixo,7,0.2329540519412838
BBB_2013B_558703,3,Pass,baixo,26,0.2334356382018414
BBB_2013B_558747,1,Pass,medio,0,0.3223458411075024
BBB_2013B_558769,1,Fail,medio,3,0.2259489384257486
BBB_2013B_558809,3,Fail,medio,18,0.1022167487684729
BBB_2013B_558820,0,Fail,medio,2,0.441976477442377
BBB_2013B_558903,1,Fail,baixo,21,0.3371647509578544
BBB_2013B_558955,1,Fail,baixo,6,0.39954257565095
BBB_2013B_558965,1,Pass,medio,2,0.2483388922446621
BBB_2013B_559031,1,Pass,baixo,7,0.3700108607113765
BBB_2013B_559173,3,Fail,baixo,27,0.0682471264367816
BBB_2013B_559180,1,Pass,baixo,1,0.3707897295133526
BBB_2013B_559253,1,Pass,medio,3,0.3877706219254259
BBB_2013B_559350,1,Pass,medio,3,0.3293606652894751
BBB_2013B_559389,1,Pass,medio,8,0.375236432416703
BBB_2013B_559452,1,Distinction,baixo,14,0.4262716707944369
BBB_2013B_559458,1,Pass,medio,0,0.3369580769781084
BBB_2013B_559475,3,Pass,medio,10,0.218256630439644
BBB_2013B_559495,1,Distinction,alto,0,0.337635061779455
BBB_2013B_559595,1,Pass,baixo,9,0.3537623900600307
BBB_2013B_559603,1,Pass,alto,1,0.3090825302049731
BBB_2013B_559606,1,Pass,alto,1,0.4349625005237357
BBB_2013B_559608,0,Pass,medio,8,0.4062944718117131
BBB_2013B_559610,3,Fail,baixo,23,0.1197645079899075
BBB_2013B_559611,1,Pass,medio,0,0.373724836119623
BBB_2013B_559651,1,Pass,baixo,16,0.2936921783010934
BBB_2013B_559744,1,Pass,baixo,6,0.3441029047647805
BBB_2013B_559808,3,Fail,baixo,26,0.0227081581160639
BBB_2013B_559989,3,Fail,baixo,26,0.0341058978707367
BBB_2013B_560012,3,Fail,baixo,24,0.1328098327074086
BBB_2013B_560075,1,Pass,baixo,9,0.4779338725698879
BBB_2013B_560170,1,Pass,medio,12,0.3819376026272578
BBB_2013B_560208,3,Fail,baixo,20,0.1344827586206896
BBB_2013B_560319,1,Pass,medio,4,0.3243056283408447
BBB_2013B_560455,1,Pass,baixo,10,0.2418889077628673
BBB_2013B_560468,1,Pass,medio,4,0.4167988644902731
BBB_2013B_560891,3,Fail,baixo,26,0.0501077586206896
BBB_2013B_560968,1,Distinction,medio,1,0.2867766116941528
BBB_2013B_560970,1,Pass,baixo,10,0.4180820037742324
BBB_2013B_561138,3,Pass,medio,12,0.2465038314176245
BBB_2013B_561161,1,Distinction,medio,6,0.3949014157908451
BBB_2013B_561164,1,Distinction,alto,0,0.416513392788142
BBB_2013B_561166,1,Distinction,medio,1,0.4856781392934766
BBB_2013B_561167,1,Pass,medio,1,0.4198495653023347
BBB_2013B_561343,1,Pass,baixo,5,0.3328028293545534
BBB_2013B_561437,1,Pass,baixo,6,0.3086165747675088
BBB_2013B_561444,1,Pass,medio,2,0.4579009740728965
BBB_2013B_561445,1,Pass,medio,3,0.3282603059372569
BBB_2013B_561448,1,Pass,baixo,13,0.2782917484347257
BBB_2013B_561452,1,Distinction,medio,1,0.3726781685165349
BBB_2013B_561455,1,Pass,medio,10,0.2829893297079059
BBB_2013B_561458,1,Pass,baixo,2,0.3912511649580615
BBB_2013B_561459,1,Distinction,medio,8,0.2842760566120325
BBB_2013B_561461,1,Pass,medio,3,0.3571597969928379
BBB_2013B_561711,3,Fail,medio,17,0.246226726892145
BBB_2013B_561713,1,Pass,medio,12,0.4388309721108438
BBB_2013B_561715,3,Fail,baixo,14,0.1684041700080192
BBB_2013B_561716,3,Pass,medio,10,0.2143961651461265
BBB_2013B_561718,3,Fail,baixo,27,0.0417972831765935
BBB_2013B_562465,1,Pass,medio,3,0.4017506631299735
BBB_2013B_562489,1,Distinction,medio,5,0.4478765385699521
BBB_2013B_562495,1,Fail,baixo,5,0.314238042269188
BBB_2013B_563330,1,Pass,medio,5,0.3158718513083883
BBB_2013B_563363,1,Pass,baixo,16,0.4323779668607254
BBB_2013B_563874,1,Distinction,alto,0,0.453448275862069
BBB_2013B_563877,1,Pass,medio,4,0.3600577271471121
BBB_2013B_563878,1,Pass,alto,1,0.3497227856659906
BBB_2013B_563879,1,Pass,baixo,11,0.3061701594723219
BBB_2013B_565870,2,Fail,medio,14,0.5074183976261127
BBB_2013B_58089,3,Fail,baixo,26,0.079445571331981
BBB_2013B_62631,3,Fail,baixo,15,0.1819287451709829
BBB_2013B_70608,1,Distinction,baixo,10,0.4186824498198661
BBB_2013B_71433,3,Fail,baixo,27,0.025487256371814
BBB_2013B_74695,1,Distinction,alto,0,0.375144773083399
BBB_2013B_74734,1,Pass,baixo,11,0.3448275862068966
BBB_2013B_75399,2,Pass,baixo,10,0.5165921223488673
BBB_2013B_78645,3,Fail,baixo,16,0.1604086845466155
BBB_2013B_82535,1,Pass,baixo,9,0.3141650748969539
BBB_2013B_82741,1,Pass,medio,8,0.3809579851712369
BBB_2013B_83254,0,Pass,medio,2,0.5313545758766187
BBB_2013B_84245,1,Distinction,baixo,6,0.3113986300567882
BBB_2013B_84664,1,Pass,baixo,11,0.3227492588547355
BBB_2013B_87732,1,Pass,medio,3,0.3176510754523728
BBB_2013B_91322,0,Pass,medio,5,0.5395677239651934
BBB_2013B_92832,0,Pass,medio,0,0.4995744970555197
BBB_2013B_92947,0,Distinction,medio,2,0.5129546251112129
BBB_2013B_92993,1,Pass,medio,8,0.4293755824790307
BBB_2013B_94616,1,Fail,baixo,10,0.3588419693896368
BBB_2013B_97154,1,Pass,medio,15,0.4437902999719652
BBB_2013B_98313,2,Pass,baixo,21,0.5840665873959572
BBB_2013J_105527,1,Pass,medio,2,0.3828977231129658
BBB_2013J_105851,1,Pass,baixo,12,0.4040304523063144
BBB_2013J_105883,1,Pass,alto,1,0.3917144634095777
BBB_2013J_106588,1,Distinction,medio,5,0.3366264876411352
BBB_2013J_108118,1,Pass,baixo,15,0.3267154301637061
BBB_2013J_108760,3,Fail,medio,14,0.2764793021150523
BBB_2013J_109372,1,Pass,medio,2,0.4218822551870769
BBB_2013J_1105438,3,Pass,baixo,18,0.2722977453580902
BBB_2013J_111942,2,Pass,alto,1,0.5044755010514171
BBB_2013J_1170618,2,Distinction,baixo,6,0.5144827586206897
BBB_2013J_119898,1,Pass,baixo,16,0.4288664051207929
BBB_2013J_123716,1,Pass,medio,1,0.4445561475821856
BBB_2013J_124909,1,Pass,medio,0,0.4472609691047698
BBB_2013J_128386,3,Fail,baixo,22,0.1548987411056376
BBB_2013J_128889,1,Pass,alto,0,0.4097250981268851
BBB_2013J_131051,1,Pass,medio,2,0.4968071519795658
BBB_2013J_1340766,1,Distinction,medio,7,0.3948743331683439
BBB_2013J_134563,1,Pass,alto,0,0.3399783431865108
BBB_2013J_138289,1,Fail,baixo,11,0.3691869661499525
BBB_2013J_138920,3,Fail,baixo,18,0.111592976517876
BBB_2013J_139549,1,Pass,baixo,13,0.3041408166209783
BBB_2013J_1399285,1,Pass,baixo,10,0.2789447272205893
BBB_2013J_1405594,1,Pass,alto,0,0.4708243891299384
BBB_2013J_1411627,1,Pass,alto,0,0.4776856104750805
BBB_2013J_141949,1,Pass,medio,4,0.4541710409432286
BBB_2013J_1421720,1,Pass,medio,3,0.3417433511983011
BBB_2013J_1440341,1,Pass,medio,1,0.4987829614604462
BBB_2013J_146165,2,Pass,baixo,16,0.4524055337600661
BBB_2013J_146600,1,Pass,baixo,10,0.3842364532019704
BBB_2013J_1467014,1,Pass,medio,0,0.4598707651428226
BBB_2013J_1503056,1,Pass,baixo,15,0.3533208765075589
BBB_2013J_151800,3,Fail,baixo,25,0.1505070993914807
BBB_2013J_151917,1,Fail,medio,5,0.4505541182376337
BBB_2013J_1521687,3,Fail,baixo,24,0.0868700265251989
BBB_2013J_1536774,1,Pass,alto,0,0.3310503642824529
BBB_2013J_153704,1,Fail,baixo,15,0.3369905956112852
BBB_2013J_154011,2,Pass,medio,11,0.7120664187846991
BBB_2013J_1541133,1,Fail,alto,0,0.4037200611516902
BBB_2013J_156311,2,Pass,baixo,10,0.4804757899795747
BBB_2013J_157060,2,Pass,baixo,18,0.5536652203699476
BBB_2013J_157795,1,Pass,medio,2,0.318915103851583
BBB_2013J_1594621,2,Pass,baixo,15,0.5804597701149425
BBB_2013J_161491,1,Distinction,medio,7,0.4220760753643797
BBB_2013J_1624707,1,Distinction,medio,5,0.3617406833521548
BBB_2013J_1627017,1,Pass,medio,2,0.3979496738117427
BBB_2013J_169213,1,Pass,baixo,7,0.3963278101209136
BBB_2013J_1695710,1,Pass,medio,4,0.3708677685950413
BBB_2013J_1726951,2,Distinction,medio,8,0.6229492091561056
BBB_2013J_1731564,1,Pass,baixo,10,0.2727674624226348
BBB_2013J_174222,1,Pass,medio,12,0.3598799744207782
BBB_2013J_174440,3,Fail,baixo,20,0.1493666432090077
BBB_2013J_174487,1,Pass,baixo,9,0.4141922094508302
BBB_2013J_1778145,1,Pass,medio,3,0.3709426325212111
BBB_2013J_178738,3,Fail,baixo,22,0.0975295934122491
BBB_2013J_178963,2,Pass,baixo,19,0.4684684684684684
BBB_2013J_179254,3,Fail,baixo,25,0.1777777777777777
BBB_2013J_1797168,1,Pass,baixo,9,0.4594686263425663
BBB_2013J_188026,1,Fail,baixo,7,0.3212901975978302
BBB_2013J_1886295,1,Distinction,baixo,6,0.4613324405758286
BBB_2013J_1889565,2,Distinction,medio,4,0.4829752662935547
BBB_2013J_189095,3,Fail,medio,19,0.1129017736562528
BBB_2013J_1903677,3,Pass,baixo,21,0.189655172413793
BBB_2013J_1910175,1,Pass,medio,7,0.3846635150166853
BBB_2013J_191269,1,Pass,medio,5,0.2729820191484393
BBB_2013J_193215,3,Fail,baixo,23,0.1233558478492712
BBB_2013J_1939695,1,Distinction,medio,1,0.4650997371269522
BBB_2013J_1941248,1,Distinction,medio,3,0.4558569979716024
BBB_2013J_1946308,1,Pass,medio,4,0.3457959664856216
BBB_2013J_195096,2,Pass,baixo,13,0.5737232649498035
BBB_2013J_195938,1,Distinction,baixo,8,0.3653395784543325
BBB_2013J_1963287,3,Fail,baixo,26,0.0567296996662958
BBB_2013J_197240,1,Pass,baixo,15,0.2825743616741248
BBB_2013J_197412,1,Pass,medio,10,0.3528703525332305
BBB_2013J_197759,1,Pass,medio,1,0.4148244129469007
BBB_2013J_199029,1,Distinction,baixo,5,0.4391259815636736
BBB_2013J_1990650,1,Fail,baixo,27,0.3066764490095378
BBB_2013J_199663,2,Pass,baixo,12,0.4860384717666874
BBB_2013J_1998790,3,Fail,baixo,17,0.247617397331485
