aluno,vol_w00,vol_w01,vol_w02,vol_w03,vol_w04,vol_w05,vol_w06,vol_w07,vol_w08,vol_w09,vol_w10,vol_w11,vol_w12,vol_w13,vol_w14,vol_w15,vol_w16,vol_w17,vol_w18,vol_w19,vol_w20,vol_w21,vol_w22,vol_w23,vol_w24,vol_w25,vol_w26,vol_w27,vol_w28,vol_w29
AAA_2014J_2648611,167,109,49,44,46,26,45,40,25,43,35,45,61,56,62,60,8,20,14,28,46,33,17,5,32,56,167,3,1,4
AAA_2014J_2649800,0,75,23,15,88,11,79,23,20,0,0,9,275,123,33,3,8,2,39,155,5,0,1,1,123,2,5,4,19,3
AAA_2014J_2654628,103,63,432,89,59,78,55,1,24,14,0,14,24,25,13,1,4,12,5,1,5,3,6,18,0,0,51,0,0,0
AAA_2014J_266524,33,66,27,18,0,1,0,14,0,0,0,3,0,28,0,0,0,4,33,0,0,0,0,58,0,19,3,0,0,0
AAA_2014J_2677624,10,132,9,38,56,132,0,0,0,0,0,55,85,15,0,4,0,8,110,10,24,0,23,10,55,162,27,0,0,0
AAA_2014J_2680312,357,238,228,333,186,167,68,60,135,81,148,144,231,30,196,203,256,112,58,130,152,165,123,100,186,115,591,29,0,4
AAA_2014J_2688166,136,140,69,89,18,21,24,21,1,1,9,3,0,14,0,2,0,0,41,0,1,2,0,25,3,3,57,0,0,0
AAA_2014J_2692514,443,448,509,353,306,204,227,185,152,21,32,91,195,165,191,358,122,120,176,166,178,101,97,192,168,164,328,84,12,21
AAA_2014J_2694788,6,34,4,0,0,6,3,0,0,3,0,5,6,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
AAA_2014J_273346,76,130,136,57,44,80,57,79,55,72,57,10,101,36,72,37,15,118,86,27,27,27,42,36,33,24,248,12,1,1
AAA_2014J_275792,30,52,29,0,35,50,1,3,3,3,0,23,54,0,8,25,0,45,34,25,50,13,14,38,9,9,3,0,0,0
AAA_2014J_277123,44,14,117,66,15,27,0,0,0,0,0,8,28,10,0,0,3,14,68,0,0,5,0,37,0,0,0,0,0,0
AAA_2014J_28061,22,89,111,64,70,97,44,22,53,21,31,61,31,48,86,43,9,26,33,8,13,30,61,16,50,7,85,1,3,6
AAA_2014J_281077,91,148,37,22,6,111,25,43,0,11,13,26,32,2,2,20,1,0,60,23,8,21,23,38,2,11,19,1,0,0
AAA_2014J_281636,148,213,108,40,192,218,8,6,0,7,20,111,140,15,27,15,71,136,18,20,75,119,191,215,0,27,143,4,0,1
AAA_2014J_285315,291,31,27,101,85,92,10,3,38,0,1,23,95,21,0,37,17,7,27,1,0,55,4,78,61,20,15,0,0,0
AAA_2014J_287040,100,144,84,96,96,65,19,58,0,9,48,42,119,45,17,32,0,113,84,139,25,15,49,109,57,157,189,12,7,3
AAA_2014J_287204,93,381,190,43,64,178,16,1,14,0,2,1,272,54,17,13,21,0,43,2,0,0,12,50,18,3,115,174,0,0
AAA_2014J_287210,285,149,72,90,157,96,136,102,65,57,214,129,84,84,121,71,98,32,29,39,22,47,96,78,47,105,32,10,10,3
AAA_2014J_288994,30,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA_2014J_289449,88,110,53,41,30,42,71,53,0,0,44,35,68,36,44,123,80,8,32,55,34,0,9,24,14,18,9,0,9,5
AAA_2014J_290164,564,256,365,10,153,402,180,37,30,45,198,123,505,259,183,341,111,98,231,76,43,142,93,192,111,122,409,82,0,6
AAA_2014J_292525,5,16,40,1,3,48,14,0,0,0,0,0,47,4,0,0,0,0,71,0,0,4,0,41,0,0,16,0,0,0
AAA_2014J_292775,243,156,1,54,47,76,72,33,28,27,79,188,66,75,20,81,3,3,62,100,15,7,33,72,30,12,37,0,6,0
AAA_2014J_293824,795,628,343,417,276,338,251,173,222,84,277,261,248,458,217,194,219,143,168,214,84,47,87,160,269,64,85,68,20,15
AAA_2014J_294496,106,133,22,108,20,88,0,0,57,21,8,7,26,25,34,26,35,18,47,38,25,49,53,135,45,41,31,26,2,10
AAA_2014J_294655,134,51,117,169,76,196,73,16,20,27,96,70,83,30,0,159,0,27,6,87,62,38,4,61,6,95,366,43,0,1
AAA_2014J_295060,27,42,126,18,8,7,74,55,27,0,7,11,33,29,0,7,7,28,50,22,26,39,43,50,109,52,74,39,6,5
AAA_2014J_295075,48,13,18,0,3,0,7,17,128,0,0,229,4,5,0,0,142,142,0,143,26,12,6,1,57,254,266,9,0,5
AAA_2014J_296424,115,108,69,71,99,42,46,59,46,23,59,26,53,64,61,56,54,7,64,44,40,0,5,6,17,32,60,0,0,1
AAA_2014J_298034,54,168,43,65,135,144,2,10,90,45,184,65,113,3,24,141,16,178,2,2,32,5,21,5,5,24,41,2,3,1
AAA_2014J_298838,39,178,51,124,60,107,29,1,0,33,104,83,80,53,19,17,55,31,85,53,21,54,15,22,34,55,76,0,0,0
AAA_2014J_301967,1,27,8,1,0,43,0,1,0,4,0,3,18,0,0,0,0,7,17,0,0,0,11,32,0,7,10,0,2,0
AAA_2014J_302476,269,71,142,19,32,108,20,14,87,28,51,38,102,45,61,39,60,36,26,56,57,17,0,78,73,44,73,18,0,0
AAA_2014J_303521,60,243,233,82,116,123,65,50,25,25,97,89,39,132,183,733,102,474,85,211,52,255,125,286,623,765,1752,6,1,1
AAA_2014J_303985,4,30,101,0,0,86,42,0,0,0,0,0,5,17,1,0,0,0,66,1,3,0,0,3,7,0,4,11,0,0
AAA_2014J_304465,76,252,316,121,206,107,28,83,38,61,216,203,83,52,69,90,157,106,101,54,31,102,114,131,173,251,117,29,8,3
AAA_2014J_306646,1,0,51,0,0,9,0,1,0,0,0,0,25,0,0,0,0,0,21,0,0,1,0,19,0,1,15,0,0,0
AAA_2014J_309142,71,44,3,30,9,0,5,7,0,0,30,18,28,0,0,0,4,95,3,16,17,0,27,29,16,22,27,15,0,0
AAA_2014J_310412,285,164,146,128,63,59,0,81,195,144,111,17,1,51,67,227,15,12,70,64,113,10,23,50,77,36,100,0,0,0
AAA_2014J_311235,147,0,127,79,4,0,24,0,10,95,2,0,5,54,80,0,0,27,90,4,0,12,37,72,51,99,66,0,0,0
AAA_2014J_311659,0,58,0,8,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AAA_2014J_313937,336,257,366,258,407,278,101,122,222,51,349,262,174,197,294,275,265,294,165,158,274,255,167,166,322,420,245,25,7,6
AAA_2014J_315076,134,69,77,26,71,8,0,29,1,26,74,55,71,42,27,52,29,4,0,5,20,50,60,92,55,91,63,0,0,0
AAA_2014J_315744,193,120,294,227,157,80,208,16,249,56,184,164,45,104,173,235,173,4,168,69,84,47,59,43,109,430,109,22,0,0
AAA_2014J_31600,0,0,141,0,0,41,0,0,0,0,0,0,14,0,0,0,0,0,33,42,0,0,0,41,0,0,27,0,0,0
AAA_2014J_323370,69,119,87,79,207,133,23,0,0,63,163,50,133,64,37,0,0,146,115,0,7,122,62,109,39,34,73,3,0,0
AAA_2014J_328024,92,172,225,77,124,151,124,6,19,0,18,25,243,76,38,195,83,85,80,116,0,44,98,52,3,9,4,0,0,0
AAA_2014J_329659,116,27,7,95,3,4,0,2,93,0,0,0,2,12,4,1,1,0,2,26,0,0,1,0,0,0,11,0,0,0
AAA_2014J_330594,107,120,149,52,72,7,39,20,2,1,3,0,36,0,85,16,5,27,28,6,8,4,10,35,37,25,5,3,9,7
AAA_2014J_331358,0,0,0,173,80,238,55,117,28,156,118,97,148,250,88,323,248,217,195,250,218,171,64,201,158,135,402,38,0,10
AAA_2014J_332884,93,58,32,57,71,51,35,31,69,0,21,37,29,43,66,51,72,63,26,114,29,25,76,26,34,307,22,0,2,3
AAA_2014J_334441,3,71,8,1,9,33,36,1,0,1,1,0,8,0,5,1,0,12,12,1,5,0,1,20,1,2,16,1,0,1
AAA_2014J_335247,3,6,39,7,2,59,0,1,1,0,14,28,65,13,1,0,20,46,21,0,17,0,17,99,13,21,59,1,0,0
AAA_2014J_335764,79,13,47,19,14,0,0,54,29,13,40,44,0,33,23,0,131,48,67,77,52,55,29,108,87,118,124,17,9,4
AAA_2014J_338407,0,35,39,0,26,16,5,0,0,0,1,0,34,1,0,0,8,0,12,1,0,1,10,23,0,7,10,0,0,0
AAA_2014J_342007,64,191,111,71,71,23,40,67,57,37,210,101,0,21,32,108,100,68,11,43,93,142,33,51,233,138,146,12,2,0
AAA_2014J_345440,1,23,20,0,4,15,16,0,1,0,0,4,18,0,0,0,0,0,28,0,0,0,3,13,0,0,3,0,0,0
AAA_2014J_345519,114,76,66,54,23,55,0,11,0,0,93,64,87,0,7,0,22,70,31,3,0,26,53,69,33,68,25,1,0,2
AAA_2014J_346118,23,50,56,0,35,15,0,7,0,0,0,23,77,30,1,0,1,0,46,6,0,0,0,37,70,3,109,0,0,0
AAA_2014J_348807,69,45,21,13,22,15,0,0,47,2,0,0,18,16,1,14,4,0,21,0,3,3,22,3,23,0,0,0,0,0
AAA_2014J_350156,5,16,15,0,11,35,14,0,0,4,0,0,75,62,17,0,9,45,19,27,5,0,17,16,19,26,25,0,0,0
AAA_2014J_350939,69,227,64,18,67,89,19,28,89,30,35,35,51,66,0,71,22,33,48,35,69,2,62,34,13,0,63,2,0,22
AAA_2014J_351336,63,74,16,73,21,30,51,18,9,6,18,21,25,14,5,16,42,15,34,48,16,32,20,46,18,33,19,0,0,1
AAA_2014J_353665,17,9,18,18,12,47,0,0,0,0,0,2,76,7,0,0,2,0,39,0,1,0,4,43,2,0,62,1,0,0
AAA_2014J_354170,110,64,18,11,0,25,15,0,0,7,11,22,32,13,0,11,9,7,67,23,0,18,24,57,1,3,11,0,3,2
AAA_2014J_356170,21,0,156,3,3,3,80,0,0,0,6,17,56,41,0,5,25,28,20,7,0,2,3,82,55,0,148,0,0,7
AAA_2014J_358182,149,40,81,72,24,54,20,24,59,54,9,54,1,64,65,119,28,132,55,108,0,1,15,96,36,2,323,3,6,1
AAA_2014J_364957,162,70,138,54,129,93,65,15,1,0,53,13,126,153,18,29,0,0,63,12,29,11,17,43,6,3,16,5,1,3
AAA_2014J_371710,229,525,277,148,185,252,160,98,125,79,46,15,152,75,128,86,25,15,27,69,82,3,0,46,8,0,61,4,0,0
AAA_2014J_373872,68,117,62,4,0,173,355,0,15,0,1,0,86,58,22,65,29,58,28,70,13,1,9,89,40,3,41,0,0,0
AAA_2014J_375260,18,71,94,31,58,25,25,33,7,0,1,8,27,79,33,31,20,21,44,11,20,16,16,30,9,34,10,1,0,0
AAA_2014J_375646,12,68,11,2,7,85,1,6,0,0,0,33,49,3,0,4,0,9,10,0,15,66,21,23,94,21,66,0,0,0
AAA_2014J_377546,68,55,101,81,10,126,30,57,4,0,70,66,122,36,57,105,9,35,41,84,60,5,58,66,32,60,150,15,9,3
AAA_2014J_382095,85,111,170,97,101,81,32,37,120,24,100,51,123,89,98,150,69,35,108,53,81,30,46,13,92,43,88,94,11,19
AAA_2014J_383600,33,106,3,2,0,99,0,1,0,0,3,0,112,0,14,3,9,3,103,4,0,0,3,214,0,0,5,1,7,0
AAA_2014J_383723,618,359,294,202,127,210,215,160,144,162,221,186,400,320,251,262,231,165,205,193,169,114,133,221,215,162,572,55,0,7
AAA_2014J_384203,111,861,571,453,258,220,129,72,40,9,23,51,113,156,128,42,15,63,127,21,15,104,44,202,93,59,229,89,26,14
AAA_2014J_384725,367,372,479,233,144,116,413,36,87,91,57,137,127,384,90,81,76,42,163,83,44,88,100,93,102,98,44,0,25,0
AAA_2014J_387533,42,41,34,0,1,1,0,0,157,0,40,44,168,40,1,45,56,0,27,0,1,0,0,0,1,0,2,0,0,0
AAA_2014J_388147,18,4,93,106,53,12,14,21,36,12,5,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA_2014J_390890,31,23,47,10,0,1,0,0,0,1,0,3,24,0,4,4,0,0,19,10,1,11,0,33,10,21,23,2,5,0
AAA_2014J_391249,273,343,169,117,209,121,101,151,29,79,64,96,60,63,74,2,61,35,147,24,1,30,22,25,23,44,100,0,0,0
AAA_2014J_396599,71,151,69,0,67,29,75,37,41,0,0,25,0,4,18,0,119,1,5,22,0,0,0,0,0,0,0,0,0,0
AAA_2014J_396655,20,0,26,45,17,7,47,28,21,0,5,0,0,4,7,37,5,0,0,35,10,10,0,37,18,39,41,0,0,0
AAA_2014J_398171,48,160,52,73,87,28,9,11,53,0,59,10,239,25,17,29,60,41,1,11,4,19,50,14,54,12,8,2,0,3
AAA_2014J_398349,153,270,286,160,113,310,100,133,99,91,169,156,298,2,158,216,109,127,148,50,53,116,128,236,100,218,132,0,0,0
AAA_2014J_400147,23,51,11,0,0,56,0,0,0,4,0,22,41,7,10,13,4,31,10,3,0,0,9,32,0,0,0,0,0,0
AAA_2014J_400682,47,67,14,103,61,91,39,11,0,27,34,43,63,1,0,0,4,87,62,0,135,0,44,43,11,10,413,13,0,0
AAA_2014J_401404,56,120,126,41,60,74,70,13,4,0,4,4,49,32,18,16,11,64,20,6,15,19,28,116,100,44,108,4,5,5
AAA_2014J_402204,45,73,47,24,21,0,14,17,25,0,41,34,6,7,40,0,22,31,10,13,41,16,29,8,12,14,54,0,0,0
AAA_2014J_402727,8,63,32,24,9,8,0,4,0,1,0,15,12,0,19,28,8,2,10,8,39,23,0,0,14,11,0,0,3,0
AAA_2014J_402961,196,307,320,132,284,203,115,117,95,58,205,180,242,170,142,140,178,163,89,158,51,158,114,67,42,181,168,8,9,0
AAA_2014J_404356,158,118,56,144,130,11,60,19,1,47,48,59,50,16,20,28,47,102,12,100,57,63,17,143,22,88,66,0,0,0
AAA_2014J_406671,0,0,119,13,0,3,20,40,14,0,18,0,39,18,7,5,1,0,6,17,12,3,0,8,0,0,1,0,0,0
AAA_2014J_406682,233,204,90,20,53,136,66,3,211,0,20,64,117,160,54,24,10,64,146,58,37,78,75,144,80,70,185,0,0,0
AAA_2014J_409100,81,133,74,86,121,173,41,96,6,46,87,71,42,73,34,153,38,9,82,75,56,36,10,46,84,130,25,1,0,0
AAA_2014J_409703,137,117,38,99,155,35,115,17,236,129,46,38,65,87,142,138,182,51,66,79,107,0,59,23,54,86,281,12,0,3
AAA_2014J_410092,0,62,13,0,0,64,0,0,1,0,0,0,47,0,4,1,0,0,56,14,1,2,27,4,0,0,1,0,1,0
AAA_2014J_411971,94,164,92,2,101,52,3,0,0,0,112,31,100,9,34,23,37,11,20,0,1,25,1,0,58,194,97,0,2,1
AAA_2014J_415969,0,13,0,0,0,0,21,0,0,0,0,0,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AAA_2014J_418731,0,5,24,0,0,11,0,0,0,0,0,0,4,0,0,0,3,0,17,0,3,3,0,9,0,0,48,0,0,0
AAA_2014J_421455,92,187,44,53,67,177,7,16,9,19,43,33,151,14,37,11,22,20,25,35,28,1,32,50,51,22,49,0,2,0
AAA_2014J_424577,158,135,287,1,46,95,108,72,137,60,8,1,136,70,107,67,0,7,43,152,1,1,5,7,18,0,39,0,0,0
AAA_2014J_429858,0,8,14,0,2,21,13,1,0,0,0,6,33,2,0,20,0,0,62,1,0,2,0,6,0,1,34,0,0,0
AAA_2014J_431025,55,9,0,0,39,16,0,0,0,0,4,32,15,0,0,33,14,0,0,0,43,0,0,0,0,0,8,0,0,0
AAA_2014J_439305,41,137,22,0,3,85,0,0,0,0,2,1,23,13,0,22,69,4,42,0,0,0,0,2,22,36,27,0,0,0
AAA_2014J_442064,0,14,95,0,0,21,0,15,8,0,7,0,8,60,5,0,0,3,34,7,0,0,0,4,26,16,72,0,0,0
AAA_2014J_442132,17,22,44,1,6,12,0,3,0,0,2,0,11,0,0,0,0,0,0,8,20,0,5,4,0,0,8,0,0,0
AAA_2014J_446108,29,123,26,18,73,74,1,30,0,1,22,40,51,0,12,6,4,0,94,2,0,14,36,24,0,1,169,15,6,4
AAA_2014J_447481,1,0,26,11,0,50,87,0,0,0,18,14,53,3,0,0,7,24,20,21,0,12,0,5,0,47,332,9,0,0
AAA_2014J_468120,19,30,6,1,9,26,0,0,1,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA_2014J_46844,33,42,1,20,1,81,4,1,4,0,18,0,25,8,8,7,9,0,1,4,0,0,10,1,18,18,0,2,1,6
AAA_2014J_470982,149,16,53,0,51,151,47,32,0,12,1,3,40,9,25,16,1,0,36,26,94,0,6,9,173,0,110,0,0,0
AAA_2014J_476603,0,217,41,36,90,127,75,120,0,0,31,5,71,8,14,6,33,34,0,37,25,19,27,0,6,225,2,0,0,0
AAA_2014J_481022,13,36,0,3,3,4,0,0,0,0,3,4,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
AAA_2014J_483800,64,91,68,20,17,105,96,3,0,15,20,4,7,44,38,25,12,0,52,0,1,2,18,199,101,35,162,7,0,2
AAA_2014J_484897,39,63,68,7,2,115,0,11,9,1,12,24,54,3,1,12,0,0,68,0,1,14,5,56,1,2,56,14,0,1
AAA_2014J_485962,13,69,36,29,88,62,7,11,30,29,0,92,131,20,23,38,0,35,40,20,69,0,4,26,0,22,71,0,0,1
AAA_2014J_488990,101,7,41,48,0,5,16,18,0,15,7,19,0,0,62,0,0,0,3,15,5,68,0,22,17,1,10,13,8,0
AAA_2014J_500113,22,40,47,0,0,1,4,115,0,0,0,3,20,49,0,0,0,0,3,65,0,0,0,0,48,0,46,0,0,0
AAA_2014J_503889,119,82,89,105,78,33,59,54,22,0,70,85,27,102,62,65,95,28,81,125,40,56,118,76,18,59,63,0,0,0
AAA_2014J_518808,118,62,227,68,0,148,24,8,0,0,63,63,30,0,2,56,135,72,37,0,4,41,15,69,9,39,149,1,0,0
AAA_2014J_527100,47,124,47,6,157,15,3,4,0,0,7,7,51,21,15,7,43,98,37,2,2,1,1,68,0,4,50,0,0,0
AAA_2014J_52765,423,415,400,335,217,165,189,209,126,162,153,100,82,120,52,122,88,31,76,133,48,106,19,80,98,22,54,13,2,8
AAA_2014J_527801,37,7,94,2,4,14,55,17,1,5,0,13,40,38,4,1,1,1,2,1,1,0,5,51,6,7,22,0,0,2
AAA_2014J_533068,16,4,9,0,0,0,0,11,3,0,26,0,76,9,5,0,13,12,3,0,9,0,0,16,0,0,123,11,0,0
AAA_2014J_537081,26,171,29,13,8,40,60,8,12,0,12,4,13,83,0,28,8,0,37,40,13,0,6,93,20,10,121,11,0,0
AAA_2014J_544253,105,140,171,127,95,157,31,47,33,42,59,85,22,75,110,49,13,101,24,48,55,20,36,46,93,72,58,3,1,2
AAA_2014J_548120,15,87,44,12,77,14,17,1,1,7,3,52,0,33,0,33,37,21,39,7,3,10,21,32,0,94,100,4,0,2
AAA_2014J_55104,93,127,26,53,50,0,51,5,1,0,56,82,98,73,8,33,35,45,28,6,4,33,38,60,14,0,92,0,0,13
AAA_2014J_569505,87,204,219,143,194,147,61,82,166,13,102,87,150,27,166,209,172,117,77,102,117,121,99,185,138,145,626,126,0,8
AAA_2014J_570317,79,25,107,3,48,64,17,0,7,4,0,0,19,98,61,5,2,11,169,0,0,0,3,102,0,4,117,0,10,4
AAA_2014J_574505,91,50,33,64,61,40,16,5,0,56,63,33,28,7,21,30,55,26,14,48,76,0,0,11,0,6,11,0,2,0
AAA_2014J_58071,322,131,154,57,110,54,70,0,2,81,140,188,43,137,57,128,62,82,26,72,90,71,58,14,14,9,6,45,21,2
AAA_2014J_58316,58,244,97,42,4,77,49,54,0,4,35,16,50,8,1,19,17,9,158,7,1,23,39,89,28,10,5,4,1,0
AAA_2014J_588477,522,413,374,290,140,140,155,199,143,17,138,145,139,187,7,119,89,52,119,157,71,110,131,75,54,33,27,14,0,0
AAA_2014J_593987,182,34,72,0,0,3,86,17,114,74,12,30,1,30,61,64,0,78,112,21,3,39,105,113,116,153,36,3,0,1
AAA_2014J_596288,10,20,19,0,0,46,0,4,0,0,4,0,39,0,8,0,0,3,40,0,0,0,0,65,0,55,61,0,0,0
AAA_2014J_603834,50,3,147,21,0,4,1,0,0,1,0,0,4,18,5,0,5,0,6,6,0,0,0,9,0,30,0,16,0,14
AAA_2014J_623840,59,319,186,8,67,290,39,1,0,0,77,24,152,33,11,49,33,25,38,78,0,36,6,122,33,95,455,15,5,0
AAA_2014J_62487,39,31,104,2,33,111,43,0,3,0,3,40,35,21,4,53,0,0,23,9,27,0,5,32,0,1,48,0,0,0
AAA_2014J_626240,28,35,138,5,1,39,10,3,0,0,0,0,14,14,46,21,1,34,27,7,16,24,10,5,7,36,42,0,5,2
AAA_2014J_63165,129,120,28,100,22,47,12,23,16,0,10,16,16,0,17,33,33,18,24,14,1,18,66,3,25,67,44,0,1,1
AAA_2014J_637665,51,130,90,71,186,183,85,168,85,0,68,49,65,182,136,43,71,52,62,124,11,140,81,90,144,122,47,144,23,24
AAA_2014J_639053,42,22,0,0,9,40,0,2,4,0,37,15,0,0,3,0,0,3,3,3,2,0,0,5,0,0,0,0,0,0
AAA_2014J_6516,229,102,208,81,36,87,63,67,134,33,3,45,32,67,160,117,23,62,151,175,55,104,77,103,54,196,69,0,0,2
AAA_2014J_677186,35,5,0,39,89,43,1,1,10,0,58,11,34,10,1,56,38,7,14,3,22,16,0,26,54,19,11,3,0,1
AAA_2014J_677281,6,5,10,1,43,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA_2014J_684180,0,43,1,18,20,0,0,0,0,0,17,0,15,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AAA_2014J_687698,6,33,12,0,1,3,10,0,0,0,7,0,8,10,0,0,0,3,8,0,0,0,0,0,40,0,33,0,0,0
AAA_2014J_696073,223,253,123,93,31,55,18,62,110,69,95,79,58,86,80,57,34,27,45,16,92,25,35,23,11,49,74,0,21,17
AAA_2014J_70011,199,292,194,177,179,310,124,162,192,114,162,132,321,186,362,357,238,270,257,138,225,200,231,152,258,210,425,25,6,7
AAA_2014J_75255,14,169,43,43,5,57,18,0,17,1,0,130,108,25,3,32,3,13,0,56,5,0,22,42,10,14,50,5,0,0
AAA_2014J_85092,2,26,95,0,3,47,0,0,1,35,26,3,48,4,0,0,0,19,95,0,0,5,22,191,0,7,10,0,0,0
AAA_2014J_85144,35,66,17,41,88,47,26,11,0,6,6,46,27,14,23,9,9,9,39,17,20,9,12,7,3,14,12,4,4,1
AAA_2014J_852847,9,1,25,12,2,1,0,1,0,1,0,1,0,9,3,4,0,0,2,1,2,1,0,2,0,2,0,0,0,2
AAA_2014J_85302,79,233,83,37,124,173,76,46,39,36,110,12,198,17,118,70,19,32,128,3,68,90,33,180,37,30,136,1,0,0
AAA_2014J_94961,36,71,75,143,17,148,24,0,0,0,0,10,30,48,21,22,14,56,50,5,0,7,18,25,23,6,11,9,8,4
AAA_2014J_998493,783,639,646,737,503,465,376,140,67,43,144,464,367,240,349,359,273,232,285,301,66,15,230,335,325,368,448,59,31,27
BBB_2013B_1008675,113,44,157,216,22,73,60,65,73,6,58,86,25,15,70,44,32,60,79,33,69,83,80,42,13,43,22,66,90,47
BBB_2013B_104054,215,178,119,32,120,66,20,8,40,101,29,30,40,26,46,2,6,39,56,30,44,22,26,6,0,22,31,46,13,2
BBB_2013B_108377,341,109,229,160,153,59,186,82,98,66,55,78,53,28,32,22,56,16,62,58,66,18,25,7,0,0,0,17,52,20
BBB_2013B_108589,72,12,39,6,1,41,0,8,0,10,8,80,21,0,9,33,0,0,0,29,0,0,0,18,0,0,0,1,6,0
BBB_2013B_1098728,20,25,63,0,3,20,51,0,15,3,2,40,0,0,0,48,12,0,0,36,1,1,2,24,1,0,0,2,5,0
BBB_2013B_109938,41,50,36,5,12,26,16,9,19,19,10,0,12,25,3,5,25,9,19,3,21,0,5,1,0,0,12,13,0,0
BBB_2013B_110881,116,60,78,59,43,44,4,24,11,21,28,22,3,6,27,16,2,0,9,38,2,0,39,6,11,6,11,29,36,3
BBB_2013B_116603,83,69,52,52,29,53,24,5,13,25,50,22,0,0,12,66,6,38,65,13,65,4,71,66,26,60,37,18,56,15
BBB_2013B_120994,57,136,152,20,77,29,81,24,11,37,0,22,0,15,0,18,1,0,17,14,1,0,1,26,1,0,0,0,0,0
BBB_2013B_123860,106,46,65,83,30,23,3,62,27,38,0,11,52,29,33,17,51,72,37,29,29,17,52,24,115,59,52,0,48,0
BBB_2013B_126322,23,10,16,50,28,75,20,8,12,3,0,25,38,61,68,4,9,11,1,15,0,0,1,0,0,7,3,11,10,8
BBB_2013B_133155,28,15,191,10,6,82,325,6,0,20,33,59,6,0,0,107,60,8,47,154,10,10,55,35,0,0,7,30,27,29
BBB_2013B_133748,48,25,15,49,5,59,28,1,3,27,4,10,1,19,1,1,22,6,0,0,0,0,0,0,0,0,0,0,0,0
BBB_2013B_142324,11,27,27,24,0,55,0,0,0,0,0,22,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB_2013B_1436591,137,124,87,120,86,57,47,65,34,83,54,22,4,18,159,18,44,0,47,46,0,31,25,5,27,68,19,27,37,7
BBB_2013B_143741,26,67,28,41,0,39,40,16,9,1,24,25,18,0,49,9,5,8,76,35,0,13,5,32,5,14,4,21,0,22
BBB_2013B_145544,109,40,30,55,23,84,6,4,30,29,22,6,39,9,24,22,0,8,0,64,13,10,38,75,17,0,19,47,20,19
BBB_2013B_147876,22,0,65,8,17,48,5,1,7,28,47,6,18,1,31,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BBB_2013B_1480800,1,15,46,18,25,54,0,0,29,34,41,26,11,14,0,33,26,7,33,1,19,0,16,8,21,0,0,0,48,4
BBB_2013B_1493476,0,0,49,0,0,52,14,0,0,2,8,14,1,1,48,15,0,0,1,2,0,9,1,20,22,7,0,0,78,0
BBB_2013B_151697,12,22,24,17,15,17,23,30,11,29,30,5,12,0,9,21,0,0,0,27,0,0,0,21,0,40,9,0,25,0
BBB_2013B_1521540,84,126,125,19,153,64,95,35,85,119,87,68,139,110,55,148,164,64,197,242,139,69,191,290,278,410,294,422,347,97
BBB_2013B_152910,189,297,164,171,108,112,110,32,19,61,61,62,20,16,36,99,72,99,12,0,0,0,0,15,82,25,40,98,164,17
BBB_2013B_152929,0,0,30,2,0,14,40,35,23,1,0,23,0,0,0,52,4,0,0,24,9,0,7,31,2,0,0,0,0,2
BBB_2013B_153212,52,23,38,45,51,4,88,9,37,70,0,7,41,1,0,22,18,6,24,0,38,7,20,62,26,29,57,25,38,4
BBB_2013B_154027,11,11,12,0,43,27,22,2,3,7,49,34,1,5,23,23,9,17,10,57,3,19,26,18,1,0,2,57,44,0
BBB_2013B_154125,0,0,36,0,0,0,14,0,0,16,0,0,0,0,0,13,0,0,0,14,4,0,0,0,0,0,0,0,0,0
BBB_2013B_154540,41,40,79,39,10,9,18,8,0,8,20,3,6,4,5,15,1,14,25,18,0,1,14,25,4,4,0,0,0,0
BBB_2013B_156835,66,35,33,23,19,89,94,20,10,127,61,45,64,37,14,46,27,25,94,24,56,60,27,1,62,8,15,0,12,10
BBB_2013B_1574398,1385,418,474,398,152,107,354,144,139,385,160,333,138,268,379,442,266,176,401,413,275,126,255,299,213,88,12,58,216,192
BBB_2013B_161678,19,19,2,41,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBB_2013B_165243,30,183,139,13,78,74,74,12,45,10,59,11,31,55,40,28,11,1,1,13,0,27,20,5,10,19,0,0,12,1
BBB_2013B_1659662,40,31,10,0,66,55,72,14,285,61,47,70,17,0,45,125,71,47,41,139,55,48,59,0,6,0,21,57,52,1
BBB_2013B_1678401,20,235,51,0,58,105,17,11,75,3,100,47,1,11,0,94,0,0,0,43,0,2,0,13,0,0,0,70,43,0
