aluno,total_cliques,media_semanal,semanas_ativas,semanas_mortas,inclinacao,centro_massa,std_forma,pico_posicao,frac_segunda_metade,cliques_pre_curso,final_result,faixa_volume
BBB_2013B_536722,500,16.666666666666668,13,17,-0.0031955506117908794,0.2523448275862069,0.046102301701999894,0.10344827586206896,0.0,0,Fail,baixo
BBB_2013B_536726,6839,227.96666666666667,26,4,-0.003006476140163861,0.26699809913730077,0.03929258271905338,0.13793103448275862,0.12311741482672905,1375,Fail,alto
BBB_2013B_536856,431,14.366666666666667,12,18,-0.004717280608255112,0.1344107528602288,0.06744383118098371,0.034482758620689655,0.06960556844547564,30,Fail,baixo
BBB_2013B_536900,143,4.766666666666667,15,15,-0.00043093724962467987,0.46660236315408726,0.05172567179938382,0.1724137931034483,0.5034965034965035,0,Pass,baixo
BBB_2013B_537162,4720,157.33333333333334,29,1,3.921494692784839e-05,0.5030391583869082,0.015464779501308742,0.06896551724137931,0.5305084745762711,225,Pass,alto
BBB_2013B_537193,2774,92.46666666666667,30,0,-0.0008087172080169182,0.4373244163786888,0.020404244466115412,0.13793103448275862,0.42213410237923576,0,Pass,alto
BBB_2013B_537255,5314,177.13333333333333,30,0,0.0018845846784136429,0.6460553125770573,0.026554040214175293,0.9655172413793104,0.736356793375988,93,Pass,alto
BBB_2013B_537259,640,21.333333333333332,26,4,0.0004108731924360397,0.531842672413793,0.0399876554302144,0.9655172413793104,0.534375,7,Fail,medio
BBB_2013B_537342,1074,35.8,25,5,-0.000820692555146107,0.43639632697617664,0.03558324149493186,0.3448275862068966,0.41340782122905023,2,Distinction,medio
BBB_2013B_537414,394,13.133333333333333,17,13,-0.002306002721580098,0.32128478907754243,0.049487974697493504,0.1724137931034483,0.3096446700507614,0,Pass,baixo
BBB_2013B_537434,2448,81.6,29,1,-0.0019197074454550078,0.35122267297723686,0.03296977773715185,0.0,0.32189542483660133,447,Pass,alto
BBB_2013B_537464,841,28.033333333333335,25,5,-0.0003563213981977597,0.47238509163967374,0.033538372973818946,0.6551724137931034,0.5196195005945303,26,Pass,medio
BBB_2013B_537473,1165,38.833333333333336,27,3,-0.0021259673361436406,0.33523753144886786,0.03930111032352841,0.20689655172413793,0.2618025751072961,27,Pass,medio
BBB_2013B_537488,2981,99.36666666666666,30,0,-0.00023649968525168177,0.4816712743929947,0.020696145458082328,0.3448275862068966,0.42167058034216703,375,Pass,alto
BBB_2013B_537558,614,20.466666666666665,28,2,-0.0018167127427144883,0.3592047624396271,0.02796922734291855,0.0,0.30293159609120524,44,Distinction,baixo
BBB_2013B_537572,3732,124.4,30,0,-0.0006622816586727905,0.4486731714528588,0.018593507404454247,0.27586206896551724,0.36709539121114687,124,Pass,alto
BBB_2013B_537679,1382,46.06666666666667,24,6,-0.0022652601620388626,0.3244423374419881,0.04254306785445208,0.0,0.29811866859623737,23,Pass,medio
BBB_2013B_537688,547,18.233333333333334,26,4,-0.0007235339692894607,0.44392611738006676,0.03632672954807823,0.9655172413793104,0.3985374771480804,29,Pass,baixo
BBB_2013B_537704,697,23.233333333333334,27,3,-0.0015049401295557155,0.38336713995943206,0.02661185802841872,0.034482758620689655,0.32711621233859395,87,Pass,medio
BBB_2013B_537844,1941,64.7,16,14,-0.004964128096992537,0.11528007248307838,0.05465137564268178,0.0,0.002575991756826378,298,Fail,alto
BBB_2013B_537875,1288,42.93333333333333,27,3,0.0005185195420722821,0.5401852645106018,0.029381582931593396,0.9655172413793104,0.5201863354037266,2,Pass,medio
BBB_2013B_537898,701,23.366666666666667,17,13,-2.9514486693885757e-05,0.4977126272812239,0.040872087173190894,0.9310344827586207,0.42938659058487877,6,Pass,medio
BBB_2013B_537905,1002,33.4,24,6,-0.0015563977717534898,0.3793791726891046,0.031646432247317155,0.6551724137931034,0.37425149700598803,56,Distinction,medio
BBB_2013B_538221,4313,143.76666666666668,30,0,-0.0015259245466083219,0.38174084763785504,0.020876905887745014,0.0,0.2863436123348017,529,Pass,alto
BBB_2013B_538897,1239,41.3,28,2,-0.0018797677627639348,0.354317998385795,0.03598817474081903,0.0,0.3446327683615819,1,Distinction,medio
BBB_2013B_538942,789,26.3,21,9,-0.0036782173122931966,0.21493815829727725,0.05110120931607703,0.0,0.11913814955640051,43,Fail,medio
BBB_2013B_538987,2023,67.43333333333334,28,2,0.0001723230678124814,0.5133550377554673,0.027200728692219463,0.4482758620689655,0.5491843796342066,100,Distinction,alto
BBB_2013B_539056,1653,55.1,28,2,-0.0016127349942498463,0.37501303794563695,0.03904452956588822,0.06896551724137931,0.2716273442226256,2,Pass,medio
BBB_2013B_539253,864,28.8,21,9,-0.0017467968524698223,0.3646232439335887,0.04773273130046964,0.2413793103448276,0.3159722222222222,35,Fail,medio
BBB_2013B_539265,3158,105.26666666666667,29,1,-0.0016505567723196768,0.37208185014522505,0.03088957599520301,0.5517241379310345,0.37650411652944904,101,Pass,alto
BBB_2013B_539303,594,19.8,26,4,-0.0011752676936214192,0.40891675374433994,0.03324763098681609,0.0,0.34848484848484845,42,Pass,baixo
BBB_2013B_539345,275,9.166666666666666,15,15,-0.0012644352310648196,0.4020062695924765,0.04897704715315181,0.2413793103448276,0.36727272727272725,0,Pass,baixo
BBB_2013B_539365,3561,118.7,30,0,0.0006627851658321718,0.5513658503519934,0.02183402093436353,0.13793103448275862,0.6180848076383039,102,Pass,alto
BBB_2013B_539385,668,22.266666666666666,26,4,-0.001967588737985653,0.34751187280611195,0.0415041291761958,0.1724137931034483,0.32485029940119764,4,Pass,medio
BBB_2013B_539418,3810,127.0,29,1,-0.0007636364698016754,0.4408181735903701,0.01592882514242352,0.06896551724137931,0.4007874015748032,64,Distinction,alto
BBB_2013B_539558,416,13.866666666666667,21,9,-0.0016396423376401129,0.3729277188328913,0.03915999093303116,0.034482758620689655,0.37259615384615385,134,Fail,baixo
BBB_2013B_539572,480,16.0,20,10,-0.0016221727845754548,0.37428160919540227,0.037811208655635434,0.7586206896551724,0.39999999999999997,5,Pass,baixo
BBB_2013B_539737,165,5.5,9,21,-0.0011069538544510732,0.4142110762800418,0.0714492077409363,0.6551724137931034,0.41818181818181815,0,Pass,baixo
BBB_2013B_539962,738,24.6,22,8,-0.004105736274270418,0.1818054387440426,0.05386708626149005,0.034482758620689655,0.07994579945799457,0,Fail,medio
BBB_2013B_540055,896,29.866666666666667,28,2,-0.0015642380422691878,0.37877155172413796,0.03957962690756812,0.0,0.3069196428571429,0,Distinction,medio
BBB_2013B_540184,13832,461.06666666666666,30,0,-0.0011853991099936886,0.4081315689754892,0.023010604149634257,0.06896551724137931,0.37167437825332567,42,Pass,alto
BBB_2013B_540511,1432,47.733333333333334,26,4,0.00020538027976460532,0.5159169716817569,0.03768661512347759,0.6896551724137931,0.5844972067039106,11,Distinction,medio
BBB_2013B_540513,462,15.4,19,11,-0.00162470084605791,0.37408568443051204,0.052672319996880816,0.1724137931034483,0.3203463203463203,0,Pass,baixo
BBB_2013B_540530,139,4.633333333333334,12,18,-0.0011315530445498998,0.4123046390473828,0.057986484255154264,0.6551724137931034,0.539568345323741,0,Fail,baixo
BBB_2013B_540607,531,17.7,17,13,-0.0008408589581644387,0.434833430742256,0.05869173618364365,0.3793103448275862,0.3578154425612053,0,Pass,baixo
BBB_2013B_540614,991,33.03333333333333,29,1,-0.002398673714150378,0.3141027871533456,0.037813407304314824,0.034482758620689655,0.28557013118062563,18,Pass,medio
BBB_2013B_540656,383,12.766666666666667,13,17,0.00175361658007011,0.6359052849554335,0.09718660396670019,0.9655172413793104,0.660574412532637,4,Pass,baixo
BBB_2013B_540750,916,30.533333333333335,29,1,-0.0017588684176013142,0.3636876976358982,0.051410392544845085,0.0,0.3668122270742358,51,Pass,medio
BBB_2013B_540780,195,6.5,15,15,0.001885856079404466,0.6461538461538461,0.05774261813941731,0.9310344827586207,0.769230769230769,6,Distinction,baixo
BBB_2013B_540826,496,16.533333333333335,22,8,-0.0012765079478990991,0.4010706340378198,0.04097500852779006,0.5172413793103449,0.5241935483870969,15,Fail,baixo
BBB_2013B_541013,2463,82.1,30,0,-0.001261382589126639,0.40224284934268556,0.021641291719356952,0.0,0.3637840032480715,0,Pass,alto
BBB_2013B_541048,154,5.133333333333334,6,24,-0.005382604047787585,0.08284818629646216,0.09260528513793961,0.0,0.0,0,Fail,baixo
BBB_2013B_541073,765,25.5,23,7,-0.0012589151344631288,0.40243407707910744,0.02956243180988458,0.4482758620689655,0.3477124183006536,115,Pass,medio
BBB_2013B_541113,298,9.933333333333334,21,9,-0.0026666467588894447,0.293334876186068,0.05389316999817968,0.0,0.21476510067114093,22,Pass,baixo
BBB_2013B_541231,1539,51.3,18,12,-0.0036249937660862083,0.2190629831283189,0.05284776591699715,0.20689655172413793,0.03378817413905133,22,Fail,medio
BBB_2013B_541232,1609,53.63333333333333,30,0,-0.002121686204753435,0.33556931913160876,0.023684378353705418,0.10344827586206896,0.23803604723430702,104,Pass,medio
BBB_2013B_541363,653,21.766666666666666,21,9,-9.914027326602487e-05,0.4923166288218831,0.054293871481604486,0.3793103448275862,0.4211332312404288,0,Pass,medio
BBB_2013B_541523,846,28.2,22,8,-0.002928917604798607,0.27300888562810793,0.03825163325650136,0.06896551724137931,0.20685579196217493,42,Pass,medio
BBB_2013B_541697,294,9.8,21,9,-0.0022867433959123137,0.3227773868167957,0.041158805053181924,0.06896551724137931,0.23129251700680273,23,Pass,baixo
BBB_2013B_541706,306,10.2,16,14,-0.0038256014307836584,0.20351588911426638,0.05320143671781447,0.0,0.06862745098039216,88,Fail,baixo
BBB_2013B_541763,97,3.2333333333333334,5,25,-0.0015114158916551036,0.38286526839672946,0.08050410369643331,0.3793103448275862,0.41237113402061853,26,Fail,baixo
BBB_2013B_541764,311,10.366666666666667,18,12,-0.0006373641309207444,0.4506042798536423,0.04327105698341462,0.1724137931034483,0.3890675241157556,22,Pass,baixo
BBB_2013B_541794,1511,50.36666666666667,28,2,0.0009586355602113978,0.5742942559163834,0.03396613077397028,0.9310344827586207,0.5883520847121111,0,Pass,medio
BBB_2013B_541803,164,5.466666666666667,16,14,0.00016006945386472774,0.5124053826745163,0.07243418815350662,0.5172413793103449,0.7317073170731708,0,Fail,baixo
BBB_2013B_541808,172,5.733333333333333,15,15,-0.001810797526967949,0.3596631916599839,0.04621839087494075,0.13793103448275862,0.31976744186046513,0,Pass,baixo
BBB_2013B_541822,220,7.333333333333333,21,9,-0.0018161593689958538,0.3592476489028213,0.040355400015072235,0.0,0.3227272727272727,7,Distinction,baixo
BBB_2013B_541832,491,16.366666666666667,17,13,-0.0020874064642995497,0.33822599901678485,0.04342269458415944,0.1724137931034483,0.3095723014256619,8,Fail,baixo
BBB_2013B_541973,327,10.9,20,10,-0.0028866596592204037,0.2762838764104186,0.053502837841553484,0.034482758620689655,0.2293577981651376,9,Fail,baixo
BBB_2013B_542084,673,22.433333333333334,21,9,-0.001834298304042629,0.3578418814366962,0.0390190700397267,0.0,0.3150074294205052,0,Pass,medio
BBB_2013B_542115,448,14.933333333333334,22,8,-0.0018453043063721608,0.3569889162561577,0.037216961428500867,0.0,0.31473214285714285,10,Fail,baixo
BBB_2013B_542260,234,7.8,8,22,-0.004753619881539792,0.13159445918066606,0.07363501259750517,0.06896551724137931,0.0,0,Fail,baixo
BBB_2013B_542291,374,12.466666666666667,12,18,-0.0013467132226538104,0.3956297252443297,0.058334269529179174,0.1724137931034483,0.393048128342246,11,Pass,baixo
BBB_2013B_542543,106,3.533333333333333,6,24,-0.004499758641677335,0.1512687052700065,0.10772173114971897,0.2413793103448276,0.0,71,Fail,baixo
BBB_2013B_542613,1350,45.0,28,2,-0.0015493758497095536,0.37992337164750956,0.03300025633465172,0.10344827586206896,0.36666666666666664,0,Pass,medio
BBB_2013B_542663,194,6.466666666666667,11,19,-0.003825556460213524,0.20351937433345185,0.06389442733801629,0.06896551724137931,0.10824742268041238,206,Fail,baixo
BBB_2013B_542687,287,9.566666666666666,5,25,-0.005425308027114913,0.07953862789859424,0.08661735602428804,0.06896551724137931,0.0,0,Fail,baixo
BBB_2013B_542745,405,13.5,16,14,-0.0019077438580590229,0.35214985100042573,0.04457114997905847,0.6551724137931034,0.32098765432098764,18,Fail,baixo
BBB_2013B_542748,337,11.233333333333333,23,7,0.00011024448530018504,0.5085439476107644,0.04120737180944468,0.8620689655172413,0.5192878338278932,14,Distinction,baixo
BBB_2013B_542991,226,7.533333333333333,7,23,-0.0028822585567050904,0.27662496185535557,0.06864098250879762,0.06896551724137931,0.252212389380531,0,Fail,baixo
BBB_2013B_543124,1186,39.53333333333333,27,3,-0.001636819625328499,0.3731464790370414,0.024350678402924836,0.0,0.3077571669477234,17,Pass,medio
BBB_2013B_543140,690,23.0,16,14,-0.00487433702503587,0.12223888055972015,0.06609606683540035,0.0,0.047826086956521734,136,Fail,medio
BBB_2013B_543165,1381,46.03333333333333,30,0,-0.0017625183343952051,0.3634048290843717,0.03623435180476793,0.13793103448275862,0.31209268645908766,0,Pass,medio
BBB_2013B_543180,706,23.533333333333335,19,11,-0.0029229833589099626,0.27346878968447785,0.05026996236960298,0.034482758620689655,0.16430594900849857,15,Pass,medio
BBB_2013B_543351,517,17.233333333333334,28,2,-0.0015874074568131798,0.37697592209697856,0.02264341544653457,0.034482758620689655,0.39071566731141205,27,Pass,baixo
BBB_2013B_543356,2673,89.1,30,0,-0.000950551117403175,0.42633228840125387,0.02046708968129457,0.06896551724137931,0.4152637485970819,56,Pass,alto
BBB_2013B_543473,955,31.833333333333332,27,3,-0.00181446517072489,0.3593789492688211,0.03236159305599767,0.0,0.34659685863874345,295,Pass,medio
BBB_2013B_543630,243,8.1,13,17,-0.004175650127942799,0.17638711508443308,0.08311229130628414,0.06896551724137931,0.13991769547325103,0,Fail,baixo
BBB_2013B_543719,587,19.566666666666666,20,10,-0.002943645504279788,0.27186747341831635,0.038059317957049525,0.034482758620689655,0.19250425894378193,41,Pass,baixo
BBB_2013B_543853,1699,56.63333333333333,29,1,-0.0017343186235965534,0.3655903066712672,0.0247864265194088,0.5172413793103449,0.3396115361977634,106,Pass,alto
BBB_2013B_543970,3078,102.6,17,13,-0.0038561364479050794,0.2011494252873563,0.041753353218877666,0.20689655172413793,0.0035737491877842753,484,Fail,alto
BBB_2013B_544017,103,3.433333333333333,7,23,-0.0026631532339060665,0.2936056243722799,0.08221657211387337,0.3793103448275862,0.14563106796116504,0,Fail,baixo
BBB_2013B_544186,673,22.433333333333334,28,2,-0.0031948987400562292,0.25239534764564225,0.06300532118622806,0.0,0.21693907875185736,96,Distinction,medio
BBB_2013B_544351,919,30.633333333333333,18,12,-0.0018264762806213164,0.35844808825184804,0.05925480973375212,0.27586206896551724,0.11969532100108815,0,Fail,medio
BBB_2013B_544455,3510,117.0,30,0,-0.0010373032397504036,0.4196089989193437,0.02211726743097381,0.034482758620689655,0.3732193732193732,16,Pass,alto
BBB_2013B_544500,408,13.6,15,15,-0.003715457261881394,0.21205206220419204,0.05922588428828723,0.20689655172413793,0.0661764705882353,0,Fail,baixo
BBB_2013B_544519,239,7.966666666666667,14,16,-0.0012929289168346052,0.3997980089453181,0.04925266592097422,0.1724137931034483,0.4435146443514644,0,Fail,baixo
BBB_2013B_544532,360,12.0,17,13,-0.0023359288097886542,0.3189655172413792,0.041833001326703784,0.034482758620689655,0.3722222222222222,57,Pass,baixo
BBB_2013B_544632,698,23.266666666666666,21,9,-0.003101185334867459,0.259658136547772,0.03901468785174758,0.034482758620689655,0.1977077363896848,88,Pass,medio
BBB_2013B_544639,71,2.3666666666666667,8,22,-0.003694245562361935,0.21369596891695,0.10704740124348953,0.034482758620689655,0.28169014084507044,11,Fail,baixo
BBB_2013B_544642,1233,41.1,27,3,-0.0013487095240543923,0.39547501188578466,0.02419204316757778,0.1724137931034483,0.38686131386861317,21,Pass,medio
BBB_2013B_544741,231,7.7,13,17,-0.0022622538751571014,0.3246753246753247,0.06025615338216013,0.13793103448275862,0.24242424242424243,0,Pass,baixo
BBB_2013B_544848,788,26.266666666666666,27,3,-0.0007803368661174565,0.4395238928758971,0.023650712893056827,0.10344827586206896,0.46319796954314724,87,Pass,medio
BBB_2013B_544859,654,21.8,25,5,-0.002556017049184789,0.30190867868817883,0.036176219668868796,0.1724137931034483,0.23853211009174313,20,Fail,medio
BBB_2013B_544881,1109,36.96666666666667,28,2,-0.0034325284781908764,0.23397904294020713,0.042219368428874214,0.0,0.1704238052299369,302,Pass,medio
BBB_2013B_544890,316,10.533333333333333,22,8,-0.0010574337167879922,0.41804888694893055,0.033217632881581895,0.034482758620689655,0.4113924050632911,0,Pass,baixo
BBB_2013B_544978,71,2.3666666666666667,4,26,-0.004302119726143289,0.1665857212238951,0.08926239607592189,0.20689655172413793,0.0,0,Fail,baixo
BBB_2013B_544989,779,25.966666666666665,22,8,-0.0038505199758396514,0.20158470187242708,0.06541103746658267,0.0,0.1514762516046213,50,Fail,medio
BBB_2013B_545041,205,6.833333333333333,9,21,-0.004780379283214411,0.1295206055508831,0.07509748660165612,0.0,0.07317073170731707,7,Fail,baixo
BBB_2013B_545191,1435,47.833333333333336,28,2,-0.0019433129338444189,0.3493932476270576,0.02934732062529282,0.0,0.3289198606271777,169,Pass,medio
BBB_2013B_545340,115,3.8333333333333335,13,17,-0.0030971610968709195,0.2599700149925037,0.06495923139424628,0.3448275862068966,0.1391304347826087,9,Fail,baixo
BBB_2013B_545392,517,17.233333333333334,25,5,-0.0016536749407788148,0.37184019208964175,0.038876646183489315,0.3448275862068966,0.3288201160541585,21,Pass,baixo
BBB_2013B_545658,543,18.1,24,6,-0.00130654686914251,0.3987426176414556,0.02830489623890926,0.0,0.36832412523020264,37,Pass,baixo
BBB_2013B_545697,1102,36.733333333333334,27,3,-0.0005894833743481872,0.4543150384880155,0.028734931694585582,0.5862068965517241,0.42105263157894735,29,Pass,medio
BBB_2013B_545702,205,6.833333333333333,11,19,-0.0025578556119265315,0.3017661900756939,0.05579036898958619,0.13793103448275862,0.2292682926829268,14,Pass,baixo
BBB_2013B_545803,389,12.966666666666667,12,18,-0.0037430907234831047,0.2099104689300594,0.05843447715076676,0.13793103448275862,0.11825192802056556,55,Fail,baixo
BBB_2013B_546019,165,5.5,4,26,-0.006084875450837632,0.028422152560083597,0.11054862214139759,0.0,0.0,5,Fail,baixo
BBB_2013B_546052,490,16.333333333333332,18,12,-0.0032171800867176682,0.25066854327938065,0.06131588039169473,0.0,0.15918367346938772,5,Distinction,baixo
BBB_2013B_546157,289,9.633333333333333,18,12,-0.0005642563247899437,0.4562701348287794,0.04325013449363522,0.20689655172413793,0.43944636678200694,0,Pass,baixo
BBB_2013B_546202,329,10.966666666666667,11,19,-0.004381092128707682,0.16046536002515457,0.05927432681143899,0.06896551724137931,0.0,22,Fail,baixo
BBB_2013B_546322,515,17.166666666666668,23,7,-0.0016151711178547896,0.37482423836625367,0.053252719734003216,0.1724137931034483,0.3262135922330097,52,Pass,baixo
BBB_2013B_546407,3716,123.86666666666666,28,2,-0.00030149514291085333,0.4766341264244089,0.021614214707367952,0.6551724137931034,0.4677072120559741,34,Pass,alto
BBB_2013B_546428,3144,104.8,30,0,-0.0011209797711338866,0.41312406773712396,0.03848016905259999,0.2413793103448276,0.26749363867684484,41,Pass,alto
BBB_2013B_546500,809,26.966666666666665,19,11,-0.003309541847761075,0.24351050679851668,0.04502785960809739,0.10344827586206896,0.16316440049443756,0,Fail,medio
BBB_2013B_546533,1217,40.56666666666667,27,3,-0.0031458308007710585,0.2561981129402431,0.041492190173198676,0.0,0.19967132292522596,189,Fail,medio
BBB_2013B_546609,610,20.333333333333332,26,4,-0.0020292127865205413,0.34273600904465806,0.033687981683188276,0.13793103448275862,0.31967213114754095,39,Pass,baixo
BBB_2013B_546632,1374,45.8,30,0,-0.0012774990163743312,0.40099382623098917,0.024978493928305576,0.1724137931034483,0.3646288209606987,50,Pass,medio
BBB_2013B_546685,1362,45.4,29,1,-0.0013495170845726774,0.3954124259456175,0.025044209635978122,0.034482758620689655,0.3964757709251101,52,Pass,medio
BBB_2013B_546749,1455,48.5,29,1,-0.0016267024452522659,0.3739305604929495,0.026179914185720476,0.0,0.32852233676975945,198,Distinction,medio
BBB_2013B_546811,142,4.733333333333333,12,18,-0.0017139544721051555,0.3671685284118503,0.06742280965639902,0.3448275862068966,0.29577464788732394,0,Pass,baixo
BBB_2013B_546837,878,29.266666666666666,26,4,-0.0013865063940951851,0.39254575445762313,0.027408994193296225,0.7931034482758621,0.3610478359908884,37,Pass,medio
BBB_2013B_546843,309,10.3,9,21,-0.003976370724753501,0.19183126883160365,0.08989601582116336,0.06896551724137931,0.17152103559870552,1,Fail,baixo
BBB_2013B_546909,697,23.233333333333334,21,9,-0.002307362077743004,0.32117943897491713,0.043255777267793186,0.3448275862068966,0.15064562410329985,16,Fail,medio
BBB_2013B_546921,519,17.3,16,14,-0.001180931070918018,0.4084778420038536,0.051415731583788205,0.1724137931034483,0.38535645472061664,0,Pass,baixo
BBB_2013B_546958,189,6.3,10,20,-0.003793750846031157,0.20598430943258528,0.06656510838945238,0.20689655172413793,0.031746031746031744,29,Fail,baixo
BBB_2013B_547165,358,11.933333333333334,9,21,-0.004724057146053032,0.13388557118089,0.059565288039971166,0.3103448275862069,0.0,13,Fail,baixo
BBB_2013B_547192,536,17.866666666666667,24,6,-0.0008508624840203881,0.43405815748842,0.03408867947522527,0.7241379310344828,0.4328358208955224,25,Pass,baixo
BBB_2013B_547259,1334,44.46666666666667,30,0,-0.00048196146643029954,0.46264798635165166,0.026367017400314927,0.7241379310344828,0.47076461769115435,72,Distinction,medio
BBB_2013B_547372,39,1.3,5,25,-0.004500727303841876,0.15119363395225466,0.09934036219390012,0.20689655172413793,0.0,0,Fail,baixo
BBB_2013B_547390,95,3.1666666666666665,9,21,-0.0024846320473040223,0.3074410163339383,0.07293267533012539,0.06896551724137931,0.32631578947368417,2,Pass,baixo
BBB_2013B_547403,982,32.733333333333334,22,8,-0.0027425811435652647,0.28744996137369194,0.03355643952832787,0.27586206896551724,0.20977596741344195,0,Pass,medio
BBB_2013B_547409,122,4.066666666666666,8,22,-0.005109502361458087,0.10401356698699829,0.08528617515803302,0.06896551724137931,0.0,2,Fail,baixo
BBB_2013B_547427,554,18.466666666666665,19,11,-0.004456616457114403,0.15461222457363374,0.062434582329599385,0.0,0.09386281588447652,15,Pass,baixo
BBB_2013B_547466,549,18.3,23,7,-0.0020370741828098816,0.3421267508322341,0.041486225127584486,0.06896551724137931,0.31511839708561024,48,Pass,baixo
BBB_2013B_547620,290,9.666666666666666,13,17,-0.003815733957270531,0.2042806183115339,0.05362287635215497,0.1724137931034483,0.0034482758620689655,20,Fail,baixo
BBB_2013B_547689,1128,37.6,27,3,-0.0011005135730007328,0.4147101980924432,0.030165822752427435,0.3793103448275862,0.35195035460992913,166,Pass,medio
BBB_2013B_547690,1148,38.266666666666666,27,3,-0.0010689383868254694,0.417157275021026,0.03886484135704999,0.3793103448275862,0.32142857142857145,40,Pass,medio
BBB_2013B_547697,226,7.533333333333333,14,16,-0.0014785356394026795,0.3854134879462924,0.05863161156593221,0.034482758620689655,0.3141592920353983,3,Pass,baixo
BBB_2013B_547757,1611,53.7,29,1,-0.00169537985857795,0.36860806096020887,0.029139692554765614,0.034482758620689655,0.3116076970825574,142,Distinction,medio
BBB_2013B_547841,919,30.633333333333333,27,3,-0.0017674093207178565,0.36302577764436605,0.032295909521757475,0.5172413793103449,0.3808487486398259,38,Distinction,medio
BBB_2013B_547873,324,10.8,27,3,-0.0009969925431549456,0.4227330779054917,0.030734294529640993,0.3448275862068966,0.382716049382716,33,Pass,baixo
BBB_2013B_547892,567,18.9,22,8,-0.00017695538644741483,0.48628595755032533,0.04972867395191107,0.9655172413793104,0.4620811287477954,4,Pass,baixo
BBB_2013B_547902,593,19.766666666666666,27,3,-0.0023526233945530637,0.31767168692213754,0.04301255984235555,0.06896551724137931,0.2984822934232715,10,Pass,baixo
BBB_2013B_547903,6766,225.53333333333333,30,0,-0.0008529857295375663,0.4338936059608387,0.015981071290019404,0.0,0.3711203074194502,587,Pass,alto
BBB_2013B_548090,2935,97.83333333333333,29,1,-0.00040741842630369156,0.46842507196146405,0.023879609102447682,0.6551724137931034,0.5097103918228278,40,Distinction,alto
BBB_2013B_548124,468,15.6,22,8,-0.0015610887690976675,0.3790156203949308,0.039425248359349144,0.0,0.33760683760683763,0,Pass,baixo
BBB_2013B_548241,465,15.5,23,7,-0.0016472304950542415,0.3723396366332962,0.03621916560316164,0.6551724137931034,0.3096774193548387,36,Pass,baixo
BBB_2013B_548255,1790,59.666666666666664,29,1,0.0005585349332902485,0.5432864573299941,0.02226630598564472,0.9655172413793104,0.5972067039106145,85,Distinction,alto
BBB_2013B_548275,880,29.333333333333332,28,2,-0.00307968449792699,0.26132445141065835,0.04548136834848222,0.0,0.26136363636363635,25,Pass,medio
BBB_2013B_548307,195,6.5,10,20,-0.00494794786229714,0.11653404067197172,0.06691276077281993,0.06896551724137931,0.015384615384615385,1,Fail,baixo
BBB_2013B_548334,754,25.133333333333333,17,13,-0.0032078082632338322,0.251394859599378,0.05759464413986601,0.20689655172413793,0.1976127320954907,85,Pass,medio
BBB_2013B_548344,53,1.7666666666666666,4,26,-0.00578840220790396,0.051398828887443064,0.11627738543123077,0.06896551724137931,0.0,0,Fail,baixo
BBB_2013B_548403,55,1.8333333333333333,3,27,-0.005974314895338255,0.03699059561128527,0.17281231293070262,0.034482758620689655,0.0,0,Fail,baixo
BBB_2013B_548439,710,23.666666666666668,25,5,-0.00203731846026101,0.34210781932977175,0.038087821989056345,0.0,0.29859154929577464,4,Pass,medio
BBB_2013B_548504,429,14.3,28,2,-0.0008769132239655032,0.4320392251426734,0.04127103096609402,0.6896551724137931,0.48251748251748255,0,Distinction,baixo
BBB_2013B_548617,631,21.033333333333335,22,8,-0.0011666422808226781,0.40958522323624247,0.03682592541835651,0.27586206896551724,0.4152139461172742,105,Distinction,medio
BBB_2013B_548714,984,32.8,27,3,-0.0020361377139911565,0.3421993271656855,0.04265985310003827,0.1724137931034483,0.3079268292682927,22,Pass,medio
BBB_2013B_548744,471,15.7,22,8,-0.0017811722862628688,0.3619591478146277,0.036089879515129465,0.1724137931034483,0.3248407643312102,10,Pass,baixo
BBB_2013B_548791,428,14.266666666666667,17,13,-0.0007505743661181173,0.441830486625846,0.04845313460294191,0.2413793103448276,0.4042056074766355,20,Pass,baixo
BBB_2013B_548834,1669,55.63333333333333,29,1,0.0020480781855346897,0.6587260593789385,0.036606241628628564,0.9310344827586207,0.7034152186938287,28,Pass,medio
BBB_2013B_548838,325,10.833333333333334,18,12,-0.0019091298023444852,0.35204244031830245,0.03875036849520447,0.10344827586206896,0.32,53,Pass,baixo
BBB_2013B_548839,458,15.266666666666667,17,13,-0.003182575496305939,0.2533503990362897,0.0531781795739701,0.0,0.23580786026200873,18,Pass,baixo
BBB_2013B_548843,971,32.36666666666667,27,3,-0.0029438820339340306,0.2718491423701126,0.03603107298815779,0.034482758620689655,0.17610710607621008,0,Pass,medio
BBB_2013B_548871,320,10.666666666666666,20,10,-0.0017310901001112346,0.36584051724137934,0.03280836614171588,0.13793103448275862,0.32812499999999994,3,Fail,baixo
BBB_2013B_548884,460,15.333333333333334,20,10,-0.00357692121681095,0.22278860569715145,0.0526886843498404,0.034482758620689655,0.08695652173913043,33,Pass,baixo
BBB_2013B_548885,453,15.1,17,13,-0.0029137108437876772,0.27418740960645505,0.055088505520002974,0.034482758620689655,0.2185430463576159,30,Distinction,baixo
BBB_2013B_548921,335,11.166666666666666,20,10,-0.0029452293593213025,0.2717447246525991,0.04084271081305389,0.0,0.18507462686567167,83,Pass,baixo
