,c0,c1,c2,c3,c4,c5,final_result,faixa_volume,ativo_no_fim,aprovado,perfil
CCC_2014B_528066,0.13090130076376694,0.14401732651484042,0.04709083059442212,0.12422515555778327,0.10581968081865847,0.11657027615366242,Pass,alto,True,True,antecipado
CCC_2014B_528892,0.17988862047923707,0.1598693641836677,0.01797565440579771,0.076747362560628,0.02236781798230833,0.19646898684360986,Pass,medio,True,True,antecipado
CCC_2014B_529025,0.17193898719972145,0.10190450034631152,0.02902066703757955,0.11935446022716513,0.04004429461943854,0.1976755893084034,Pass,medio,True,True,antecipado
CCC_2014B_529078,0.24380066492290337,0.07063463331191341,0.043898487632253,0.08208961978115463,0.058357457691328024,0.19742449740804646,Fail,medio,True,False,antecipado
CCC_2014B_529434,0.27525950393462323,0.08266589428587845,0.0377942438628496,0.061854335596908755,0.022897203243665853,0.2158062279201581,Pass,baixo,True,True,antecipado
CCC_2014B_530650,0.09058156498520302,0.11374999132312005,0.056474514268261375,0.07344002714128045,0.0882355019252757,0.23522594033899857,Pass,baixo,True,True,antecipado
CCC_2014B_532020,0.07354595329334997,0.054278886765189674,0.03473319712750568,0.08743562936148139,0.0842472173118338,0.293465538171699,Pass,medio,True,True,antecipado
CCC_2014B_532350,0.10962001419086717,0.061472175764026166,0.01760361867112667,0.13167477573361705,0.01989563196420427,0.333261298285469,Pass,alto,True,True,antecipado
CCC_2014B_532531,0.4160517183802388,0.18805045384330932,0.08411076346908859,0.07314633660198418,0.00974488337423986,0.0011835026641898907,Fail,baixo,True,False,antecipado
CCC_2014B_532718,0.34362838409475466,0.11038705583756345,0.1058223350253807,0.13396256345177654,0.06840554749818707,0.0,Pass,baixo,True,True,antecipado
CCC_2014B_532859,0.8511904761904763,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_533004,0.31021018993608784,0.13566837699162848,0.08508236564947337,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_535047,0.21437745848418338,0.17525533138409452,0.02115626037726684,0.1552034146776061,0.042747107671338457,0.12960298036293577,Pass,medio,True,True,antecipado
CCC_2014B_535682,0.812433160579138,0.0,0.0,0.0,0.0,0.025485780442483015,Fail,baixo,True,False,antecipado
CCC_2014B_536032,0.5344838793551742,0.29465121462001337,0.016514374860708836,0.005223423222643185,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_536170,0.26081047028619253,0.09612849462941829,0.03350062631144224,0.10734264810977714,0.10579465823339623,0.06793653770751608,Distinction,alto,True,True,antecipado
CCC_2014B_536261,0.031370160179302116,0.21093455061378077,0.04758250570600214,0.07633705508605258,0.008089745058469997,0.28005765874297406,Pass,baixo,True,True,antecipado
CCC_2014B_536435,0.2719626049673998,0.16021219270872977,0.01285577288986986,0.06493644874039121,0.03089276200624097,0.0027476574007333347,Fail,medio,True,False,antecipado
CCC_2014B_537322,0.1259919327310764,0.09223656328260452,0.03128998570400188,0.17111473298928317,0.16279079030653115,0.04342662908475195,Pass,alto,True,True,antecipado
CCC_2014B_537603,0.1917018313805819,0.13112664735826568,0.028784111018142988,0.11018264520290928,0.057814767165372406,0.16779675686112494,Fail,medio,True,False,antecipado
CCC_2014B_537606,0.7161424533471777,0.0997122955784373,0.024426754348014196,0.0013519944622306808,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_539514,0.23995858838539708,0.12368711875141744,0.0917950690334629,0.1381147453802423,0.09172445167329199,0.011781667643055653,Fail,medio,True,False,antecipado
CCC_2014B_539784,0.12623685546258134,0.05821182786902576,0.07112329687091443,0.09910178616400223,0.12126590752511973,0.16542388373388847,Pass,alto,True,True,antecipado
CCC_2014B_539971,0.2822430638960019,0.06936255070361894,0.03652360125994245,0.06938464501801533,0.019921302156340345,0.2421289421522195,Pass,baixo,True,True,antecipado
CCC_2014B_540686,0.12953375399777328,0.09994100350098588,0.044405464757316715,0.11064463436063401,0.0649044897290452,0.18763108689273658,Pass,alto,True,True,antecipado
CCC_2014B_541003,0.44353994886722836,0.18260033238634374,0.06611038404743157,0.0019683207902841393,0.00497141593888909,0.024893968276862143,Fail,medio,True,False,antecipado
CCC_2014B_543170,0.35720227381254593,0.16598188442310416,0.06163958663674833,0.10765133095466187,0.04975225412797408,0.012088918294821433,Pass,baixo,True,True,antecipado
CCC_2014B_543475,0.276482647819171,0.12759812239040264,0.04633275550530375,0.08292284848308668,0.08739330198884021,0.0877722850715079,Fail,medio,True,False,antecipado
CCC_2014B_543678,0.10652123915308485,0.09872736943258069,0.023736592939390996,0.23867424164540346,0.021569663233514023,0.21736621225496489,Pass,medio,True,True,antecipado
CCC_2014B_543948,0.2772298245148215,0.08253066731276013,0.0653705965522506,0.06662444656121182,0.06615644170033844,0.12352433812840367,Pass,alto,True,True,antecipado
CCC_2014B_544090,0.34572593223652576,0.0878619957446262,0.011069537260207138,0.09643997739600225,0.004468050753802959,0.17022596946496066,Fail,medio,True,False,antecipado
CCC_2014B_544490,0.13480817120198954,0.09785127511136546,0.023927987696904227,0.1124611800690983,0.040868874697205036,0.2522785552599769,Pass,medio,True,True,antecipado
CCC_2014B_544594,0.29598179476355846,0.06401674318452355,0.03099545357067479,0.03912932848128465,0.11117086962907954,0.11534076875337068,Distinction,alto,True,True,antecipado
CCC_2014B_544839,0.2194606003167755,0.10406280975843515,0.0957398605261973,0.0946985189588377,0.06208437932871487,0.11953689527489098,Distinction,alto,True,True,antecipado
CCC_2014B_545045,0.5824819290749713,0.09793696479968536,0.030403847185226242,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_545740,0.17316273758011905,0.09132731258062618,0.03653662386225434,0.05981227383516689,0.06346853849325637,0.19652813964574928,Pass,medio,True,True,antecipado
CCC_2014B_545747,0.20567904491343755,0.13588145456309408,0.09371332015947378,0.0618112281290155,0.06428196715362557,0.12783387678354935,Pass,alto,True,True,antecipado
CCC_2014B_547287,0.256032587551263,0.11202088248670558,0.049214404618049795,0.06805794934216045,0.051113164213141986,0.14589960768498644,Distinction,alto,True,True,antecipado
CCC_2014B_547413,0.4638495449530995,0.13663326513445706,0.07361952373431091,0.05586920508516286,0.015655656370018176,0.0,Fail,medio,False,False,desistente
CCC_2014B_548261,0.6017109455854351,0.13816679513316094,0.016230000648335602,0.005402796487461904,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_548386,0.14588684136914754,0.0988871882921403,0.02779788620649508,0.11036050049984789,0.03150583361401725,0.22612589931569782,Distinction,alto,True,True,antecipado
CCC_2014B_548509,0.37473105788966865,0.09987897315497182,0.12052402191778791,0.06684764330041706,0.03650684196273213,0.06041143704434909,Distinction,alto,True,True,antecipado
CCC_2014B_548602,0.21965519860768756,0.16438235912815063,0.014052125415994737,0.1520976380670876,0.02804857939594373,0.14216883348250814,Pass,baixo,True,True,antecipado
CCC_2014B_548677,0.31621816783545476,0.12635545847130067,0.04000384000402886,0.06173514673851453,0.044958398457523426,0.1040650117866276,Pass,medio,True,True,antecipado
CCC_2014B_548764,0.13142498019231472,0.11253241722277668,0.024739564946081066,0.08529251423522607,0.004874851050477498,0.3220023449061168,Fail,medio,True,False,antecipado
CCC_2014B_548854,0.09265487859568197,0.09593218049877668,0.08085979502469988,0.05869145139758246,0.05718597156229291,0.24738559630053225,Pass,medio,True,True,antecipado
CCC_2014B_549928,0.5853713768115942,0.15791925465838508,0.08788222646918299,0.016013198757763976,0.00739070711896799,0.0,Fail,baixo,False,False,desistente
CCC_2014B_549951,0.07917558905316688,0.05078075789964438,0.038024307742668254,0.12335134756451399,0.14031801573091504,0.20948561704853347,Pass,baixo,True,True,antecipado
CCC_2014B_550092,0.33372630275316756,0.1916261789082595,0.057806992474040225,0.11464585119557957,0.014187727105703676,0.0,Fail,medio,True,False,antecipado
CCC_2014B_551115,0.2005879544499887,0.07886153967447918,0.05513304588801968,0.09607591835024755,0.08319333176800894,0.1119894611190577,Pass,alto,True,True,antecipado
CCC_2014B_551267,0.1811409700462926,0.05918483856959186,0.030155845143752774,0.10047404100789237,0.0428516373495295,0.24681292292189605,Pass,medio,True,True,antecipado
CCC_2014B_551304,0.2092513873273721,0.11332382276893395,0.05750350294038232,0.17864120386330157,0.07582879508621843,0.046502672716406596,Pass,alto,True,True,antecipado
CCC_2014B_551478,0.33454818515452717,0.14829089520129207,0.09120146444538549,0.06204561921866453,0.07730933087668217,0.006721890876200076,Pass,medio,True,True,antecipado
CCC_2014B_551604,0.15899258047641152,0.14865201918613646,0.025418271037333434,0.16651101876616328,0.02124953029331801,0.19416725068489407,Fail,medio,True,False,antecipado
CCC_2014B_551856,0.3787634133005263,0.1195817100676646,0.0,0.0,0.02632985734790122,0.0,Fail,baixo,True,False,antecipado
CCC_2014B_551902,0.3163592138366985,0.19371192157242012,0.044877903557967114,0.1349751637753053,0.0026171235546248233,0.0015007719558597107,Fail,alto,True,False,antecipado
CCC_2014B_552441,0.18034638220076502,0.04565180734653308,0.02922934471670261,0.06984627422441922,0.05632149735088172,0.2668899453923335,Distinction,alto,True,True,antecipado
CCC_2014B_552913,0.32432541848617175,0.08325917030567684,0.06072117903930131,0.08024426855895193,0.03613030255770431,0.128181993321346,Pass,baixo,True,True,antecipado
CCC_2014B_553021,0.20255316098791634,0.12929660579290703,0.03317534709676058,0.11839604017985401,0.10703445825610491,0.0526391681518161,Distinction,alto,True,True,antecipado
CCC_2014B_553280,0.31897385822835866,0.09586778133149068,0.01987093379819914,0.0711786913894222,0.0633212044704284,0.1489917206322339,Distinction,medio,True,True,antecipado
CCC_2014B_553394,0.18754513677217982,0.09745909974191568,0.01678662648339098,0.09548819497736423,0.03872788998228775,0.23337944441051914,Pass,alto,True,True,antecipado
CCC_2014B_553655,0.1041415347378698,0.08122940013677424,0.010967734271833798,0.08117365529353418,0.10136616113257882,0.22291210411665122,Pass,alto,True,True,antecipado
CCC_2014B_554141,0.56444265063371,0.11157935756833492,0.030694575887472417,0.06900758967507276,0.014939439005574949,0.0033496140759928087,Pass,baixo,True,True,antecipado
CCC_2014B_554205,0.24403386742175967,0.0902165535662312,0.025903613154712596,0.07447404442174897,0.09513178139697798,0.11418877537992173,Fail,alto,True,False,antecipado
CCC_2014B_554583,0.3376333697759286,0.1930113731266228,0.0735798776136174,0.13189087720363804,0.06194834479033575,0.0028253059882865643,Pass,medio,True,True,antecipado
CCC_2014B_554870,0.11242765846316805,0.15158608119110298,0.07317957315691696,0.037063465903858686,0.021026037315307475,0.2332957062475178,Pass,medio,True,True,antecipado
CCC_2014B_554951,0.16874460749877948,0.04391668256968328,0.036812302849367616,0.11192166439888651,0.041582203431388465,0.26905678739300826,Pass,medio,True,True,antecipado
CCC_2014B_555008,0.3081938575551575,0.1144802472141178,0.07873835052520284,0.07077362504405453,0.034476022130303874,0.11689540655104161,Pass,medio,True,True,antecipado
CCC_2014B_555604,0.11089600621867197,0.059581163733253166,0.011362335804568587,0.07342689444623984,0.058918054488060624,0.26638474524494193,Pass,medio,True,True,antecipado
CCC_2014B_555706,0.11982795949667466,0.17317382499914755,0.061461841964874,0.19397207430864977,0.11423510058079264,0.051439449765609005,Distinction,alto,True,True,equilibrado
CCC_2014B_556246,0.13319614038358632,0.08888066970319844,0.024351886279425777,0.08631837837690567,0.035980644017937616,0.2990908573018364,Distinction,alto,True,True,antecipado
CCC_2014B_556295,0.1380959083315712,0.0781832600230824,0.0551400714685949,0.11997665549688041,0.05854905852794386,0.20609452899688951,Distinction,alto,True,True,antecipado
CCC_2014B_556584,0.14994310882533343,0.08384878176502365,0.0438589765882159,0.13634431270471842,0.05595653393993176,0.20036602664105058,Pass,alto,True,True,antecipado
CCC_2014B_556587,0.3780408858877743,0.2629153808201685,0.12318780291963749,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_556858,0.18287287083657572,0.09260330314217796,0.017070735425276026,0.20921617885861066,0.009591609758969909,0.19362825656789834,Pass,medio,True,True,antecipado
CCC_2014B_558122,0.14634760154061618,0.2030199579831934,0.0007484243697479034,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_558518,0.3458702256887233,0.17363170389625457,0.02286719674780463,0.18056698887198683,0.040390102821228305,0.016066536932637196,Pass,baixo,True,True,antecipado
CCC_2014B_558616,0.2886574278210537,0.10733655928056761,0.04738759680276313,0.0643632029663277,0.02952985205614719,0.11767745762332124,Pass,alto,True,True,antecipado
CCC_2014B_558914,0.16189692592253555,0.1062670882879983,0.050890309420808265,0.04427195549952727,0.0950620234873269,0.1750172033311858,Fail,alto,True,False,antecipado
CCC_2014B_559706,0.13910292164987484,0.05216016842666833,0.06987590167089314,0.07074648546326945,0.08366199342341557,0.21907499963064514,Pass,medio,True,True,antecipado
CCC_2014B_559770,0.1617069065935921,0.09421309899174275,0.04456978789190475,0.0814649440236529,0.04026241960898407,0.20243989040855567,Pass,alto,True,True,antecipado
CCC_2014B_559977,0.6085667925028148,0.19191833896284524,0.02612755811643161,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_560114,0.17897260549218513,0.10531370670987257,0.08212018095115707,0.10690821687899132,0.06747036718416835,0.10436703086256018,Pass,alto,True,True,antecipado
CCC_2014B_560311,0.34515986392227005,0.07680038100546153,0.010433711217047503,0.08013363743721287,0.03342309716716109,0.1733441526289928,Distinction,alto,True,True,antecipado
CCC_2014B_560494,0.26163148891101745,0.0726777168388152,0.0326595124098362,0.13602146147079394,0.0628756493110536,0.138184119804684,Pass,medio,True,True,antecipado
CCC_2014B_560951,0.8489947733174548,0.0006028879075075672,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_561363,0.21605348722219858,0.06369922974509243,0.10014012924719284,0.11229527755317908,0.04659015213164072,0.1697005652970346,Pass,medio,True,True,antecipado
CCC_2014B_561559,0.14483614894134988,0.08837401185741968,0.04910954782300362,0.1832892950581266,0.10624702599816811,0.08780881331462759,Pass,alto,True,True,antecipado
CCC_2014B_561774,0.2655964978047146,0.06799976084533314,0.029603830777798844,0.0738609845228037,0.05103264159747279,0.16057940742993626,Pass,alto,True,True,antecipado
CCC_2014B_562450,0.23612622603473943,0.11337579737759734,0.011948613862131835,0.07575910912117122,0.02937312322408987,0.2305218827791248,Pass,medio,True,True,antecipado
CCC_2014B_562825,0.15167225799158862,0.14458462868540667,0.03217109547424099,0.05645145888396468,0.01718106323589518,0.26559412181746733,Pass,baixo,True,True,antecipado
CCC_2014B_563046,0.1974163566594872,0.10153227189186897,0.045377634017500404,0.10255040707105335,0.014606195703447736,0.23111275687428903,Pass,baixo,True,True,antecipado
CCC_2014B_563631,0.8511904761904763,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_563819,0.028741591805081994,0.19859154072544577,0.023392107029923698,0.24212330712079214,0.13700771076978183,0.039105019032120936,Pass,baixo,True,True,equilibrado
CCC_2014B_565399,0.2691202197381119,0.12149511119817924,0.023110619710266553,0.13570802842814453,0.130383724772345,0.051063239043403055,Distinction,alto,True,True,antecipado
CCC_2014B_565838,0.8007129592784189,0.0138599283724632,0.0,0.0,0.0,0.0,Fail,medio,False,False,desistente
CCC_2014B_566185,0.15313798538472562,0.052330801929598325,0.007769339765327739,0.15048120552132593,0.13582413908391844,0.17744409699687297,Fail,medio,True,False,antecipado
CCC_2014B_566310,0.11761121750571632,0.12960414239325546,0.12782254506181082,0.17324536192034268,0.11285663511020777,0.05546450239258781,Pass,alto,True,True,equilibrado
CCC_2014B_566428,0.07338934735230793,0.05291419039368462,0.019434211669664102,0.08222553854823042,0.05388444615307647,0.2961014760907773,Distinction,medio,True,True,antecipado
CCC_2014B_566670,0.08117412756802436,0.060666379806141264,0.053219959108479424,0.09342194446493526,0.10660378274527024,0.24288312719648952,Pass,alto,True,True,antecipado
CCC_2014B_566715,0.3654394044201024,0.1396914709143112,0.08512484246633754,0.009504136146987203,0.014704946726210217,0.02910958713221011,Pass,baixo,True,True,antecipado
CCC_2014B_566871,0.6207120725904615,0.07927409538563682,0.0012614805798384504,0.0,0.0,0.0,Fail,medio,False,False,desistente
CCC_2014B_568047,0.3693608503242464,0.23845748127608918,0.018427040793260935,0.010934839283292436,0.017607149853717773,0.0,Fail,baixo,True,False,antecipado
CCC_2014B_568084,0.40622272254378083,0.09450650149613324,0.0809388222688187,0.10080848635550102,0.09029887694528381,0.006786108491717441,Distinction,medio,True,True,antecipado
CCC_2014B_569080,0.1642125674517044,0.11840922142372604,0.016801608857974243,0.06369342494470544,0.019540072435765082,0.22315681794252484,Distinction,alto,True,True,antecipado
CCC_2014B_569108,0.20658553378685643,0.08510883866722169,0.0211754111666409,0.08690085613153173,0.015668486801466926,0.2783053801135472,Distinction,alto,True,True,antecipado
CCC_2014B_569342,0.14472744150148364,0.030721634472475376,0.15258831188992797,0.10143622276751701,0.08429302436170502,0.1681758530787587,Fail,medio,True,False,antecipado
CCC_2014B_569609,0.061830912898441254,0.09048043151389151,0.04382798824502704,0.09932048854049055,0.024155104977941242,0.31858540320920425,Pass,medio,True,True,antecipado
CCC_2014B_570410,0.3990262033480474,0.12659289426261583,0.03480306846174622,0.017829440810320788,0.07490623619818093,0.050258557839836134,Pass,baixo,True,True,antecipado
CCC_2014B_570872,0.23756125898091343,0.095604355892908,0.029256788678808446,0.0959302734869983,0.05223856664153211,0.18856818061769925,Pass,medio,True,True,antecipado
CCC_2014B_570967,0.2346496570896581,0.08596297051770493,0.06510180296482479,0.19569465113101872,0.1116820474071024,0.029927439531824803,Pass,medio,True,True,antecipado
CCC_2014B_571129,0.2818063056189246,0.11028972928723953,0.10890519354973488,0.05501150342319987,0.03970425603245075,0.11163471399984068,Distinction,alto,True,True,antecipado
CCC_2014B_571571,0.27730590902489677,0.07682047143712561,0.14669286477213297,0.07580647526740024,0.07047588285234146,0.03596505746569204,Distinction,medio,True,True,antecipado
CCC_2014B_571595,0.5926224409003507,0.16089243298269426,0.007091957923311881,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_571776,0.25754432204726185,0.12280556869635739,0.12875042238291548,0.07919172805298369,0.045052568570849306,0.08674482903927266,Pass,alto,True,True,antecipado
CCC_2014B_572036,0.31870938937434923,0.12423994701672532,0.07578558907648308,0.1343371489199056,0.08570242378711795,0.0033722179710522454,Pass,medio,True,True,antecipado
CCC_2014B_572303,0.1507123876275317,0.059377567671888315,0.0605788272881181,0.07904177829072824,0.01827226971685387,0.2878103770868183,Pass,medio,True,True,antecipado
CCC_2014B_572382,0.36524566254904456,0.2633752979060164,0.0748649189513709,0.02858533301799269,0.04695674547585695,0.0,Fail,baixo,True,False,antecipado
CCC_2014B_572401,0.4052836009515314,0.0,0.0,0.2061496431757358,0.14945998470753152,0.0,Fail,baixo,True,False,antecipado
CCC_2014B_572438,0.22261135911819338,0.12705833959828447,0.03150875569675275,0.08335960570915826,0.06093969736888041,0.13214776425465224,Pass,alto,True,True,antecipado
CCC_2014B_572570,0.1874587686948288,0.09471021456569378,0.031922436995033665,0.15381524908105368,0.08405015460812665,0.15379309160068705,Pass,alto,True,True,antecipado
CCC_2014B_572854,0.2597930324957961,0.07615193262718484,0.03893807261207284,0.13298286056029224,0.12689149764582586,0.0616255590036621,Distinction,alto,True,True,antecipado
CCC_2014B_572891,0.2176916716667219,0.08289774859595665,0.047869976462835646,0.05606082614662381,0.06470099211676532,0.18020208368293525,Pass,medio,True,True,antecipado
CCC_2014B_573377,0.29932210091255995,0.18060886569439882,0.11901348696239644,0.10753350047415111,0.07168147410940627,0.0019578896104961467,Pass,medio,True,True,antecipado
CCC_2014B_57340,0.07862144712906824,0.13794948694978557,0.03063745749826534,0.10402646684179465,0.03702202743398231,0.2763796776516717,Pass,medio,True,True,antecipado
CCC_2014B_573440,0.28992313105981626,0.12962547500909635,0.05336189778473219,0.10836795114238759,0.037312236942916854,0.06037695180473464,Pass,medio,True,True,antecipado
CCC_2014B_573558,0.3722532782853465,0.11725087781333285,0.037842035904341306,0.06160336497866599,0.037138662065727135,0.08490196751418073,Pass,alto,True,True,antecipado
CCC_2014B_573696,0.6900209092135438,0.044253338729259406,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_574221,0.33695576363097424,0.12345964324946383,0.06612306672943806,0.09507680772785121,0.012449652142072502,0.13446934614197198,Distinction,medio,True,True,antecipado
CCC_2014B_574283,0.4118167008282496,0.1708969932791763,0.020251703931919135,0.10871788743690897,0.00973923389322837,0.000522282629156756,Fail,baixo,True,False,antecipado
CCC_2014B_574529,0.8511904761904763,0.0,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_574551,0.29466038863387123,0.143345022557576,0.051655863984712086,0.24354055438444383,0.015356178918305829,0.0,Fail,baixo,True,False,antecipado
CCC_2014B_574580,0.27876539868444794,0.1785074553417647,0.0016829880419270832,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_574817,0.09561829337065464,0.09541186042895224,0.010151110429779411,0.08175974886431432,0.020376848083841194,0.35557436777523566,Distinction,medio,True,True,antecipado
CCC_2014B_575733,0.2446251341444241,0.10019661699087837,0.040094722428110206,0.0698940511254426,0.004986191682966848,0.1431174160940525,Pass,alto,True,True,antecipado
CCC_2014B_575745,0.1465858313004268,0.09231236971793964,0.016758854839378695,0.120400654412637,0.017733221165764604,0.2629272008231378,Pass,alto,True,True,antecipado
CCC_2014B_575824,0.3740172075200565,0.08827354664160666,0.026823621950519808,0.09751739662433062,0.05760257136076036,0.09300127231867433,Pass,alto,True,True,antecipado
CCC_2014B_575967,0.2672317803740364,0.08034588670479732,0.05322598918356866,0.10361822556867584,0.07806735550496223,0.14612377138461602,Distinction,medio,True,True,antecipado
CCC_2014B_576191,0.544528009660314,0.08420223657268866,0.0,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_576383,0.2212676374640539,0.09654207216006212,0.13787415607063463,0.06693454884303249,0.132628448272609,0.032091427308770175,Distinction,alto,True,True,antecipado
CCC_2014B_576413,0.06969767222992626,0.040880873598998765,0.05335995495682068,0.09572256183956629,0.1531766017145016,0.19062822338468027,Distinction,alto,True,True,antecipado
CCC_2014B_576475,0.2781739353654243,0.1681774044236068,0.05173112476064011,0.14212561345886615,0.04697786184400372,0.02750468213125251,Pass,alto,True,True,antecipado
CCC_2014B_576516,0.22376091244569132,0.08852284656834987,0.007351044203619317,0.11373947967490218,0.028379148471691637,0.23485558882562255,Fail,medio,True,False,antecipado
CCC_2014B_576780,0.06289314506048108,0.016557645270192767,0.018722392619090054,0.012122210143456918,0.015457123772581613,0.42903887561199355,Distinction,alto,True,True,antecipado
CCC_2014B_576782,0.26409126372751424,0.041813828456466154,0.01705056916260811,0.02946350595872585,0.03351355779822013,0.2815818982103513,Fail,medio,True,False,antecipado
CCC_2014B_577035,0.28526043142437807,0.18375213241825286,0.018622982996388232,0.15635931262177222,0.0894369163045288,0.0375041843646482,Distinction,alto,True,True,antecipado
CCC_2014B_577236,0.29085587669686896,0.0850834777372339,0.052849246268783186,0.08067853642426652,0.10716162603737023,0.08170726135812821,Distinction,medio,True,True,antecipado
CCC_2014B_577245,0.2571900428085525,0.18484007183129997,0.07453598997653409,0.1626704809901003,0.06252685330973086,0.0003327502108521341,Fail,alto,True,False,antecipado
CCC_2014B_577273,0.8385071743929361,0.0,0.01422658467360454,0.0,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_577414,0.21053209387472255,0.07232507809923326,0.023397529729589528,0.14233654747655158,0.14801200989124602,0.0843582256859846,Pass,medio,True,True,antecipado
CCC_2014B_577502,0.0919544780039977,0.07465497434663282,0.15605324740791893,0.11390382496802062,0.0864986945818341,0.13498762677137469,Pass,alto,True,True,equilibrado
CCC_2014B_577686,0.22059285755038077,0.09371571274059283,0.013608462063106536,0.0752359041483649,0.03014742643635166,0.22942632079652986,Fail,medio,True,False,antecipado
CCC_2014B_578189,0.23108834094363737,0.09658275973874886,0.07720574909945682,0.08983582703366128,0.07005581970576087,0.11493620724507708,Pass,alto,True,True,antecipado
CCC_2014B_578450,0.5532599099250121,0.12145790726522954,0.0034398363898481416,0.01257250142488348,0.0,0.0,Fail,baixo,False,False,desistente
CCC_2014B_578655,0.07097382798989961,0.02810084886158057,0.023517634435042727,0.07147661372568197,0.06064637906679944,0.33793795090407097,Pass,alto,True,True,antecipado
CCC_2014B_578850,0.17834309333961346,0.05147998839712839,0.04989809194031223,0.08330588979761037,0.10528539248518494,0.20156241051403528,Pass,medio,True,True,antecipado
CCC_2014B_578958,0.3814280499359225,0.10292550774381742,0.06918001917277078,0.1020626560397736,0.04210446966838276,0.05952611016674443,Pass,alto,True,True,antecipado
CCC_2014B_579343,0.2245315084530861,0.1416406601904315,0.08475495138144573,0.1070761972467162,0.074700359672669,0.056988122770060864,Pass,alto,True,True,antecipado
CCC_2014B_579550,0.3857568442065514,0.059244194898953,0.0923480691107269,0.06751614292445729,0.042002204001980556,0.10638654125889241,Pass,medio,True,True,antecipado
CCC_2014B_580525,0.25450103470927704,0.11512984330558149,0.05341554743844677,0.1281624273939095,0.06964346790018142,0.05027571392849822,Distinction,medio,True,True,antecipado
CCC_2014B_580779,0.11764951064559888,0.1097417086736383,0.06554536733665844,0.11381519816666011,0.07751715053349903,0.179157434760713,Pass,alto,True,True,antecipado
CCC_2014B_581611,0.14461191602201565,0.07940258727166352,0.06347095820061108,0.09145698579600857,0.04541582892989479,0.22310641330575007,Pass,medio,True,True,antecipado
CCC_2014B_581614,0.25360501354751896,0.21350118373061863,0.13083127330437166,0.15166427860761536,0.02957745636039769,0.008322094243351976,Pass,medio,True,True,equilibrado
CCC_2014B_582087,0.08983660000345525,0.26272087392571714,0.03293139505662779,0.14463377904284863,0.07455453171577231,0.10066206843083696,Fail,alto,True,False,equilibrado
CCC_2014B_582108,0.1391968347684439,0.09998153225462758,0.012217340039369057,0.11923797851688556,0.06909505532955924,0.21516269927443885,Fail,medio,True,False,antecipado
CCC_2014B_582879,0.17553172788183194,0.07841481547528989,0.102082137876334,0.1244486270121347,0.07092676242631367,0.11955989358126239,Pass,alto,True,True,antecipado
CCC_2014B_582950,0.14948886151351076,0.1343467138840136,0.023964951687868233,0.11993307997869845,0.11732694677569326,0.10166393336118137,Distinction,medio,True,True,antecipado
CCC_2014B_583032,0.19303227643144372,0.12145436105476674,0.014045265293050085,0.10460926657414316,0.11604645487959248,0.13488404222583664,Pass,alto,True,True,antecipado
CCC_2014B_583052,0.1581619441961167,0.11472370243893375,0.10601365538627977,0.09836577709140683,0.07324620987672163,0.1425140973967955,Pass,medio,True,True,antecipado
CCC_2014B_583192,0.12269741789242453,0.06815694517679816,0.047492840706266,0.10444922803177889,0.12363019214264756,0.18609460210471426,Pass,medio,True,True,antecipado
CCC_2014B_583906,0.24483225092547034,0.07181166419254137,0.10251104401063257,0.1186341373186943,0.0716133359466799,0.10222962788217829,Distinction,alto,True,True,antecipado
CCC_2014B_584191,0.19412769772841562,0.17291452606692076,0.07014958711482092,0.08844703998726228,0.031543675353103845,0.09771617800181405,Pass,alto,True,True,antecipado
CCC_2014B_584446,0.30105009718125025,0.14711738965537818,0.014519992612125832,0.037450459650786604,0.018335745045025137,0.1715770131286815,Pass,baixo,True,True,antecipado
CCC_2014B_584940,0.12780526913756063,0.05733456454961022,0.02507767014123246,0.040771472342731624,0.029904047551586564,0.34438639284405026,Pass,alto,True,True,antecipado
CCC_2014B_585057,0.14182121842307205,0.10292878061023798,0.026267673289723334,0.06427082223836886,0.029763191589465807,0.286388747486787,Pass,baixo,True,True,antecipado
CCC_2014B_585093,0.15096037059416273,0.06864520433605352,0.06477021265383429,0.043491479838518206,0.05994073529373298,0.260982871488201,Distinction,alto,True,True,antecipado
