aluno,cluster,final_result,faixa_volume,semanas_mortas,centro_massa
BBB_2014B_318876,0,Pass,medio,4,0.4256686822465544
BBB_2014B_319606,0,Fail,baixo,19,0.396249243799153
BBB_2014B_320363,0,Fail,baixo,22,0.3995402298850575
BBB_2014B_321121,0,Pass,baixo,14,0.3459875566803754
BBB_2014B_321346,0,Pass,baixo,12,0.4505322841934737
BBB_2014B_322325,1,Fail,baixo,17,0.1032454361054766
BBB_2014B_322509,0,Pass,medio,1,0.4595409936227899
BBB_2014B_324907,0,Pass,baixo,6,0.3236717862905635
BBB_2014B_325080,0,Pass,medio,3,0.4245930725912211
BBB_2014B_325308,0,Distinction,baixo,24,0.625914315569488
BBB_2014B_327003,0,Distinction,alto,1,0.5690672090228345
BBB_2014B_327641,0,Pass,baixo,18,0.4877220480668757
BBB_2014B_334023,0,Pass,baixo,12,0.5072020951549542
BBB_2014B_334565,0,Distinction,alto,0,0.6058867706005301
BBB_2014B_334981,0,Distinction,baixo,21,0.5991574348572319
BBB_2014B_336356,0,Pass,baixo,5,0.3068223952539858
BBB_2014B_338168,1,Fail,baixo,16,0.1906627854903717
BBB_2014B_339381,0,Pass,baixo,6,0.4055593388225098
BBB_2014B_340831,0,Pass,baixo,6,0.4891795481569559
BBB_2014B_342017,1,Fail,baixo,20,0.2105346409364125
BBB_2014B_348771,0,Fail,baixo,19,0.5558923834785904
BBB_2014B_354984,0,Pass,medio,4,0.3486074270557029
BBB_2014B_355147,0,Pass,baixo,2,0.3905620241827138
BBB_2014B_355643,0,Pass,baixo,12,0.407296351824088
BBB_2014B_356386,1,Fail,baixo,20,0.1426950998185117
BBB_2014B_358956,0,Pass,medio,1,0.4782778102474187
BBB_2014B_359438,0,Distinction,baixo,17,0.5022312373225152
BBB_2014B_360190,0,Fail,baixo,24,0.3736805066854328
BBB_2014B_363110,0,Pass,baixo,14,0.3949403802771511
BBB_2014B_363396,0,Distinction,baixo,2,0.4318677092680425
BBB_2014B_367535,0,Pass,baixo,2,0.5201970443349754
BBB_2014B_369715,0,Pass,medio,9,0.5164760406479868
BBB_2014B_370008,1,Fail,medio,12,0.2085327443040046
BBB_2014B_372997,0,Distinction,medio,7,0.2881499116811304
BBB_2014B_374747,1,Pass,baixo,16,0.2922326715430163
BBB_2014B_375717,0,Pass,medio,4,0.2787088479728179
BBB_2014B_377469,0,Pass,baixo,11,0.3186970528576542
BBB_2014B_380184,0,Pass,baixo,17,0.3785938199731303
BBB_2014B_380204,0,Pass,medio,3,0.4026235469835704
BBB_2014B_381533,1,Pass,medio,2,0.2579388271965712
BBB_2014B_381544,0,Pass,baixo,10,0.3386498932943951
BBB_2014B_381909,0,Distinction,alto,7,0.4714280103683921
BBB_2014B_381917,0,Distinction,alto,0,0.4621560798548093
BBB_2014B_383241,0,Pass,alto,1,0.4880354721682728
BBB_2014B_383967,0,Pass,baixo,12,0.393795667222151
BBB_2014B_384636,1,Fail,baixo,17,0.139502400698385
BBB_2014B_384884,0,Pass,medio,3,0.4573992377179556
BBB_2014B_389249,0,Pass,baixo,8,0.4461646727656579
BBB_2014B_391153,0,Pass,medio,6,0.486187304075235
BBB_2014B_392604,0,Pass,medio,3,0.4172788292570507
BBB_2014B_392733,1,Fail,baixo,23,0.1043557168784029
BBB_2014B_393131,1,Fail,baixo,24,0.1801801801801801
BBB_2014B_394067,0,Distinction,baixo,4,0.4726308174584037
BBB_2014B_394331,0,Pass,medio,3,0.4171221897990219
BBB_2014B_394520,0,Pass,baixo,10,0.4294836708629811
BBB_2014B_395374,0,Pass,baixo,0,0.4467586206896552
BBB_2014B_396456,0,Distinction,medio,4,0.3260503369005152
BBB_2014B_396799,0,Distinction,medio,1,0.4405552444195535
BBB_2014B_397312,1,Fail,medio,11,0.2206977975003053
BBB_2014B_397747,0,Pass,medio,1,0.5603948509304344
BBB_2014B_397829,0,Pass,baixo,9,0.2987437508011794
BBB_2014B_401441,1,Fail,baixo,24,0.0825643516270034
BBB_2014B_405268,0,Distinction,baixo,11,0.5394212441517934
BBB_2014B_406600,0,Pass,baixo,10,0.3115566817230362
BBB_2014B_406974,1,Fail,baixo,20,0.1441795880583198
BBB_2014B_408581,0,Distinction,medio,8,0.4784827586206896
BBB_2014B_417263,0,Pass,medio,1,0.459728469098784
BBB_2014B_417684,0,Distinction,medio,3,0.3898730579765062
BBB_2014B_420663,0,Pass,baixo,9,0.3529655172413793
BBB_2014B_421326,0,Fail,baixo,24,0.470667263770712
BBB_2014B_421992,1,Fail,medio,16,0.1998432601880877
BBB_2014B_423652,0,Distinction,baixo,8,0.4619791081657868
BBB_2014B_424014,0,Pass,medio,4,0.3426008398015014
BBB_2014B_424863,1,Fail,baixo,26,0.0967937084089534
BBB_2014B_429099,0,Distinction,medio,3,0.4687177369399133
BBB_2014B_429417,0,Pass,medio,2,0.4546684709066305
BBB_2014B_430002,1,Fail,baixo,27,0.0297805642633228
BBB_2014B_432480,0,Pass,baixo,14,0.4448504224708838
BBB_2014B_435282,1,Fail,baixo,14,0.2097947595670432
BBB_2014B_437171,0,Pass,medio,0,0.4421590374403441
BBB_2014B_437565,0,Pass,medio,2,0.4276754104758453
BBB_2014B_439109,0,Fail,baixo,18,0.2812454532227557
BBB_2014B_439710,0,Distinction,medio,4,0.3492610837438423
BBB_2014B_442497,1,Fail,baixo,19,0.2249677300387239
BBB_2014B_444561,0,Pass,medio,0,0.4778250934773577
BBB_2014B_444858,1,Fail,baixo,13,0.2771729837560558
BBB_2014B_444872,1,Pass,baixo,11,0.2408032260719282
BBB_2014B_445415,0,Pass,baixo,3,0.4347037007811883
BBB_2014B_445494,0,Pass,baixo,6,0.4545032066177155
BBB_2014B_446296,0,Fail,baixo,20,0.3657262277951933
BBB_2014B_446650,0,Pass,medio,1,0.4058818471063721
BBB_2014B_446755,0,Distinction,medio,3,0.410614768373389
BBB_2014B_447184,0,Pass,medio,7,0.318941504178273
BBB_2014B_447265,0,Pass,baixo,18,0.5425452741255272
BBB_2014B_447292,1,Fail,baixo,22,0.1262855414398064
BBB_2014B_465369,0,Pass,baixo,21,0.4905172413793103
BBB_2014B_466856,0,Distinction,baixo,6,0.5430145751866335
BBB_2014B_467100,1,Fail,medio,6,0.1903479647590913
BBB_2014B_467303,0,Pass,baixo,7,0.3749038259774777
BBB_2014B_467580,0,Pass,medio,1,0.3831843337590464
BBB_2014B_468349,1,Fail,baixo,22,0.2765188834154351
BBB_2014B_469177,0,Pass,baixo,16,0.3999702734839476
BBB_2014B_470113,0,Pass,baixo,12,0.5944912553989946
BBB_2014B_470693,0,Distinction,alto,0,0.4400245411063532
BBB_2014B_471925,0,Pass,medio,4,0.5305598605191787
BBB_2014B_473509,1,Fail,medio,24,0.0403547140417627
BBB_2014B_474607,1,Fail,baixo,24,0.2854572713643178
BBB_2014B_475981,0,Pass,baixo,20,0.4264367816091954
BBB_2014B_476037,0,Fail,baixo,17,0.5067049808429119
BBB_2014B_477779,0,Fail,baixo,11,0.5223671947809879
BBB_2014B_478242,0,Pass,baixo,12,0.6048094373865698
BBB_2014B_478317,0,Fail,baixo,14,0.5622963919109965
BBB_2014B_479738,0,Pass,baixo,10,0.3713712910986367
BBB_2014B_480372,0,Pass,baixo,19,0.4655172413793103
BBB_2014B_481150,0,Pass,baixo,7,0.3696964881614492
BBB_2014B_481947,1,Fail,baixo,27,0.0242112986060161
BBB_2014B_483031,0,Distinction,baixo,9,0.4545330884853431
BBB_2014B_483468,0,Pass,baixo,1,0.5360191191532947
BBB_2014B_483485,0,Pass,baixo,10,0.3894292170154239
BBB_2014B_483921,1,Fail,baixo,23,0.0710579176431201
BBB_2014B_485180,0,Pass,baixo,3,0.3613091759205142
BBB_2014B_485262,0,Pass,alto,1,0.4260176918666556
BBB_2014B_485675,0,Fail,baixo,21,0.5310344827586208
BBB_2014B_485980,0,Pass,medio,1,0.3332134766818884
BBB_2014B_486994,0,Distinction,alto,0,0.307264445677246
BBB_2014B_487002,0,Distinction,medio,3,0.369406896551724
BBB_2014B_487543,0,Pass,baixo,7,0.2862787356321838
BBB_2014B_489198,1,Fail,baixo,26,0.0608519269776876
BBB_2014B_490391,0,Pass,baixo,10,0.3471602434077079
BBB_2014B_492928,0,Fail,baixo,23,0.4802177858439201
BBB_2014B_493559,0,Pass,baixo,12,0.4205363984674328
BBB_2014B_494896,0,Pass,baixo,10,0.4432768822689246
BBB_2014B_50069,0,Fail,baixo,14,0.4293840859610927
BBB_2014B_501095,0,Pass,medio,1,0.4074074074074074
BBB_2014B_504352,0,Fail,medio,8,0.4423975931497339
BBB_2014B_504967,1,Fail,baixo,26,0.0840058694057226
BBB_2014B_505899,0,Pass,medio,5,0.4274635236384349
BBB_2014B_506622,0,Distinction,medio,1,0.547673713394559
BBB_2014B_507983,1,Fail,baixo,22,0.2042282430213464
BBB_2014B_508100,0,Fail,medio,3,0.3658725458934997
BBB_2014B_508400,1,Fail,medio,15,0.2711888408978262
BBB_2014B_508470,0,Pass,baixo,9,0.3637891031282502
BBB_2014B_508940,0,Pass,baixo,16,0.572433330077171
BBB_2014B_509696,0,Pass,baixo,5,0.3834015195791935
BBB_2014B_511506,1,Fail,medio,4,0.2567243119106441
BBB_2014B_511901,0,Pass,baixo,17,0.6742438836447697
BBB_2014B_513077,0,Fail,medio,2,0.378430537817511
BBB_2014B_514031,0,Pass,medio,4,0.3836886285403709
BBB_2014B_516601,0,Fail,baixo,14,0.5075366508362587
BBB_2014B_517679,0,Distinction,baixo,6,0.335496230379434
BBB_2014B_519078,0,Pass,baixo,6,0.457859626045288
BBB_2014B_519859,0,Pass,medio,0,0.4038946755515301
BBB_2014B_522087,0,Distinction,baixo,11,0.3656091954022988
BBB_2014B_523247,0,Distinction,medio,1,0.356421665097972
BBB_2014B_52426,1,Fail,baixo,25,0.1430020283975659
BBB_2014B_524290,0,Pass,medio,1,0.4646767525328245
BBB_2014B_525942,0,Fail,baixo,20,0.771342484097757
BBB_2014B_526285,0,Pass,baixo,12,0.3558812928030759
BBB_2014B_529438,0,Fail,baixo,13,0.5089875275128393
BBB_2014B_531755,0,Pass,baixo,17,0.4873183243089199
BBB_2014B_532274,0,Fail,baixo,13,0.2959955506117909
BBB_2014B_532617,0,Distinction,baixo,11,0.4505747126436781
BBB_2014B_533077,1,Fail,medio,11,0.1734731151373465
BBB_2014B_533210,0,Distinction,medio,6,0.3918868932637376
BBB_2014B_533527,0,Fail,baixo,19,0.3665066201076677
BBB_2014B_534143,1,Fail,baixo,23,0.2664963814389101
BBB_2014B_534163,0,Fail,baixo,10,0.3825944170771757
BBB_2014B_535077,0,Pass,medio,6,0.4794333348517286
BBB_2014B_535462,1,Fail,baixo,27,0.1590656284760845
BBB_2014B_535506,0,Pass,baixo,4,0.6339613698305486
BBB_2014B_535548,0,Pass,baixo,13,0.4091954022988506
BBB_2014B_536286,0,Distinction,medio,3,0.3432429639326191
BBB_2014B_536629,0,Pass,baixo,16,0.3317175278175608
BBB_2014B_536805,0,Pass,baixo,14,0.3391682021584627
BBB_2014B_537077,0,Pass,baixo,19,0.5946831053746869
BBB_2014B_537171,0,Pass,baixo,6,0.3223147047166071
BBB_2014B_537373,0,Pass,medio,1,0.4799819635949404
BBB_2014B_537698,0,Pass,medio,5,0.527707267544031
BBB_2014B_539675,1,Fail,baixo,16,0.2087114337568058
BBB_2014B_539894,0,Pass,baixo,12,0.4599532902871273
BBB_2014B_540558,0,Pass,alto,1,0.4613413736481513
BBB_2014B_541769,0,Pass,medio,9,0.2943250034901577
BBB_2014B_542466,0,Pass,baixo,12,0.4504148301788955
BBB_2014B_542547,1,Pass,baixo,16,0.2860932171277
BBB_2014B_544430,1,Fail,baixo,27,0.0616509926854754
BBB_2014B_545146,0,Pass,baixo,10,0.3166430483388442
BBB_2014B_545196,0,Pass,medio,4,0.4377101143021804
BBB_2014B_545223,0,Fail,baixo,25,0.4376657824933687
BBB_2014B_545254,0,Pass,baixo,14,0.6697569248162804
BBB_2014B_546202,0,Pass,baixo,10,0.4033173286774333
BBB_2014B_547018,1,Fail,baixo,19,0.1296800809527516
BBB_2014B_547487,0,Distinction,baixo,16,0.4402013869098508
BBB_2014B_547556,0,Fail,baixo,12,0.4464745239320638
BBB_2014B_548296,1,Fail,baixo,26,0.1090781140042223
BBB_2014B_548445,0,Fail,baixo,14,0.4309104440585463
BBB_2014B_548844,1,Fail,baixo,21,0.0894869638351556
BBB_2014B_549078,0,Fail,baixo,16,0.5225779967159278
BBB_2014B_549190,0,Pass,baixo,19,0.4443509952340903
BBB_2014B_550269,0,Pass,baixo,15,0.4790557741263596
BBB_2014B_551053,0,Fail,baixo,21,0.5882967607105539
BBB_2014B_551252,0,Distinction,medio,2,0.362712553350044
BBB_2014B_551515,0,Pass,medio,0,0.5719359421412888
BBB_2014B_551718,1,Fail,medio,14,0.2510726203718417
BBB_2014B_551953,1,Fail,baixo,20,0.2311557788944723
BBB_2014B_553733,1,Fail,baixo,22,0.2490178961152335
BBB_2014B_553808,0,Pass,baixo,4,0.3240823136818687
BBB_2014B_554004,0,Pass,medio,0,0.4361868696063795
BBB_2014B_554969,0,Distinction,baixo,11,0.4209321120689655
BBB_2014B_555015,0,Distinction,medio,3,0.4305649991905454
BBB_2014B_555860,0,Fail,baixo,13,0.3733314794215795
BBB_2014B_555994,0,Fail,baixo,17,0.5167092379736059
BBB_2014B_556012,0,Fail,baixo,15,0.3399676000925712
BBB_2014B_556853,0,Pass,baixo,14,0.3786030061892131
BBB_2014B_556877,0,Pass,alto,1,0.4258110124891996
BBB_2014B_557029,0,Fail,baixo,18,0.331604874254602
BBB_2014B_557351,1,Fail,baixo,19,0.2435927306616961
BBB_2014B_558084,0,Pass,alto,0,0.3838165144074211
BBB_2014B_558595,0,Pass,baixo,10,0.3170696809271712
BBB_2014B_558921,0,Distinction,medio,8,0.3763888274091453
BBB_2014B_559336,0,Pass,baixo,10,0.4880738821340774
BBB_2014B_559381,0,Pass,baixo,14,0.4186596218020022
BBB_2014B_559467,0,Pass,baixo,24,0.438815990234971
BBB_2014B_559573,1,Fail,baixo,20,0.1523099454133936
BBB_2014B_55968,1,Fail,baixo,14,0.1595402298850575
BBB_2014B_559831,0,Pass,baixo,13,0.4573982849844918
BBB_2014B_559861,0,Pass,alto,1,0.3815315315315314
BBB_2014B_560238,0,Distinction,baixo,0,0.439156454830436
BBB_2014B_560536,0,Pass,baixo,13,0.4276268945173431
BBB_2014B_561060,0,Pass,alto,2,0.3611422172452408
BBB_2014B_561061,0,Pass,baixo,14,0.3944970519921387
BBB_2014B_561953,0,Pass,baixo,13,0.4623824451410658
BBB_2014B_561978,0,Distinction,baixo,6,0.4496833216045038
BBB_2014B_562857,0,Pass,alto,0,0.4525963693801465
BBB_2014B_563413,1,Distinction,medio,4,0.2586472557249881
BBB_2014B_563487,0,Pass,medio,8,0.3389513108614231
BBB_2014B_563754,0,Pass,baixo,16,0.4423524434101967
BBB_2014B_563986,0,Fail,medio,2,0.3700194138855504
BBB_2014B_563987,0,Pass,baixo,3,0.5345749585100497
BBB_2014B_564409,0,Pass,baixo,18,0.507291130554126
BBB_2014B_564906,0,Pass,baixo,2,0.4456548447866328
BBB_2014B_565009,1,Fail,baixo,18,0.1914542728635682
BBB_2014B_565344,1,Fail,baixo,25,0.1136931534232883
BBB_2014B_565869,0,Pass,medio,4,0.368848083698089
BBB_2014B_565988,1,Fail,baixo,27,0.0215827338129496
BBB_2014B_566181,0,Pass,baixo,15,0.452811432121777
BBB_2014B_566669,0,Pass,baixo,7,0.2956875370668474
BBB_2014B_567048,0,Pass,medio,1,0.3184942898325756
BBB_2014B_567059,0,Pass,baixo,23,0.3845841784989858
BBB_2014B_567757,1,Pass,baixo,17,0.2846601390662693
BBB_2014B_567889,0,Pass,baixo,11,0.4659482758620689
BBB_2014B_567963,0,Pass,medio,2,0.333499115826702
BBB_2014B_568042,1,Fail,baixo,26,0.0451843043995243
BBB_2014B_568370,0,Pass,baixo,13,0.6301900070372976
BBB_2014B_568559,0,Pass,medio,4,0.527266196447231
BBB_2014B_568968,0,Pass,baixo,20,0.5300766283524904
BBB_2014B_569225,0,Pass,baixo,16,0.359156882684663
BBB_2014B_569663,0,Pass,alto,1,0.5357729298615999
BBB_2014B_569664,0,Pass,medio,6,0.4188601408008608
BBB_2014B_569761,0,Pass,medio,2,0.3850730884557721
BBB_2014B_569864,0,Pass,baixo,10,0.4288611996522747
BBB_2014B_569970,0,Pass,medio,4,0.429718022762018
BBB_2014B_570031,0,Pass,baixo,7,0.3679885057471264
BBB_2014B_570239,0,Fail,baixo,7,0.353343571129415
BBB_2014B_570437,0,Distinction,alto,0,0.4336791260319052
BBB_2014B_570627,0,Distinction,alto,3,0.6146002384064112
BBB_2014B_571223,0,Pass,medio,7,0.549109454281868
BBB_2014B_571540,0,Pass,baixo,7,0.3839423571796191
BBB_2014B_571614,0,Pass,baixo,4,0.3845443349753695
BBB_2014B_571880,1,Pass,baixo,9,0.2442925089179548
BBB_2014B_571897,0,Pass,baixo,8,0.3463325263364522
BBB_2014B_571954,0,Pass,baixo,6,0.3900234348844994
BBB_2014B_572187,1,Fail,baixo,10,0.215649056205842
BBB_2014B_572290,0,Pass,baixo,7,0.4495597945707997
BBB_2014B_573323,0,Distinction,baixo,17,0.3708920187793427
BBB_2014B_573488,0,Pass,baixo,23,0.3967411898446382
BBB_2014B_573496,1,Pass,baixo,17,0.3170562369821801
BBB_2014B_573806,0,Distinction,medio,7,0.5031136722743749
BBB_2014B_573851,0,Pass,baixo,11,0.6413329209834544
BBB_2014B_573853,0,Pass,baixo,15,0.5627705627705628
BBB_2014B_574569,0,Pass,baixo,11,0.5446170044748618
BBB_2014B_575602,0,Pass,baixo,9,0.4602698650674662
BBB_2014B_575680,0,Pass,baixo,7,0.3613419194017449
BBB_2014B_576375,0,Pass,baixo,16,0.3812077214981026
BBB_2014B_576738,0,Distinction,medio,0,0.460715489160957
BBB_2014B_577304,1,Fail,baixo,27,0.2137931034482758
BBB_2014B_577527,0,Pass,baixo,11,0.4286182324514702
BBB_2014B_577676,0,Pass,baixo,8,0.3820296227725063
BBB_2014B_578003,1,Fail,baixo,23,0.1253591954022988
BBB_2014B_578282,1,Fail,baixo,22,0.1003134796238244
BBB_2014B_578574,0,Pass,medio,5,0.4359154435002458
BBB_2014B_579537,0,Pass,baixo,17,0.4680778422669853
BBB_2014B_579720,1,Fail,baixo,12,0.278623039417259
BBB_2014B_580688,1,Distinction,alto,8,0.2757316719791364
BBB_2014B_581222,0,Pass,baixo,5,0.3214816036957598
BBB_2014B_581353,0,Pass,medio,0,0.4044540229885058
BBB_2014B_581459,1,Fail,baixo,24,0.0594769729229345
BBB_2014B_582742,0,Fail,baixo,13,0.2849404943545926
BBB_2014B_583102,0,Fail,baixo,14,0.4648163723016541
BBB_2014B_583950,0,Fail,baixo,20,0.5164729612909423
BBB_2014B_585048,0,Pass,medio,2,0.4403471733520995
BBB_2014B_585150,0,Pass,baixo,13,0.4215172413793104
BBB_2014B_585547,0,Pass,medio,4,0.4137404580152671
BBB_2014B_585727,1,Fail,baixo,24,0.1948051948051948
BBB_2014B_586086,1,Pass,medio,7,0.1730161120313205
BBB_2014B_586111,0,Fail,baixo,25,0.5079899074852817
BBB_2014B_586712,0,Pass,alto,0,0.4041773611576089
BBB_2014B_586995,0,Pass,medio,0,0.5126191016333939
BBB_2014B_587181,0,Pass,baixo,19,0.398088084670536
BBB_2014B_587524,1,Distinction,medio,7,0.2635071353212282
BBB_2014B_587538,0,Distinction,baixo,12,0.3721707428224214
BBB_2014B_587780,0,Pass,medio,1,0.4966723513996922
BBB_2014B_588039,1,Pass,baixo,15,0.319232136509065
BBB_2014B_588302,0,Pass,medio,1,0.4046536569443473
BBB_2014B_588459,1,Fail,baixo,19,0.1711822660098522
BBB_2014B_588484,0,Pass,baixo,20,0.4506269592476489
BBB_2014B_588685,1,Fail,baixo,24,0.2388384754990925
BBB_2014B_589333,0,Pass,baixo,6,0.5461577387406924
BBB_2014B_589444,0,Distinction,baixo,10,0.3842469790745653
BBB_2014B_589862,0,Pass,medio,7,0.5506175025452614
BBB_2014B_589997,0,Distinction,baixo,15,0.342934024317321
BBB_2014B_590408,0,Fail,baixo,11,0.3724137931034483
BBB_2014B_590812,1,Fail,baixo,21,0.2340425531914893
BBB_2014B_590870,1,Fail,baixo,26,0.0319419237749546
BBB_2014B_591547,0,Fail,medio,13,0.3214957456336766
BBB_2014B_591743,1,Fail,baixo,26,0.1129486277269528
BBB_2014B_592193,0,Distinction,baixo,2,0.515977613287597
BBB_2014B_592725,0,Pass,baixo,15,0.4599829714772244
BBB_2014B_593345,1,Fail,baixo,17,0.2790288529204786
BBB_2014B_594061,0,Distinction,alto,0,0.3800533434939988
BBB_2014B_594417,0,Pass,baixo,20,0.784773343665246
BBB_2014B_595047,0,Pass,medio,2,0.4186543946072076
BBB_2014B_596171,0,Distinction,baixo,3,0.5174560022893118
BBB_2014B_596533,0,Pass,medio,3,0.4578145991939096
BBB_2014B_59725,0,Distinction,medio,5,0.4025974025974025
BBB_2014B_597316,0,Pass,medio,2,0.3737179342042701
BBB_2014B_597730,0,Fail,baixo,9,0.485913905792202
BBB_2014B_597882,0,Pass,alto,1,0.3727560537349191
BBB_2014B_598495,1,Fail,medio,21,0.0841238769261657
BBB_2014B_598614,0,Pass,baixo,23,0.5056221889055472
BBB_2014B_598624,0,Pass,baixo,20,0.3944902548725637
BBB_2014B_598694,0,Pass,baixo,3,0.3870642375338838
BBB_2014B_598918,0,Distinction,medio,5,0.4317463624683127
BBB_2014B_599132,1,Pass,baixo,18,0.3041556145004421
BBB_2014B_599161,1,Fail,alto,6,0.1922422474563323
BBB_2014B_599202,0,Distinction,alto,0,0.3826458036984353
BBB_2014B_599207,0,Pass,alto,3,0.3415708812260536
BBB_2014B_599495,0,Distinction,medio,3,0.5741901776384535
BBB_2014B_599769,1,Fail,baixo,17,0.1296330444403466
BBB_2014B_599990,0,Pass,baixo,4,0.4727193365342645
BBB_2014B_601010,0,Pass,medio,6,0.4319361713754849
BBB_2014B_601238,0,Pass,baixo,14,0.3512410461435948
BBB_2014B_601356,0,Distinction,medio,1,0.43022856387898
BBB_2014B_601616,0,Pass,baixo,16,0.4817073170731707
BBB_2014B_601862,0,Pass,baixo,13,0.4755446544510172
BBB_2014B_602011,0,Fail,baixo,9,0.3259259259259259
BBB_2014B_602815,0,Fail,baixo,21,0.3533418475947212
BBB_2014B_602929,1,Fail,baixo,17,0.1843715239154616
BBB_2014B_602991,0,Pass,alto,1,0.3931134723336006
BBB_2014B_603112,0,Pass,baixo,13,0.4913793103448275
BBB_2014B_603762,0,Distinction,baixo,14,0.3172584499829293
BBB_2014B_604106,0,Pass,baixo,8,0.425775529223805
BBB_2014B_60416,0,Pass,alto,0,0.4050243888685257
BBB_2014B_604962,0,Pass,alto,0,0.4097411725791781
BBB_2014B_605597,0,Fail,baixo,22,0.3897099069512862
BBB_2014B_605672,0,Pass,baixo,10,0.4010938079347423
BBB_2014B_605693,0,Pass,baixo,6,0.4068965517241379
BBB_2014B_605996,0,Pass,baixo,14,0.4111835973904939
BBB_2014B_606069,0,Pass,baixo,17,0.6085434894493053
BBB_2014B_606313,0,Pass,alto,0,0.3715782349900617
BBB_2014B_606529,1,Fail,baixo,19,0.1869478483898546
BBB_2014B_606634,0,Pass,baixo,9,0.393209549071618
BBB_2014B_606690,0,Pass,medio,4,0.4595740729276296
BBB_2014B_607108,1,Fail,baixo,16,0.2721250212332257
BBB_2014B_607220,0,Pass,baixo,3,0.3807274444969296
BBB_2014B_607529,0,Pass,baixo,3,0.3850756010007614
BBB_2014B_607678,0,Pass,baixo,20,0.4655172413793103
BBB_2014B_607953,0,Fail,baixo,16,0.5101679929266136
BBB_2014B_608104,0,Distinction,medio,9,0.4432980360213594
BBB_2014B_608110,1,Pass,baixo,19,0.2406861895685323
BBB_2014B_608164,0,Distinction,medio,2,0.4418631766111872
BBB_2014B_60830,0,Pass,medio,2,0.4455549568965516
BBB_2014B_608407,0,Distinction,medio,0,0.3811098681970721
BBB_2014B_609426,0,Pass,baixo,15,0.4105090311986863
BBB_2014B_609596,0,Distinction,alto,0,0.45711863038036
BBB_2014B_610340,1,Fail,baixo,26,0.2169890664423885
BBB_2014B_610416,0,Pass,medio,0,0.451112309243067
BBB_2014B_610759,0,Pass,baixo,11,0.4113463070444975
BBB_2014B_610802,0,Fail,baixo,23,0.3863636363636363
BBB_2014B_611348,0,Pass,medio,8,0.5246877066007863
BBB_2014B_611475,0,Pass,baixo,9,0.3124851367419739
BBB_2014B_612082,0,Distinction,medio,13,0.4227603534915959
BBB_2014B_612120,1,Fail,baixo,19,0.2227664576802507
BBB_2014B_612212,1,Fail,baixo,27,0.0537231384307846
BBB_2014B_612370,1,Fail,baixo,15,0.2372413793103448
BBB_2014B_612600,1,Fail,baixo,21,0.208797176215042
BBB_2014B_612721,0,Distinction,medio,3,0.3595048629531387
BBB_2014B_612756,0,Pass,alto,2,0.3435209068693999
BBB_2014B_612841,0,Pass,baixo,24,0.5030788177339902
BBB_2014B_612862,0,Distinction,medio,10,0.3044904399094854
BBB_2014B_612919,0,Pass,alto,0,0.4867042707493956
BBB_2014B_613038,0,Pass,baixo,25,0.4564428312159709
BBB_2014B_613047,0,Fail,baixo,16,0.4109666478236292
BBB_2014B_613093,0,Pass,baixo,7,0.3770247441120938
BBB_2014B_613162,0,Pass,baixo,19,0.5150246305418719
BBB_2014B_613170,0,Pass,baixo,4,0.4356277459725735
BBB_2014B_613199,0,Pass,baixo,9,0.5870495203526055
BBB_2014B_613205,0,Fail,baixo,14,0.3723060344827585
BBB_2014B_613299,1,Fail,baixo,21,0.1952745849297573
BBB_2014B_613355,1,Pass,baixo,12,0.2896135014063964
BBB_2014B_613426,0,Pass,medio,2,0.3018226089447488
BBB_2014B_613703,1,Fail,medio,6,0.2332841988256046
BBB_2014B_613718,0,Pass,baixo,20,0.3356507230255839
BBB_2014B_613722,0,Pass,baixo,18,0.3794577070439139
BBB_2014B_613743,0,Pass,baixo,8,0.5007156798959012
BBB_2014B_613832,1,Fail,baixo,20,0.2229774535809018
BBB_2014B_613856,1,Pass,baixo,13,0.2487612498735968
BBB_2014B_613874,0,Pass,baixo,19,0.4239099458535195
BBB_2014B_613881,0,Pass,alto,0,0.3852999058783262
BBB_2014B_613946,0,Pass,baixo,11,0.3227687626774848
BBB_2014B_614039,0,Pass,baixo,1,0.3336065057051
BBB_2014B_614117,0,Pass,baixo,11,0.4522133396969335
BBB_2014B_614130,0,Pass,baixo,10,0.3684584178498986
BBB_2014B_614212,0,Pass,baixo,15,0.377260018639329
BBB_2014B_614357,1,Distinction,baixo,20,0.3266610597140454
BBB_2014B_614403,1,Fail,baixo,27,0.016052318668252
BBB_2014B_614583,0,Distinction,baixo,2,0.3548166392993979
BBB_2014B_614601,1,Pass,baixo,16,0.3182611029115792
BBB_2014B_614629,0,Distinction,medio,1,0.399124834365659
BBB_2014B_614668,0,Pass,baixo,9,0.3246684350132625
BBB_2014B_614693,1,Pass,alto,5,0.2828643149689523
BBB_2014B_614728,0,Pass,baixo,12,0.4367816091954022
BBB_2014B_614732,0,Pass,baixo,20,0.4518819021861617
BBB_2014B_614734,1,Fail,baixo,18,0.1795604788279435
BBB_2014B_614738,0,Distinction,baixo,4,0.4441121276096645
BBB_2014B_614741,0,Pass,alto,1,0.366945712311251
BBB_2014B_614742,0,Pass,baixo,8,0.4315043735993638
BBB_2014B_614744,0,Pass,baixo,18,0.373350361856109
BBB_2014B_614745,0,Pass,baixo,23,0.3860779890428616
BBB_2014B_614871,0,Pass,alto,2,0.3372981230903536
BBB_2014B_614909,0,Distinction,baixo,7,0.3728484016698119
