aluno,b0,b1,b2,b3,b4,b5,b6,n_provas_com_clique,final_result,faixa_volume,aprovado,cluster,padrao
BBB_2013B_378462,0.7974582054208129,0.07853133234047428,0.0332512315270936,0.054981397271599834,0.017241379310344827,0.01853645412967447,0.0,7,Pass,medio,True,0,crescente
BBB_2013B_378543,0.5954621713550284,0.12677294237853245,0.14709878316244776,0.060931467181467185,0.016283364109451064,0.018633540372670808,0.03481773144040225,7,Pass,baixo,True,0,crescente
BBB_2013B_379402,0.6804163034001743,0.25675675675675674,0.0,0.0,0.0,0.0020161290322580645,0.060810810810810814,4,Fail,baixo,False,0,crescente
BBB_2013B_384678,0.3950305984626277,0.02512617927792064,0.14565947994881576,0.08340419355085653,0.043980640438964325,0.09552104538646004,0.211277862934355,7,Fail,baixo,False,2,decrescente
BBB_2013B_386348,0.204127605553057,0.15169021177183936,0.109226967167916,0.1396079553116674,0.10538811527056116,0.19654517489603116,0.09341397002892794,7,Pass,alto,True,2,decrescente
BBB_2013B_387702,0.18905895691609978,0.027210884353741496,0.1383219954648526,0.1388888888888889,0.13151927437641722,0.027777777777777776,0.34722222222222227,3,Fail,baixo,False,2,decrescente
BBB_2013B_388205,0.3351942501942502,0.08333333333333333,0.08512820512820513,0.04807692307692307,0.08279331779331779,0.13489898989898988,0.23057498057498058,6,Fail,baixo,False,2,decrescente
BBB_2013B_388360,0.3233720930232558,0.29956282957886804,0.09518286311389759,0.05970863405506549,0.058678160919540236,0.10046511627906977,0.06303030303030303,5,Fail,baixo,False,1,constante
BBB_2013B_388410,0.2444173313832675,0.09123516273023052,0.10736913258282366,0.02985951919120672,0.19640214576396597,0.06354051054384018,0.26717619780466545,6,Fail,baixo,False,2,decrescente
BBB_2013B_388484,0.1858974358974359,0.0,0.07051282051282051,0.18360805860805862,0.16666666666666666,0.39331501831501836,0.0,2,Fail,baixo,False,2,decrescente
BBB_2013B_389369,0.3055379421850721,0.09028270200402165,0.2254119736183597,0.12679248434549942,0.06419297087664662,0.1178596723850028,0.06992225458539772,7,Distinction,medio,True,1,constante
BBB_2013B_390220,0.31057955649792385,0.12164502164502165,0.06176046176046176,0.1749271137026239,0.07893806873398711,0.20317018582324706,0.04897959183673469,7,Pass,baixo,True,2,decrescente
BBB_2013B_390442,0.3746975014120311,0.12558238642844174,0.09063288193959701,0.11250221043324492,0.01215738284703802,0.18660064109407548,0.0978269958455717,6,Distinction,baixo,True,0,crescente
BBB_2013B_390461,0.4060185185185185,0.39706589706589707,0.0,0.015584415584415584,0.007792207792207792,0.051461038961038964,0.12207792207792208,5,Fail,baixo,False,1,constante
BBB_2013B_392213,0.4285189861630432,0.21275270814228736,0.02359743897559024,0.023335230506545245,0.16750921043611403,0.06511496771951295,0.07917145805690697,7,Pass,medio,True,0,crescente
BBB_2013B_392428,0.23869177070611314,0.22563466186209177,0.07782545921232052,0.1476530363391677,0.1529919073778723,0.15262440992367998,0.004578754578754579,6,Pass,baixo,True,1,constante
BBB_2013B_392614,0.3142712550607287,0.1576417004048583,0.009615384615384616,0.012904858299595142,0.1971153846153846,0.048836032388663964,0.25961538461538464,4,Fail,baixo,False,2,decrescente
BBB_2013B_39655,0.04031152345211734,0.18166448805043042,0.17647880438578115,0.24660633484162894,0.10144206136920163,0.1988217073573112,0.05467508054352933,6,Distinction,baixo,True,2,decrescente
BBB_2013B_397118,0.2847763830539446,0.20650378027678293,0.05131163460625026,0.12749077118542726,0.05456823386662118,0.10553445170095117,0.16981474531002258,7,Pass,medio,True,1,constante
BBB_2013B_398084,0.18227697793353226,0.24040191819324894,0.10882873338805936,0.05255471371133741,0.15328530770366275,0.10726787987426285,0.15538446919589638,7,Pass,medio,True,1,constante
BBB_2013B_399792,0.0,0.0,0.23,0.075,0.695,0.0,0.0,1,Fail,baixo,False,2,decrescente
BBB_2013B_400049,0.24378856827392048,0.20853130116531568,0.12998414058989247,0.139304533915477,0.03158244584119652,0.05943530673077528,0.18737370348342258,7,Fail,medio,False,1,constante
BBB_2013B_400469,0.33565502717619694,0.06318449483006446,0.1244096913837202,0.0875863690518863,0.1275274269381646,0.11481221407563616,0.14682477654433132,7,Pass,medio,True,2,decrescente
BBB_2013B_400474,0.05196349613872078,0.1918773041936642,0.24650676487967885,0.18862117414748994,0.17386016229975723,0.07218045112781955,0.07499064721286942,6,Pass,medio,True,1,constante
BBB_2013B_400894,0.5893804518804518,0.17781531531531533,0.042328042328042326,0.0,0.0026455026455026454,0.021164021164021163,0.16666666666666666,6,Pass,baixo,True,0,crescente
BBB_2013B_401339,0.21256081346534658,0.3464456224826763,0.12724043535960936,0.039713005017589585,0.07172575434028101,0.08580509322405415,0.11650927611044304,7,Pass,alto,True,1,constante
BBB_2013B_401349,0.23930397147838636,0.27674745318286076,0.13583846400967975,0.07179012509359414,0.13024689062035838,0.06472260003169432,0.08135049558342632,7,Distinction,medio,True,1,constante
BBB_2013B_403093,0.3194444444444444,0.018518518518518517,0.22297297297297294,0.0,0.16666666666666666,0.013888888888888888,0.25850850850850854,6,Pass,baixo,True,2,decrescente
BBB_2013B_404022,0.27966505114364015,0.15288538502751065,0.258396359454551,0.08108144890554393,0.06663487948759719,0.10787635850773566,0.053460517473421475,7,Pass,alto,True,1,constante
BBB_2013B_404727,0.17730238488937725,0.2685163112090123,0.1056892137091896,0.08612949495120502,0.06449955180177856,0.1525277490203106,0.14533529441912663,7,Fail,baixo,False,1,constante
BBB_2013B_405471,0.49359820374064317,0.17464942360001637,0.04248366013071895,0.050837333746116785,0.10243622954213459,0.04237118035404949,0.09362396888632069,6,Pass,medio,True,0,crescente
BBB_2013B_405995,0.33147290199106483,0.1482346859690822,0.11589580664225106,0.05783635796318105,0.18862172643312242,0.08540995345506623,0.07252856754623219,7,Pass,medio,True,1,constante
BBB_2013B_406311,0.1965669988925803,0.04421768707482993,0.22683503261846166,0.14373472074218016,0.09035788228334814,0.2562452800339091,0.042042398354690716,7,Fail,baixo,False,2,decrescente
BBB_2013B_408112,0.35916518969192557,0.1059604568084217,0.14914709747111982,0.18281711194719974,0.1010497029351778,0.08579674293960007,0.01606369820655535,7,Pass,baixo,True,1,constante
BBB_2013B_409662,0.4498484462750842,0.16197580091054037,0.1588841512602275,0.024938121701769952,0.07651492882775839,0.06044599770719341,0.06739255331742618,7,Pass,medio,True,0,crescente
BBB_2013B_410739,0.2388536330684792,0.19452834714875658,0.11264312438854242,0.03764266151284233,0.2792003589289026,0.0790644431040843,0.05806743184839258,7,Pass,medio,True,1,constante
BBB_2013B_411197,0.0574712643678161,0.43833488661074865,0.013513513513513514,0.09350730040385213,0.24774774774774774,0.0574712643678161,0.09195402298850575,3,Fail,baixo,False,1,constante
BBB_2013B_412407,0.3765139713569045,0.12174431188950442,0.03142180785357621,0.048865365544211,0.039994258572994414,0.13522909163665467,0.24623119314615477,7,Pass,medio,True,2,decrescente
BBB_2013B_412654,0.31330711953812257,0.1260157558464115,0.21244072991793356,0.05545058736548098,0.14311043566362716,0.05508515462922758,0.09459021703919664,7,Pass,baixo,True,1,constante
BBB_2013B_413984,0.509811214426599,0.08132713440405748,0.19494223724992957,0.021302714379637457,0.04416737109044801,0.10824269747346671,0.040206630975861746,7,Pass,baixo,True,0,crescente
BBB_2013B_414958,0.5964447818767441,0.08771665158067653,0.0081799591002045,0.1941739242352739,0.024581782828790772,0.0273224043715847,0.061580496006725514,6,Pass,baixo,True,0,crescente
BBB_2013B_415716,0.12077251165461693,0.3965863527997837,0.0824367959763701,0.12959242890942368,0.12913817244378564,0.049019607843137254,0.09245413037288264,6,Distinction,medio,True,1,constante
BBB_2013B_415760,0.42813238770685574,0.07047872340425532,0.0,0.10555555555555556,0.11805555555555557,0.2777777777777778,0.0,6,Pass,baixo,True,0,crescente
BBB_2013B_416007,0.35406971913049234,0.09823021181716833,0.19997759492833383,0.1220874910530083,0.08632583891204582,0.11248505620292941,0.026824087956021987,7,Pass,medio,True,1,constante
BBB_2013B_416314,0.1059914210599142,0.08599695585996955,0.22215303722153038,0.20520271205202711,0.19022415940224158,0.04057700290577003,0.14985471149854712,2,Fail,baixo,False,2,decrescente
BBB_2013B_416654,0.223653948432315,0.08505010949433904,0.1995830708238822,0.08889031744290475,0.181558591566346,0.15914502690392238,0.06211893533629058,7,Pass,alto,True,2,decrescente
BBB_2013B_418325,0.3247167417309639,0.09782186412871842,0.13178441784895972,0.04368196087941311,0.06271377944879385,0.07812680904657421,0.2611544269165768,7,Pass,medio,True,2,decrescente
BBB_2013B_420604,0.5586917562724014,0.1315359477124183,0.0196078431372549,0.03431372549019608,0.1774193548387097,0.0,0.0784313725490196,4,Fail,baixo,False,0,crescente
BBB_2013B_421205,0.4650032727169242,0.0,0.13937060673325935,0.04298642533936651,0.15875211659409774,0.1938875786163522,0.0,6,Fail,baixo,False,0,crescente
BBB_2013B_422070,0.37817988830752425,0.18529411764705883,0.0,0.0,0.1353174603174603,0.0,0.3012085337279566,6,Fail,baixo,False,0,crescente
BBB_2013B_423314,0.17090864520287416,0.1247780747619791,0.3628597772112678,0.01468445970553041,0.1512422755204088,0.009689922480620155,0.1658368451173196,6,Fail,baixo,False,1,constante
BBB_2013B_423871,0.2879244787223806,0.1906083944949256,0.1164763238218652,0.09420169053888652,0.08726227839928365,0.12163411642201792,0.10189271760064053,7,Pass,alto,True,1,constante
BBB_2013B_425747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Fail,baixo,False,1,constante
BBB_2013B_425808,0.32362914653192837,0.08605312383220982,0.10680740804455027,0.12272033663060031,0.19041418445481034,0.05950481992971005,0.11087098057619084,7,Pass,medio,True,2,decrescente
BBB_2013B_425820,0.3227815291368498,0.23863312999105382,0.12866571542460278,0.021205464536985484,0.1340260979307528,0.11855368371076938,0.03613437926898593,7,Pass,medio,True,1,constante
BBB_2013B_426650,0.641760823903681,0.18897622111907825,0.0019305019305019305,0.0,0.0905115292870395,0.05309974697729799,0.023721176782401272,7,Pass,baixo,True,0,crescente
BBB_2013B_426838,0.3920137379578269,0.16842490741366758,0.11952960666756929,0.06644824724558077,0.11467701733019267,0.07405479393045532,0.06485168945470746,7,Pass,medio,True,1,constante
BBB_2013B_427536,0.17595621372219108,0.3763029146581353,0.0998656586815398,0.08667736226315284,0.10812582974644736,0.09234833659491194,0.060723684333621644,7,Pass,medio,True,1,constante
BBB_2013B_427704,0.6163405930847791,0.09205786333445909,0.0,0.09805769578159484,0.09864347630305077,0.0790273556231003,0.015873015873015872,7,Pass,baixo,True,0,crescente
BBB_2013B_427773,0.559211252068395,0.025714285714285714,0.1191860465116279,0.03705755589476519,0.03973421926910299,0.13046511627906976,0.08863152426275349,7,Pass,baixo,True,0,crescente
BBB_2013B_429038,0.16004094605909694,0.32084012543456675,0.010667583554707776,0.09076498100888344,0.13070928882046295,0.1586154260572865,0.12836164906499564,7,Pass,baixo,True,1,constante
BBB_2013B_429494,0.018726591760299626,0.3146067415730337,0.11299435028248588,0.0,0.12994350282485875,0.423728813559322,0.0,3,Fail,baixo,False,2,decrescente
BBB_2013B_430357,0.5764806404371761,0.041563050914737366,0.12968459229958615,0.11894958977301424,0.07678448423956462,0.04338153503893215,0.013156107296989456,7,Fail,medio,False,0,crescente
BBB_2013B_432004,0.0,0.0,0.125,0.28205128205128205,0.27499999999999997,0.0,0.317948717948718,3,Fail,baixo,False,2,decrescente
BBB_2013B_432232,0.6619971390006233,0.2102206736353078,0.036293436293436294,0.020905923344947733,0.02040816326530612,0.05017466446037875,0.0,7,Pass,baixo,True,0,crescente
BBB_2013B_432870,0.3037889520006904,0.16367096671444498,0.16351770006344646,0.02502553626149132,0.10821954931104208,0.09142444856730571,0.144352847081579,7,Pass,medio,True,1,constante
BBB_2013B_433531,0.19438069961840446,0.14839409409237783,0.07674597096610371,0.18292210286343685,0.0807186628338651,0.1951416416434278,0.12169682798238424,7,Pass,medio,True,2,decrescente
BBB_2013B_433755,0.3387855822971075,0.03166518661713127,0.14093953398933837,0.11490858536684326,0.11588144425495102,0.042055609939526915,0.21576405753510164,7,Pass,medio,True,2,decrescente
BBB_2013B_433939,0.4043560606060606,0.07264610389610389,0.05128205128205129,0.032327586206896554,0.0251530079116286,0.3998673740053051,0.014367816091954025,6,Fail,baixo,False,2,decrescente
BBB_2013B_434192,0.37446049653306274,0.2079154234297483,0.07850734005159597,0.038123959867967586,0.16524659601280156,0.11239830462012342,0.02334787948470041,7,Pass,baixo,True,1,constante
BBB_2013B_434353,0.27103938789858034,0.049884311091207646,0.16717981771328397,0.1186320149911827,0.2176533463846364,0.159465752826222,0.016145369094886963,7,Pass,medio,True,2,decrescente
BBB_2013B_434646,0.36332666156082694,0.1677100539095952,0.07676717649838737,0.10085743469017829,0.10164002866796162,0.0705124032873872,0.11918624138566333,7,Pass,alto,True,1,constante
BBB_2013B_435245,0.20806903582164268,0.1746598835453939,0.17983413148329314,0.08560891770993352,0.16454631498202693,0.07364259414318207,0.11363912231452776,7,Pass,medio,True,1,constante
BBB_2013B_437562,0.6078042328042328,0.36732804232804234,0.0,0.0047619047619047615,0.010846560846560847,0.009259259259259259,0.0,6,Pass,baixo,True,0,crescente
BBB_2013B_437967,0.29031548808334523,0.0707942792501616,0.26228742371074304,0.07727986299414871,0.10799715865367125,0.05448717948717948,0.1368386078207507,7,Pass,medio,True,1,constante
BBB_2013B_438703,0.5146685673556665,0.01020408163265306,0.10747072599531617,0.09208430913348946,0.10714285714285714,0.1326530612244898,0.035776397515527955,7,Pass,baixo,True,0,crescente
BBB_2013B_439857,0.3297496154639012,0.07418375275518133,0.1678430696287839,0.022108843537414966,0.1610799914371343,0.17338811981669125,0.07164660736089308,7,Pass,medio,True,2,decrescente
BBB_2013B_440057,0.20321731857685252,0.2790156398973024,0.22696866939106744,0.14935763161569612,0.018893011750154603,0.028822790113112694,0.09372493865581423,7,Pass,baixo,True,1,constante
BBB_2013B_440509,0.18758655873078803,0.20653949920184153,0.16849865047509827,0.22376476245942742,0.06301154612676481,0.09912411607986606,0.05147486692621391,6,Pass,baixo,True,1,constante
BBB_2013B_441000,0.011037527593818985,0.05405405405405406,0.6144418048391558,0.0,0.1612984146096729,0.08973211622218245,0.0694360826811158,3,Fail,baixo,False,1,constante
BBB_2013B_441181,0.37467764820620364,0.2149901984807645,0.026239067055393587,0.09052478134110786,0.18996124582237076,0.016326530612244896,0.0872805284819147,7,Pass,baixo,True,1,constante
BBB_2013B_441255,0.43817823469153927,0.11573134812181776,0.09487805741389685,0.0837484693468832,0.16206420798731455,0.008601465434851864,0.09679821700369647,7,Distinction,baixo,True,0,crescente
BBB_2013B_442012,0.13457002843727875,0.23934690829410887,0.13503379448764774,0.14618551213772943,0.15293543325997686,0.09374079359113967,0.09818752979211867,7,Pass,medio,True,1,constante
BBB_2013B_442183,0.6280115332344173,0.0,0.002421307506053269,0.06247819237235269,0.1272543952078648,0.08832183602476591,0.09151273565454603,7,Pass,baixo,True,0,crescente
BBB_2013B_442456,0.8334133653461384,0.0,0.0,0.06862745098039216,0.024489795918367346,0.04081632653061225,0.03265306122448979,5,Fail,baixo,False,0,crescente
BBB_2013B_442466,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,3,Pass,baixo,True,1,constante
BBB_2013B_443288,0.20277839333027428,0.28936507295393366,0.15094790334818092,0.09981008653710746,0.11228365605399063,0.07002725494478149,0.07478763283173155,7,Distinction,alto,True,1,constante
BBB_2013B_444117,0.1962233169129721,0.10636277302943971,0.2035212552453932,0.41269607361561383,0.06885090218423552,0.0,0.012345679012345678,6,Distinction,baixo,True,1,constante
BBB_2013B_444408,0.1956845238095238,0.22348019125683058,0.13875878220140514,0.023809523809523808,0.2638173302107728,0.08897345823575331,0.06547619047619048,5,Fail,baixo,False,1,constante
BBB_2013B_444784,0.0,0.23474288371475072,0.00980392156862745,0.11304347826086955,0.3140942195059842,0.20353627617054731,0.1247792207792208,5,Fail,baixo,False,2,decrescente
BBB_2013B_444926,0.5090528044248552,0.1298864160139115,0.018493202703729016,0.009711779448621552,0.09194469323779668,0.12384442035077245,0.11706668382031359,7,Pass,baixo,True,0,crescente
BBB_2013B_445065,0.20307223357709764,0.13074377362782694,0.11822438095562311,0.10615915471722177,0.11404806616755339,0.20542393284420907,0.12232845811046811,7,Distinction,alto,True,2,decrescente
BBB_2013B_445125,0.0,0.19038268883991186,0.047004608294930875,0.08485063590653653,0.40741644483880507,0.12,0.15034562211981564,7,Fail,baixo,False,2,decrescente
BBB_2013B_445889,0.2100705659510778,0.23106668222550283,0.13087588783676135,0.2597106378082344,0.06445521944060591,0.06460418562329391,0.0392168211145238,7,Pass,medio,True,1,constante
BBB_2013B_446045,0.21808723489395757,0.23037569458163012,0.0782694735405507,0.2537148128895695,0.013227513227513227,0.061002178649237467,0.14532309221754142,7,Pass,baixo,True,1,constante
BBB_2013B_446856,0.09325958061913119,0.22466945280035666,0.11970670248735278,0.11764621146643618,0.1798454372569417,0.14494785318092468,0.11992476218885684,6,Fail,medio,False,2,decrescente
BBB_2013B_447759,0.2090128156744761,0.17707874395512518,0.14646095479898277,0.08865692144528668,0.11992929732872085,0.14068294158482805,0.11817832521258034,7,Pass,alto,True,2,decrescente
BBB_2013B_447782,0.29933234119416785,0.10911550078774346,0.08951996063627601,0.13731436826674923,0.1100078792255663,0.18127677651487176,0.07343317337462536,7,Distinction,medio,True,2,decrescente
BBB_2013B_465599,0.3072156117097585,0.20459968602825748,0.13397580751154559,0.1553500387496771,0.0449367088607595,0.08756067383648995,0.06636147330351196,7,Pass,baixo,True,1,constante
BBB_2013B_466037,0.5151849888064098,0.0975609756097561,0.09722222222222222,0.0,0.024787910922587485,0.1515921409214092,0.11365176151761518,4,Fail,baixo,False,0,crescente
BBB_2013B_466810,0.1487988462222427,0.16166592396770957,0.1980828002262882,0.15557641586109786,0.16903347918545486,0.05405478771195351,0.11278774682525328,7,Pass,medio,True,1,constante
BBB_2013B_466959,0.37063492063492065,0.25,0.0,0.0,0.2722222222222222,0.0,0.10714285714285714,4,Fail,baixo,False,1,constante
BBB_2013B_466973,0.5888172043010752,0.017948717948717947,0.015384615384615385,0.07861869313482217,0.1325641025641026,0.15128205128205127,0.015384615384615385,5,Fail,baixo,False,0,crescente
BBB_2013B_467035,0.21265595245974853,0.13344226579520696,0.11973568123300744,0.11475869809203143,0.11537597358942542,0.17626801730577682,0.1277634115248034,6,Pass,baixo,True,2,decrescente
BBB_2013B_467292,0.49616123542920276,0.1923458459295244,0.13852533234555706,0.03522504892367906,0.053772070626003206,0.03571428571428571,0.04825618103174777,7,Pass,medio,True,0,crescente
BBB_2013B_467756,0.6105610561056105,0.0,0.18333333333333335,0.05610561056105611,0.005555555555555556,0.044444444444444446,0.09999999999999999,3,Fail,baixo,False,0,crescente
BBB_2013B_468021,0.3448582096320706,0.09852389878163073,0.08505154639175258,0.06976744186046512,0.2768926767774418,0.07258064516129033,0.05232558139534884,4,Fail,baixo,False,2,decrescente
BBB_2013B_468949,0.5398065992142647,0.0700035956133517,0.08354835671908843,0.03645723645723646,0.10781817611085905,0.11592241139279467,0.04644362449240498,7,Pass,baixo,True,0,crescente
BBB_2013B_469683,0.46418724435691566,0.15458937198067632,0.0,0.1481384694799329,0.061507936507936505,0.06328881145954317,0.10828816621499548,6,Pass,baixo,True,0,crescente
BBB_2013B_470318,0.5155808909931588,0.14440873033330798,0.14506135787648392,0.015902840826852983,0.02038854961413891,0.026227551881712607,0.13243007847434476,7,Pass,medio,True,0,crescente
BBB_2013B_470653,0.4754795076329431,0.1653890824622532,0.18046087293171068,0.0313588850174216,0.015873015873015872,0.0930101151514835,0.03842852093117204,7,Fail,baixo,False,0,crescente
BBB_2013B_471219,0.4024286624654818,0.0,0.059548254620123205,0.043835115296561165,0.345783473766197,0.08908045977011494,0.05932403408152187,4,Fail,medio,False,2,decrescente
BBB_2013B_471525,0.29758050844726086,0.05598412895564098,0.16453278446299083,0.042468461095938645,0.11064454788905127,0.14999467511340997,0.1787948940357074,7,Pass,medio,True,2,decrescente
BBB_2013B_472586,0.4547393317999078,0.07243589743589744,0.05999301187980433,0.1510796221322537,0.10313390313390314,0.03703703703703704,0.12158119658119658,6,Pass,baixo,True,0,crescente
BBB_2013B_473095,0.5415040213774855,0.12136953955135775,0.043872549603339986,0.03831168831168831,0.046930342384887844,0.06968641114982578,0.13832544762141483,7,Fail,baixo,False,0,crescente
BBB_2013B_473328,0.3120955406323928,0.22831278935750424,0.2694355878862921,0.03805473618409486,0.05094775774387424,0.03869885982562039,0.06245472837022133,7,Pass,baixo,True,1,constante
BBB_2013B_475095,0.4107119386485285,0.12351501712756124,0.023622047244094488,0.19711736453665943,0.1060848564528345,0.12297655376809956,0.01597222222222222,6,Pass,baixo,True,0,crescente
BBB_2013B_475460,0.06363636363636364,0.0,0.29134199134199135,0.22510822510822512,0.006493506493506493,0.24675324675324675,0.16666666666666666,6,Fail,baixo,False,2,decrescente
BBB_2013B_475688,0.14616422484601949,0.30824501003691296,0.15802375119297135,0.05451979895507172,0.11978905221486515,0.09904652382174252,0.11421163893241681,7,Pass,medio,True,1,constante
BBB_2013B_476201,0.3609596054987367,0.10383607946048061,0.14690503760144238,0.06896434779797246,0.1572126110025363,0.09240475945773205,0.06971755918109954,7,Distinction,medio,True,2,decrescente
BBB_2013B_476369,0.0838869463869464,0.21600780172208744,0.38270706931421217,0.16926406926406928,0.05054945054945055,0.032272176022176025,0.06531248674105818,7,Pass,baixo,True,1,constante
BBB_2013B_476596,0.39210777920513185,0.2568566958483609,0.048479728859655,0.0658501002580869,0.07308412856304823,0.04266759335313073,0.12095397391258635,7,Pass,alto,True,1,constante
BBB_2013B_476709,0.39026135453282634,0.05181677657596033,0.1435479097174655,0.0409111806508836,0.08678339001124265,0.14174768450166342,0.14493170400995822,7,Pass,medio,True,2,decrescente
BBB_2013B_476710,0.30942752756683223,0.060917583148769515,0.14766826235452718,0.17195200912228392,0.13730114243460587,0.044397824919441456,0.12833565045353984,7,Pass,medio,True,2,decrescente
BBB_2013B_476783,0.15729195821304254,0.26759099716059653,0.07657796845729241,0.15074533219340563,0.08476945711066444,0.1726777192989111,0.09034656756608735,7,Distinction,alto,True,1,constante
BBB_2013B_477009,0.40685954015473463,0.26974633553580923,0.10453216374269007,0.016018306636155607,0.028985507246376812,0.09403820816864294,0.07981993851559069,6,Fail,baixo,False,1,constante
BBB_2013B_477011,0.2032499492310747,0.24379801645574792,0.1648416527665706,0.13776569389083773,0.10230000644311033,0.09913077062428303,0.04891391058837572,7,Pass,alto,True,1,constante
BBB_2013B_477164,0.5450056116722783,0.3545454545454545,0.07575757575757576,0.0,0.024691358024691357,0.0,0.0,6,Pass,baixo,True,1,constante
BBB_2013B_477167,0.3146807663551123,0.1242943411549128,0.15435047244680924,0.09629782167831832,0.17495215021384386,0.045655392908727596,0.08976905524227588,7,Distinction,alto,True,1,constante
BBB_2013B_477734,0.13769664212557473,0.17114263153524614,0.26552834813427567,0.08393531780628556,0.14820306530417623,0.11988753179145886,0.07360646330298283,7,Pass,baixo,True,1,constante
BBB_2013B_478444,0.5473304473304473,0.0,0.05494505494505495,0.14545454545454545,0.0,0.25226995226995225,0.0,7,Distinction,baixo,True,0,crescente
BBB_2013B_478792,0.21960161795084132,0.17146309665197124,0.08869806316374522,0.12620758445103805,0.19484116547224822,0.1354302218074673,0.06375825050268856,7,Fail,medio,False,2,decrescente
BBB_2013B_478873,0.4807692307692308,0.13764044943820225,0.0,0.014044943820224719,0.042134831460674156,0.3254105445116681,0.0,2,Fail,baixo,False,0,crescente
BBB_2013B_479060,0.21293261414342912,0.17996192202567668,0.11890820496179037,0.10496903806000987,0.12008407728024793,0.13151479909165126,0.13162934443719476,7,Distinction,alto,True,2,decrescente
BBB_2013B_479171,0.27862874785214126,0.06256013189898713,0.08044583571117932,0.11959843865990046,0.13841042077785826,0.2046431585768664,0.1157132665230672,7,Pass,medio,True,2,decrescente
BBB_2013B_479343,0.21629674904755186,0.3254372567363438,0.15695541021474155,0.03023955476703998,0.08414495798957224,0.11737313103822496,0.06955294020652555,7,Pass,medio,True,1,constante
BBB_2013B_479516,0.1991641629390242,0.1274590468247961,0.02939331200200766,0.04935650194958705,0.19258638402660141,0.3062088274044796,0.09583176485350398,6,Pass,baixo,True,2,decrescente
BBB_2013B_479519,0.22620337326681428,0.1226785348002856,0.1560278078146134,0.09903873831698495,0.1063450118623728,0.16059187262947555,0.12911466130945337,7,Fail,alto,False,2,decrescente
BBB_2013B_480382,0.44788430134569873,0.04181184668989547,0.1375588162677838,0.033889165422266464,0.056883180393174894,0.2072803961122318,0.07469229376894883,7,Pass,baixo,True,0,crescente
BBB_2013B_480458,0.32245874613985454,0.11727308666002721,0.11411524109345941,0.06101643519022358,0.21037972774605085,0.11516270815707476,0.05959405501330967,7,Fail,baixo,False,2,decrescente
BBB_2013B_480507,0.19335313474310212,0.19432599588817956,0.20946331284739952,0.05769997654234107,0.17799420232136803,0.0550303355181404,0.11213304213946929,7,Pass,medio,True,1,constante
BBB_2013B_480554,0.327054911049837,0.2732996606569825,0.11848005141350196,0.034934497816593885,0.022656074786266484,0.09004950643829299,0.13352529783852515,7,Pass,medio,True,1,constante
BBB_2013B_480650,0.28373998766849245,0.1577765226379233,0.11045472711307999,0.11707280893552674,0.08161859752695641,0.10941939528647615,0.139917960831545,7,Distinction,alto,True,2,decrescente
BBB_2013B_480815,0.1414526388689023,0.13540447204017486,0.23231894074800558,0.20203946977113288,0.10515225111966799,0.11078663868911953,0.07284558876299684,7,Pass,alto,True,1,constante
BBB_2013B_481010,0.38850895499862403,0.31019800434363215,0.02915827345569706,0.04144070349790232,0.10364877058449287,0.1120961555698949,0.014949137549756745,7,Distinction,medio,True,1,constante
BBB_2013B_481143,0.6142857142857143,0.18571428571428572,0.0,0.1,0.0,0.0,0.1,5,Fail,baixo,False,0,crescente
BBB_2013B_481580,0.2677593051186134,0.14702856902966052,0.03523016550486079,0.10822271277075503,0.22277439179867242,0.1116908229546139,0.10729403282282392,7,Distinction,alto,True,2,decrescente
BBB_2013B_481607,0.15296140941720035,0.2830930198821058,0.19456679642323205,0.10053289243653048,0.17263135228251508,0.0951071098463454,0.0011074197120708748,7,Distinction,alto,True,1,constante
BBB_2013B_482467,0.5104253295521107,0.18426501035196688,0.02040816326530612,0.12939523635541175,0.10902099970422952,0.0,0.04648526077097505,7,Pass,baixo,True,0,crescente
BBB_2013B_482710,0.3461906934523755,0.05418004502408353,0.07521270296521725,0.09705917765336224,0.10510502874671256,0.13672700315254807,0.1855253490057008,7,Pass,medio,True,2,decrescente
BBB_2013B_482766,0.15315783741801617,0.24132846459319768,0.2727047034395595,0.07477405635300372,0.008771929824561403,0.18975468975468976,0.05950831861697184,6,Pass,baixo,True,1,constante
BBB_2013B_483064,0.24659515039780883,0.28918121359351046,0.04968181875714147,0.13035170797909618,0.18682410249645207,0.035133276643172624,0.06223273013281835,7,Pass,alto,True,1,constante
BBB_2013B_483074,0.22425745686813317,0.20674657511204939,0.18809908057166322,0.08372751105531188,0.11238882352151512,0.119363323455587,0.06541722941574021,7,Distinction,medio,True,1,constante
BBB_2013B_483109,0.35042645600995703,0.09727389433123838,0.07062791808767664,0.17565278178960272,0.10071903281158814,0.0817021292373405,0.12359778773259658,7,Pass,medio,True,2,decrescente
BBB_2013B_483243,0.1776644582339441,0.16767109021107393,0.1573774695386243,0.03920447536038934,0.20670155942813392,0.08369220086487639,0.16768874636295797,7,Pass,medio,True,2,decrescente
BBB_2013B_483411,0.5349894857259696,0.015432098765432098,0.0836287994162066,0.006472491909385113,0.09360410830999066,0.2222222222222222,0.043650793650793655,6,Fail,baixo,False,0,crescente
