aluno,total,p_comeco,p_meio,p_fim,semanas_mortas,cliques_ultimo_terco,ativo_no_fim,final_result,faixa_volume,timing,subtipo
BBB_2013B_494095,315,0.726984126984127,0.17777777777777778,0.09523809523809523,9,30,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_494278,955,0.381151832460733,0.34554973821989526,0.2732984293193717,7,261,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_494838,67,1.0,0.0,0.0,29,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_495674,38,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_495856,390,0.5307692307692308,0.1794871794871795,0.28974358974358977,14,113,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_496041,383,0.4046997389033943,0.43342036553524804,0.1618798955613577,15,62,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_496070,546,0.5201465201465202,0.23992673992673993,0.23992673992673993,9,131,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_496220,432,0.3773148148148148,0.3726851851851852,0.25,5,108,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_496243,307,0.8078175895765473,0.19218241042345277,0.0,16,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_496674,89,0.9438202247191011,0.033707865168539325,0.02247191011235955,20,2,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_497088,316,0.34810126582278483,0.5537974683544303,0.0981012658227848,21,31,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_497280,172,0.6453488372093024,0.22674418604651161,0.12790697674418605,14,22,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_497468,171,0.4678362573099415,0.3391812865497076,0.19298245614035087,12,33,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_497607,43,1.0,0.0,0.0,28,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_498065,4000,0.51825,0.30725,0.1745,0,698,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_498131,2172,0.44659300184162065,0.3291896869244936,0.22421731123388583,3,487,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_498175,493,0.7626774847870182,0.14198782961460446,0.09533468559837728,9,47,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_498296,1240,0.5766129032258065,0.2161290322580645,0.20725806451612902,2,257,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_498455,334,0.7395209580838323,0.25449101796407186,0.005988023952095809,14,2,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_498967,224,0.5401785714285714,0.3482142857142857,0.11160714285714286,19,25,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_499067,363,0.8402203856749312,0.15977961432506887,0.0,17,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_499118,576,0.5121527777777778,0.3298611111111111,0.1579861111111111,3,91,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_499387,515,0.512621359223301,0.3106796116504854,0.1766990291262136,11,91,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_499483,693,0.6738816738816739,0.16017316017316016,0.16594516594516595,9,115,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_499511,455,0.578021978021978,0.24175824175824176,0.18021978021978022,5,82,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_499891,1511,0.4374586366644606,0.4195896757114494,0.14295168762409,9,216,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_499931,63,1.0,0.0,0.0,28,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_500791,775,0.5367741935483871,0.3109677419354839,0.15225806451612903,4,118,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_500815,6120,0.47467320261437906,0.20800653594771243,0.3173202614379085,0,1942,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_500819,536,0.4197761194029851,0.40298507462686567,0.17723880597014927,2,95,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_500836,249,0.3092369477911647,0.570281124497992,0.12048192771084337,10,30,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_500958,1420,0.5746478873239437,0.31197183098591547,0.11338028169014085,0,161,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_501550,1838,0.4423286180631121,0.2693144722524483,0.2883569096844396,0,530,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_501955,604,0.5745033112582781,0.3543046357615894,0.07119205298013245,7,43,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_502088,90,0.8555555555555555,0.14444444444444443,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_502441,366,0.7622950819672131,0.20218579234972678,0.03551912568306011,9,13,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_502604,326,0.4601226993865031,0.37116564417177916,0.1687116564417178,10,55,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_502694,2312,0.39792387543252594,0.3754325259515571,0.22664359861591696,4,524,True,Distinction,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_502713,179,0.8379888268156425,0.16201117318435754,0.0,20,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_502717,1911,0.5766614338042909,0.18315018315018314,0.2401883830455259,2,459,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_502872,75,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_503491,921,0.4560260586319218,0.30836047774158526,0.23561346362649294,1,217,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_503509,1425,0.5936842105263158,0.22035087719298246,0.18596491228070175,1,265,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_504014,2681,1.0,0.0,0.0,25,0,False,Fail,alto,comeco-pesado,abandonou_cedo
BBB_2013B_504028,1463,0.48872180451127817,0.30211893369788106,0.20915926179084074,0,306,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_504102,830,0.8313253012048193,0.0855421686746988,0.08313253012048193,10,69,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_504936,497,0.448692152917505,0.20925553319919518,0.3420523138832998,13,170,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_505376,577,0.3847487001733102,0.3830155979202773,0.2322357019064125,6,134,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_505606,904,0.38495575221238937,0.43805309734513276,0.17699115044247787,9,160,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_505871,391,0.7877237851662404,0.21227621483375958,0.0,16,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_505959,607,0.35090609555189456,0.4233937397034596,0.2257001647446458,9,137,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_505961,656,0.6478658536585366,0.2073170731707317,0.1448170731707317,7,95,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_506233,197,0.6700507614213198,0.20304568527918782,0.12690355329949238,15,25,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_506360,192,0.5208333333333334,0.4635416666666667,0.015625,21,3,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_506753,1221,0.4275184275184275,0.3841113841113841,0.18837018837018837,1,230,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_507359,217,0.7373271889400922,0.1935483870967742,0.06912442396313365,20,15,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_507817,135,0.4444444444444444,0.2962962962962963,0.25925925925925924,18,35,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_508537,2871,0.39359108324625564,0.41448972483455243,0.1919191919191919,0,551,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_508662,7263,0.4573867547845243,0.4197989811372711,0.1228142640782046,1,892,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_509226,369,0.5772357723577236,0.23577235772357724,0.18699186991869918,9,69,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_509768,492,0.5914634146341463,0.1991869918699187,0.20934959349593496,6,103,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_509797,419,0.4821002386634845,0.47255369928400953,0.045346062052505964,12,19,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_509901,146,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_509926,287,0.7630662020905923,0.23693379790940766,0.0,13,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_50993,171,0.7192982456140351,0.13450292397660818,0.14619883040935672,16,25,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_510492,266,0.6015037593984962,0.34210526315789475,0.05639097744360902,16,15,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_510556,3344,0.43570574162679426,0.38636363636363635,0.17793062200956938,0,595,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_510756,591,0.4365482233502538,0.4128595600676819,0.1505922165820643,3,89,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_510845,542,0.7287822878228782,0.2029520295202952,0.06826568265682657,5,37,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_511050,272,0.5955882352941176,0.24632352941176472,0.15808823529411764,17,43,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_511067,749,0.48064085447263016,0.3644859813084112,0.1548731642189586,8,116,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_511306,7192,0.43409343715239157,0.3583147942157953,0.20759176863181314,0,1493,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_511459,488,0.5020491803278688,0.1680327868852459,0.32991803278688525,11,161,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_511474,399,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_511515,2338,0.5872540633019675,0.23909324208725408,0.17365269461077845,1,406,True,Fail,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_511527,102,0.6372549019607843,0.3627450980392157,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_511693,297,0.6902356902356902,0.21885521885521886,0.09090909090909091,14,27,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_512180,84,0.8333333333333334,0.16666666666666666,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_512242,377,0.8037135278514589,0.1962864721485411,0.0,17,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_512911,238,0.7773109243697479,0.2184873949579832,0.004201680672268907,17,1,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_512929,981,0.5219164118246687,0.2966360856269113,0.18144750254842,3,178,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_512995,767,0.6205997392438071,0.1408083441981747,0.23859191655801826,4,183,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_513093,3263,0.40668096843395646,0.3613239350291143,0.2319950965369292,0,757,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_513315,1608,0.6927860696517413,0.15236318407960198,0.15485074626865672,4,249,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_513733,5657,0.5640799010076012,0.2702846031465441,0.16563549584585469,0,937,True,Fail,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_513757,822,0.451338199513382,0.21776155717761558,0.3309002433090024,3,272,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_514140,2455,0.33279022403258657,0.49531568228105904,0.1718940936863544,2,422,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_514987,438,0.3059360730593607,0.54337899543379,0.1506849315068493,8,66,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_515035,33,0.9696969696969697,0.030303030303030304,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_515105,1071,0.6321195144724556,0.20448179271708683,0.16339869281045752,6,175,True,Fail,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_515130,40,1.0,0.0,0.0,28,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_515311,666,0.6216216216216216,0.2042042042042042,0.17417417417417416,4,116,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_515474,533,0.4652908067542214,0.2045028142589118,0.3302063789868668,3,176,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_515497,146,0.6575342465753424,0.1643835616438356,0.1780821917808219,20,26,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_515959,271,0.6309963099630996,0.34686346863468637,0.02214022140221402,14,6,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_516057,731,0.5745554035567716,0.25170998632010944,0.17373461012311903,5,127,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_516456,211,0.4597156398104265,0.2843601895734597,0.2559241706161137,14,54,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_516495,466,0.6008583690987125,0.315450643776824,0.08369098712446352,4,39,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_516529,242,0.4462809917355372,0.26859504132231404,0.28512396694214875,12,69,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_516841,529,0.7391304347826086,0.17013232514177692,0.09073724007561437,9,48,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_517043,133,0.6917293233082706,0.3082706766917293,0.0,25,0,False,Pass,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_517474,784,0.5905612244897959,0.2767857142857143,0.1326530612244898,4,104,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_517778,635,0.6125984251968504,0.28818897637795277,0.09921259842519685,10,63,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_517890,623,0.7271268057784912,0.18780096308186195,0.08507223113964688,6,53,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_518189,441,0.6190476190476191,0.3378684807256236,0.04308390022675737,14,19,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_518469,943,0.5079533404029692,0.33191940615058324,0.16012725344644752,9,151,True,Fail,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_518904,159,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_518970,323,0.739938080495356,0.25696594427244585,0.0030959752321981426,18,1,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_519012,173,0.8208092485549133,0.1791907514450867,0.0,23,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_519222,1755,0.5749287749287749,0.30484330484330485,0.12022792022792023,2,211,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_519800,4457,0.6986762396230648,0.21875701144267445,0.08256674893426072,1,368,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_520836,734,0.611716621253406,0.20435967302452315,0.18392370572207084,5,135,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_521069,138,1.0,0.0,0.0,28,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_521096,3180,0.5166666666666667,0.370125786163522,0.11320754716981132,0,360,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_521394,1628,0.7948402948402948,0.14127764127764128,0.06388206388206388,4,104,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_521430,6575,0.39269961977186313,0.34692015209125476,0.2603802281368821,0,1712,True,Distinction,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_521764,1088,0.4944852941176471,0.28125,0.22426470588235295,5,244,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_521903,439,0.6195899772209568,0.17312072892938496,0.2072892938496583,5,91,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_522090,180,0.6166666666666667,0.2722222222222222,0.1111111111111111,21,20,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_522249,751,0.6964047936085219,0.26897470039946736,0.03462050599201065,10,26,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_522373,451,0.6319290465631929,0.2017738359201774,0.1662971175166297,6,75,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_522383,545,0.7743119266055046,0.21651376146788992,0.009174311926605505,11,5,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_523596,357,0.5714285714285714,0.3137254901960784,0.11484593837535013,15,41,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_523672,401,0.4912718204488778,0.29177057356608477,0.2169576059850374,9,87,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_523966,754,0.5782493368700266,0.2519893899204244,0.16976127320954906,6,128,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_525501,2084,0.5326295585412668,0.24040307101727448,0.22696737044145873,0,473,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_525520,949,0.5932560590094836,0.2244467860906217,0.18229715489989462,5,173,True,Fail,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_525679,117,0.5384615384615384,0.37606837606837606,0.08547008547008547,22,10,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_525683,5336,0.5663418290854573,0.15311094452773613,0.28054722638680657,1,1497,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_525869,36,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_526200,653,0.8728943338437979,0.12710566615620214,0.0,13,0,False,Fail,medio,comeco-pesado,abandonou_cedo
BBB_2013B_526370,504,0.6488095238095238,0.2261904761904762,0.125,3,63,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_527020,204,0.5049019607843137,0.4166666666666667,0.0784313725490196,15,16,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_527164,5844,0.4924709103353867,0.28867214236824096,0.21885694729637234,0,1279,True,Distinction,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_527227,1093,0.645928636779506,0.15919487648673375,0.1948764867337603,7,213,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_527313,53,1.0,0.0,0.0,26,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_527400,840,0.9547619047619048,0.04523809523809524,0.0,17,0,False,Fail,medio,comeco-pesado,abandonou_cedo
BBB_2013B_527659,63,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_527886,923,0.5601300108342362,0.25785482123510295,0.1820151679306609,1,168,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_527980,1597,0.35629304946775203,0.3963681903569192,0.24733876017532874,0,395,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_528161,239,0.6820083682008368,0.16736401673640167,0.1506276150627615,16,36,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_528250,457,0.47921225382932164,0.19037199124726478,0.3304157549234136,6,151,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_528261,885,0.6519774011299435,0.2248587570621469,0.12316384180790961,4,109,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_528649,391,0.7544757033248082,0.13810741687979539,0.10741687979539642,12,42,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_528698,1918,0.4311783107403545,0.28206465067778935,0.2867570385818561,5,550,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_528904,1197,0.4578111946532999,0.31746031746031744,0.2247284878863826,1,269,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_529065,1335,0.5265917602996255,0.3400749063670412,0.13333333333333333,4,178,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_529174,329,0.6474164133738601,0.2796352583586626,0.0729483282674772,17,24,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_529212,288,0.5902777777777778,0.21180555555555555,0.19791666666666666,10,57,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_529383,131,1.0,0.0,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_529446,736,0.3967391304347826,0.30842391304347827,0.29483695652173914,3,217,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_529452,942,0.5636942675159236,0.28556263269639065,0.15074309978768577,1,142,True,Fail,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_529502,3139,0.4906021025804396,0.23319528512265053,0.27620261229690984,2,867,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_530065,170,0.4235294117647059,0.47058823529411764,0.10588235294117647,16,18,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_530153,372,0.956989247311828,0.043010752688172046,0.0,23,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_530266,103,1.0,0.0,0.0,28,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_530493,180,0.6666666666666666,0.3333333333333333,0.0,21,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_531027,110,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_531427,105,0.6285714285714286,0.37142857142857144,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_531464,78,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_531634,284,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_532034,142,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_532140,264,0.5454545454545454,0.3522727272727273,0.10227272727272728,14,27,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_532500,427,0.7330210772833724,0.26229508196721313,0.00468384074941452,12,2,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_532534,612,0.8774509803921569,0.12254901960784313,0.0,18,0,False,Fail,medio,comeco-pesado,abandonou_cedo
BBB_2013B_532665,144,0.4930555555555556,0.3958333333333333,0.1111111111111111,21,16,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_532710,85,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_532886,554,0.4151624548736462,0.34657039711191334,0.23826714801444043,11,132,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_533324,423,0.6643026004728132,0.17494089834515367,0.1607565011820331,12,68,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_533347,433,0.6836027713625866,0.18244803695150116,0.13394919168591224,8,58,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_533365,182,0.7912087912087912,0.2087912087912088,0.0,23,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_533545,614,0.6547231270358306,0.20684039087947884,0.13843648208469056,6,85,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_533722,567,0.7125220458553791,0.19929453262786595,0.08818342151675485,8,50,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_533839,306,0.6045751633986928,0.3431372549019608,0.05228758169934641,18,16,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_533846,145,1.0,0.0,0.0,23,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_533969,72,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_534051,270,0.674074074074074,0.2518518518518518,0.07407407407407407,12,20,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_534086,521,0.5892514395393474,0.30518234165067176,0.10556621880998081,8,55,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_534343,629,0.5262321144674086,0.25119236883942764,0.22257551669316375,5,140,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_534360,160,0.44375,0.45,0.10625,20,17,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_534373,816,0.5931372549019608,0.2708333333333333,0.13602941176470587,4,111,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_534432,346,0.5375722543352601,0.23410404624277456,0.22832369942196531,6,79,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_534652,1190,0.4394957983193277,0.2966386554621849,0.2638655462184874,2,314,True,Distinction,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_534698,2292,0.5972949389179756,0.27399650959860383,0.12870855148342059,0,295,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_534709,633,0.5244865718799369,0.3665086887835703,0.10900473933649289,8,69,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_534744,290,0.6931034482758621,0.30689655172413793,0.0,18,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_534765,532,0.4342105263157895,0.4417293233082707,0.12406015037593984,8,66,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_534908,118,1.0,0.0,0.0,26,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_534983,366,0.4890710382513661,0.43169398907103823,0.07923497267759563,6,29,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_534991,203,0.5517241379310345,0.29064039408866993,0.15763546798029557,19,32,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_535012,366,0.6775956284153005,0.16939890710382513,0.15300546448087432,13,56,True,Fail,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_535140,695,0.5525179856115108,0.1841726618705036,0.2633093525179856,3,183,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_535145,1794,0.45819397993311034,0.2948717948717949,0.24693422519509475,1,443,True,Fail,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_535278,213,0.8262910798122066,0.17370892018779344,0.0,21,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
BBB_2013B_535328,818,0.6185819070904646,0.1980440097799511,0.18337408312958436,1,150,True,Pass,medio,comeco-pesado,antecipou_sustentou
BBB_2013B_535407,359,0.6740947075208914,0.22841225626740946,0.09749303621169916,15,35,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_535468,2133,0.5349273323956868,0.3764650726676043,0.08860759493670886,2,189,True,Pass,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_535530,411,0.6423357664233577,0.23114355231143552,0.12652068126520682,5,52,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_535605,6139,0.5398273334419287,0.26747027203127544,0.19270239452679588,1,1183,True,Distinction,alto,comeco-pesado,antecipou_sustentou
BBB_2013B_535755,392,0.5025510204081632,0.3086734693877551,0.18877551020408162,13,74,True,Pass,baixo,comeco-pesado,antecipou_sustentou
BBB_2013B_535760,326,0.6226993865030674,0.2668711656441718,0.11042944785276074,10,36,True,Pass,baixo,comeco-pesado,antecipou_sustentou
