id_student,perfil_aluno,n_ciclos,consistencia,final_result
634943,Insuficiente,1,1.0,Withdrawn
635184,Equilibrado,5,0.8,Fail
635410,Insuficiente,1,1.0,Fail
635746,Insuficiente,1,1.0,Withdrawn
635751,Misto,4,0.5,Fail
635795,Equilibrado,5,0.6,Pass
635903,Misto,4,0.5,Fail
635985,Insuficiente,1,1.0,Fail
636314,Adiantado,5,0.6,Pass
636375,Insuficiente,2,1.0,Withdrawn
636400,Adiantado,5,0.6,Pass
636408,Misto,5,0.4,Pass
636469,Misto,5,0.4,Distinction
636492,Insuficiente,1,1.0,Withdrawn
636547,Adiantado,4,0.75,Fail
636565,Tardio,5,0.8,Pass
636634,Insuficiente,1,1.0,Withdrawn
636656,Adiantado,5,0.8,Pass
636704,Misto,5,0.4,Fail
636783,Equilibrado,5,0.6,Distinction
636830,Adiantado,5,0.6,Distinction
636832,Equilibrado,5,1.0,Pass
637004,Equilibrado,5,0.6,Pass
637089,Tardio,3,0.6666666666666666,Fail
637358,Equilibrado,5,1.0,Pass
637509,Insuficiente,2,0.5,Fail
637514,Misto,3,0.3333333333333333,Withdrawn
637563,Insuficiente,2,0.5,Fail
637582,Equilibrado,5,0.6,Fail
637708,Equilibrado,5,0.6,Distinction
637788,Insuficiente,2,0.5,Fail
637800,Insuficiente,1,1.0,Withdrawn
637906,Adiantado,5,0.6,Pass
637939,Tardio,4,0.75,Fail
637980,Adiantado,5,0.6,Pass
638034,Misto,5,0.4,Pass
638388,Misto,5,0.4,Pass
638411,Adiantado,5,0.6,Pass
638498,Adiantado,5,0.6,Pass
638515,Misto,5,0.4,Pass
638625,Equilibrado,5,0.8,Pass
638655,Equilibrado,5,0.8,Pass
638677,Adiantado,4,0.75,Withdrawn
638831,Tardio,4,0.75,Fail
639028,Equilibrado,5,0.6,Pass
639231,Adiantado,5,0.6,Pass
639234,Misto,4,0.5,Withdrawn
639238,Insuficiente,2,1.0,Withdrawn
639522,Tardio,5,0.6,Pass
639919,Insuficiente,1,1.0,Withdrawn
640098,Equilibrado,5,0.6,Pass
640278,Equilibrado,5,0.8,Pass
640329,Adiantado,5,0.6,Pass
640429,Equilibrado,5,0.8,Distinction
640552,Insuficiente,1,1.0,Withdrawn
640584,Insuficiente,2,0.5,Withdrawn
640711,Equilibrado,5,0.6,Pass
640752,Equilibrado,4,0.75,Pass
640848,Misto,5,0.4,Pass
640892,Equilibrado,5,0.6,Pass
640913,Tardio,4,1.0,Pass
640927,Equilibrado,5,0.6,Pass
641085,Insuficiente,2,0.5,Fail
641137,Equilibrado,5,0.8,Distinction
641275,Insuficiente,1,1.0,Withdrawn
641309,Equilibrado,5,0.8,Pass
641311,Equilibrado,5,0.6,Distinction
641363,Tardio,5,0.8,Pass
641401,Misto,5,0.4,Distinction
641404,Insuficiente,1,1.0,Withdrawn
641433,Insuficiente,2,1.0,Fail
641461,Adiantado,5,0.6,Pass
641470,Equilibrado,3,0.6666666666666666,Fail
641547,Tardio,5,0.8,Pass
641804,Insuficiente,2,0.5,Withdrawn
641864,Equilibrado,5,0.8,Distinction
641914,Adiantado,5,0.6,Pass
642029,Adiantado,5,0.6,Pass
642056,Misto,5,0.4,Distinction
642375,Equilibrado,5,0.8,Pass
642448,Adiantado,5,0.8,Pass
642449,Adiantado,5,0.6,Pass
642493,Adiantado,5,0.8,Pass
642496,Insuficiente,2,0.5,Withdrawn
642498,Equilibrado,5,1.0,Pass
642551,Equilibrado,5,0.6,Pass
642626,Insuficiente,2,0.5,Withdrawn
642730,Insuficiente,1,1.0,Fail
642740,Misto,5,0.4,Distinction
642750,Adiantado,5,0.8,Distinction
642790,Insuficiente,2,1.0,Withdrawn
642840,Equilibrado,3,1.0,Fail
642843,Equilibrado,5,0.6,Pass
642872,Equilibrado,5,0.6,Pass
642909,Tardio,5,0.6,Pass
642939,Insuficiente,1,1.0,Withdrawn
643069,Equilibrado,5,0.6,Pass
643202,Equilibrado,5,0.6,Distinction
643220,Tardio,5,0.6,Distinction
643273,Misto,5,0.4,Pass
643326,Equilibrado,5,0.8,Pass
643372,Insuficiente,2,0.5,Fail
643466,Adiantado,5,0.6,Pass
643477,Equilibrado,5,0.6,Pass
643496,Equilibrado,5,0.6,Pass
643502,Adiantado,5,0.6,Pass
643591,Equilibrado,5,0.6,Distinction
643653,Equilibrado,5,0.8,Pass
643690,Insuficiente,1,1.0,Withdrawn
643696,Adiantado,3,1.0,Fail
643751,Equilibrado,5,1.0,Distinction
643754,Equilibrado,5,0.6,Distinction
643757,Insuficiente,2,0.5,Fail
644025,Misto,5,0.4,Pass
644210,Equilibrado,5,0.6,Pass
644303,Insuficiente,1,1.0,Withdrawn
644343,Tardio,5,0.6,Pass
644361,Equilibrado,5,1.0,Pass
644369,Misto,5,0.4,Pass
644430,Insuficiente,1,1.0,Fail
644450,Equilibrado,5,0.6,Distinction
644508,Adiantado,5,0.6,Pass
644761,Equilibrado,5,0.6,Pass
644784,Misto,4,0.5,Pass
644791,Equilibrado,5,0.8,Pass
644818,Adiantado,5,0.8,Pass
644847,Equilibrado,4,0.75,Pass
644871,Insuficiente,1,1.0,Withdrawn
644936,Misto,5,0.4,Pass
644974,Equilibrado,5,0.6,Distinction
645003,Equilibrado,3,0.6666666666666666,Fail
645020,Equilibrado,5,0.6,Pass
645078,Equilibrado,5,0.8,Distinction
645145,Adiantado,3,1.0,Fail
645366,Insuficiente,1,1.0,Withdrawn
645405,Equilibrado,5,0.8,Pass
645433,Misto,4,0.5,Withdrawn
645496,Equilibrado,4,0.75,Fail
645518,Equilibrado,5,0.6,Fail
645586,Tardio,5,0.6,Pass
645705,Equilibrado,5,0.8,Pass
645732,Equilibrado,3,0.6666666666666666,Pass
645784,Equilibrado,5,1.0,Pass
645790,Insuficiente,2,0.5,Fail
645840,Equilibrado,5,0.8,Fail
645880,Tardio,4,0.75,Fail
645948,Misto,4,0.5,Pass
645960,Tardio,5,0.6,Pass
645997,Equilibrado,5,0.8,Pass
646015,Equilibrado,5,0.6,Distinction
646017,Equilibrado,5,0.8,Pass
646053,Equilibrado,5,0.6,Pass
646074,Adiantado,5,0.6,Pass
646085,Equilibrado,5,0.6,Distinction
646091,Insuficiente,1,1.0,Withdrawn
646138,Equilibrado,5,0.6,Pass
646313,Misto,5,0.4,Pass
646357,Equilibrado,5,0.6,Distinction
646402,Equilibrado,5,1.0,Pass
646460,Adiantado,5,0.6,Pass
646539,Tardio,5,0.6,Pass
646540,Adiantado,5,0.6,Distinction
646551,Equilibrado,5,0.8,Pass
646638,Tardio,5,0.8,Pass
646670,Tardio,5,1.0,Pass
646734,Misto,4,0.5,Withdrawn
646742,Insuficiente,1,1.0,Withdrawn
646750,Misto,5,0.4,Pass
646778,Equilibrado,5,0.6,Distinction
646807,Equilibrado,3,1.0,Withdrawn
646990,Equilibrado,5,1.0,Pass
647005,Insuficiente,2,0.5,Withdrawn
647033,Insuficiente,1,1.0,Withdrawn
647040,Equilibrado,5,0.6,Pass
647045,Insuficiente,1,1.0,Fail
647154,Tardio,5,0.6,Pass
647169,Adiantado,5,0.6,Distinction
647171,Insuficiente,1,1.0,Fail
647210,Insuficiente,1,1.0,Withdrawn
647320,Adiantado,5,0.6,Pass
647324,Adiantado,5,0.6,Distinction
647339,Insuficiente,2,0.5,Fail
647348,Insuficiente,2,0.5,Withdrawn
647391,Tardio,5,0.6,Pass
647398,Adiantado,5,0.6,Pass
647399,Equilibrado,5,1.0,Pass
647425,Equilibrado,5,0.6,Pass
647485,Misto,5,0.4,Pass
647496,Equilibrado,4,0.75,Pass
647525,Insuficiente,1,1.0,Withdrawn
647765,Misto,5,0.4,Pass
647784,Insuficiente,1,1.0,Withdrawn
647841,Equilibrado,5,1.0,Pass
647898,Adiantado,5,0.8,Distinction
647910,Tardio,3,1.0,Fail
647915,Insuficiente,1,1.0,Withdrawn
647945,Adiantado,5,0.6,Pass
647987,Misto,4,0.5,Fail
648027,Misto,5,0.4,Pass
648037,Equilibrado,5,0.8,Distinction
648038,Equilibrado,5,0.6,Pass
648040,Equilibrado,5,0.6,Pass
648086,Equilibrado,5,1.0,Pass
648105,Equilibrado,5,0.8,Pass
648114,Equilibrado,5,0.8,Pass
648116,Adiantado,5,0.6,Pass
648140,Equilibrado,5,0.8,Pass
648190,Insuficiente,1,1.0,Fail
648244,Insuficiente,2,0.5,Fail
648254,Tardio,5,0.6,Pass
648287,Equilibrado,5,0.8,Pass
648353,Insuficiente,2,0.5,Fail
648365,Equilibrado,5,0.6,Pass
648366,Adiantado,5,0.6,Distinction
648455,Insuficiente,1,1.0,Fail
648457,Misto,5,0.4,Distinction
648470,Equilibrado,5,0.8,Distinction
648508,Insuficiente,2,0.5,Fail
648515,Insuficiente,2,1.0,Fail
648531,Equilibrado,5,1.0,Distinction
648536,Equilibrado,5,0.6,Distinction
648564,Misto,5,0.4,Pass
648571,Equilibrado,5,0.6,Distinction
648590,Misto,5,0.4,Pass
648613,Tardio,5,0.6,Pass
648661,Insuficiente,2,0.5,Fail
648685,Adiantado,5,0.6,Distinction
648725,Insuficiente,1,1.0,Withdrawn
648804,Misto,4,0.5,Fail
648815,Adiantado,5,0.6,Pass
648903,Equilibrado,5,0.6,Pass
648927,Insuficiente,1,1.0,Withdrawn
648972,Tardio,5,0.6,Pass
648995,Insuficiente,2,0.5,Withdrawn
649004,Equilibrado,5,1.0,Pass
649009,Tardio,4,0.75,Fail
649020,Insuficiente,1,1.0,Withdrawn
649036,Insuficiente,2,0.5,Withdrawn
649079,Equilibrado,4,0.75,Withdrawn
649084,Equilibrado,5,0.8,Pass
649093,Equilibrado,5,0.6,Distinction
649118,Misto,4,0.5,Pass
649141,Equilibrado,4,1.0,Withdrawn
649159,Equilibrado,5,0.6,Pass
649165,Equilibrado,5,0.6,Pass
649207,Equilibrado,5,0.8,Pass
649212,Misto,5,0.4,Pass
649230,Equilibrado,4,0.75,Withdrawn
649258,Tardio,5,0.6,Fail
649284,Tardio,5,0.6,Pass
649325,Adiantado,3,0.6666666666666666,Withdrawn
649336,Insuficiente,2,1.0,Withdrawn
649379,Equilibrado,5,0.8,Pass
649385,Insuficiente,2,0.5,Withdrawn
649400,Equilibrado,5,0.6,Pass
649434,Adiantado,5,0.6,Pass
649435,Adiantado,5,0.6,Pass
649457,Equilibrado,5,0.6,Pass
649469,Equilibrado,3,0.6666666666666666,Fail
649566,Tardio,3,0.6666666666666666,Fail
649580,Insuficiente,1,1.0,Withdrawn
649619,Equilibrado,5,0.6,Distinction
649735,Tardio,5,0.6,Pass
649806,Tardio,4,0.75,Fail
649891,Tardio,3,0.6666666666666666,Withdrawn
649952,Equilibrado,5,1.0,Pass
649954,Equilibrado,3,0.6666666666666666,Withdrawn
649979,Misto,5,0.4,Pass
650031,Misto,4,0.5,Fail
650048,Insuficiente,1,1.0,Fail
650054,Equilibrado,3,0.6666666666666666,Withdrawn
650085,Insuficiente,1,1.0,Withdrawn
650108,Adiantado,5,0.6,Pass
650123,Insuficiente,2,0.5,Withdrawn
650148,Insuficiente,2,0.5,Withdrawn
650160,Adiantado,5,0.6,Distinction
650170,Equilibrado,3,0.6666666666666666,Fail
650251,Equilibrado,5,0.8,Distinction
650287,Insuficiente,2,0.5,Withdrawn
650363,Tardio,5,0.6,Pass
650370,Misto,5,0.4,Pass
650424,Equilibrado,5,0.6,Pass
650461,Misto,4,0.5,Pass
650469,Equilibrado,5,0.6,Pass
650473,Adiantado,5,0.8,Pass
650543,Insuficiente,1,1.0,Fail
650570,Adiantado,5,0.6,Pass
650682,Equilibrado,3,0.6666666666666666,Withdrawn
650716,Insuficiente,1,1.0,Fail
650717,Insuficiente,2,0.5,Withdrawn
650758,Tardio,3,0.6666666666666666,Fail
650861,Tardio,3,0.6666666666666666,Fail
650866,Equilibrado,5,0.8,Pass
650923,Adiantado,5,0.6,Pass
650960,Misto,5,0.4,Pass
651040,Misto,5,0.4,Pass
651121,Equilibrado,5,0.6,Pass
651126,Misto,5,0.4,Pass
651182,Misto,4,0.5,Pass
651200,Adiantado,3,0.6666666666666666,Fail
651238,Equilibrado,4,0.75,Pass
651253,Insuficiente,2,0.5,Withdrawn
651330,Tardio,4,1.0,Fail
651334,Insuficiente,2,0.5,Fail
651354,Equilibrado,5,0.6,Pass
651381,Equilibrado,5,0.6,Pass
651398,Insuficiente,1,1.0,Withdrawn
651419,Equilibrado,5,0.6,Pass
651478,Equilibrado,5,0.8,Distinction
651498,Equilibrado,5,0.8,Pass
651555,Tardio,5,1.0,Distinction
651598,Equilibrado,5,0.6,Distinction
651693,Tardio,3,1.0,Fail
651881,Equilibrado,5,0.6,Pass
651886,Insuficiente,2,1.0,Withdrawn
651927,Adiantado,5,0.6,Distinction
651972,Insuficiente,1,1.0,Fail
651990,Equilibrado,5,0.6,Pass
652008,Equilibrado,5,0.6,Pass
652064,Equilibrado,5,0.6,Distinction
652087,Equilibrado,5,0.8,Pass
652333,Adiantado,5,0.6,Pass
652335,Adiantado,5,0.6,Pass
652336,Insuficiente,1,1.0,Withdrawn
652438,Equilibrado,4,0.75,Pass
652576,Adiantado,5,0.6,Pass
652593,Insuficiente,1,1.0,Withdrawn
652625,Equilibrado,5,0.6,Distinction
652647,Insuficiente,2,0.5,Fail
652659,Tardio,3,0.6666666666666666,Pass
652664,Misto,3,0.3333333333333333,Fail
652672,Adiantado,5,0.8,Pass
652684,Equilibrado,5,1.0,Distinction
652711,Misto,5,0.4,Pass
652752,Insuficiente,1,1.0,Fail
652753,Equilibrado,5,0.8,Pass
652769,Insuficiente,2,0.5,Fail
652788,Equilibrado,5,0.8,Distinction
652801,Insuficiente,2,0.5,Withdrawn
652824,Insuficiente,1,1.0,Fail
652832,Insuficiente,1,1.0,Withdrawn
652887,Adiantado,5,0.6,Pass
652890,Tardio,5,0.8,Fail
652898,Adiantado,5,0.6,Pass
652994,Tardio,5,0.8,Pass
652998,Insuficiente,1,1.0,Fail
653045,Adiantado,5,0.6,Pass
653115,Tardio,4,0.75,Pass
653144,Misto,4,0.5,Withdrawn
653183,Insuficiente,1,1.0,Withdrawn
653297,Equilibrado,5,0.6,Pass
653301,Equilibrado,5,0.6,Pass
653356,Insuficiente,2,1.0,Withdrawn
653372,Insuficiente,2,0.5,Withdrawn
653381,Equilibrado,5,0.6,Pass
653417,Tardio,5,0.8,Pass
653536,Misto,4,0.5,Pass
653558,Adiantado,5,1.0,Pass
653567,Tardio,5,0.6,Pass
653595,Equilibrado,5,0.6,Pass
653653,Adiantado,5,0.8,Pass
653659,Insuficiente,2,1.0,Fail
653773,Equilibrado,5,0.8,Pass
653797,Insuficiente,2,0.5,Withdrawn
653841,Adiantado,4,0.75,Pass
653846,Insuficiente,1,1.0,Withdrawn
653857,Adiantado,4,0.75,Fail
653988,Insuficiente,1,1.0,Fail
654045,Equilibrado,5,0.6,Pass
654048,Insuficiente,2,0.5,Withdrawn
654094,Insuficiente,1,1.0,Withdrawn
654112,Insuficiente,1,1.0,Withdrawn
654114,Adiantado,5,0.6,Pass
654169,Equilibrado,5,0.6,Pass
654217,Equilibrado,5,0.8,Pass
654228,Insuficiente,2,1.0,Withdrawn
654236,Equilibrado,5,0.6,Pass
654260,Equilibrado,5,0.6,Distinction
654339,Misto,5,0.4,Pass
654351,Insuficiente,1,1.0,Fail
654441,Equilibrado,5,0.8,Fail
654563,Insuficiente,2,0.5,Withdrawn
654565,Tardio,5,0.6,Pass
654578,Equilibrado,5,0.6,Pass
654597,Equilibrado,5,0.6,Pass
654684,Misto,3,0.3333333333333333,Withdrawn
654692,Equilibrado,5,0.6,Fail
654738,Insuficiente,1,1.0,Withdrawn
654819,Equilibrado,5,0.6,Distinction
654824,Adiantado,5,0.6,Pass
654834,Adiantado,5,0.6,Distinction
654852,Equilibrado,3,1.0,Withdrawn
654867,Adiantado,5,0.6,Distinction
654947,Tardio,4,0.75,Fail
655028,Equilibrado,3,0.6666666666666666,Fail
655088,Insuficiente,1,1.0,Withdrawn
655113,Insuficiente,1,1.0,Withdrawn
655115,Equilibrado,5,0.8,Pass
655124,Tardio,4,0.75,Fail
655127,Equilibrado,5,0.8,Distinction
655353,Misto,4,0.5,Pass
655386,Equilibrado,5,0.6,Distinction
655412,Adiantado,5,0.6,Pass
655416,Insuficiente,2,0.5,Withdrawn
655445,Adiantado,5,0.6,Pass
655569,Adiantado,5,0.8,Pass
655629,Insuficiente,1,1.0,Withdrawn
655796,Adiantado,5,0.6,Pass
655852,Insuficiente,1,1.0,Withdrawn
655927,Tardio,5,0.6,Pass
655981,Adiantado,5,1.0,Pass
656029,Insuficiente,1,1.0,Withdrawn
656065,Equilibrado,5,0.6,Pass
656086,Equilibrado,3,1.0,Withdrawn
656092,Adiantado,5,0.8,Pass
656107,Insuficiente,1,1.0,Fail
656131,Equilibrado,5,0.8,Pass
656145,Insuficiente,2,0.5,Withdrawn
656158,Misto,5,0.4,Pass
656159,Adiantado,5,0.6,Distinction
656165,Equilibrado,5,0.6,Pass
656234,Equilibrado,5,0.6,Pass
656323,Equilibrado,5,0.6,Pass
656353,Equilibrado,3,0.6666666666666666,Pass
656360,Insuficiente,2,0.5,Withdrawn
656414,Adiantado,5,0.6,Pass
656436,Misto,4,0.5,Pass
656510,Insuficiente,1,1.0,Fail
656529,Misto,5,0.4,Pass
656579,Adiantado,5,0.6,Distinction
656607,Misto,5,0.4,Pass
656651,Equilibrado,5,0.6,Pass
656693,Insuficiente,1,1.0,Withdrawn
656734,Equilibrado,5,0.8,Distinction
656791,Equilibrado,5,0.8,Pass
656800,Insuficiente,2,0.5,Withdrawn
656882,Adiantado,5,0.6,Distinction
656988,Equilibrado,4,1.0,Fail
656996,Equilibrado,5,0.8,Pass
657048,Equilibrado,5,0.6,Pass
657181,Insuficiente,1,1.0,Withdrawn
657220,Misto,5,0.4,Pass
657330,Adiantado,5,0.6,Distinction
657344,Equilibrado,5,0.8,Distinction
674222,Adiantado,5,0.6,Pass
674226,Equilibrado,5,0.6,Pass
674236,Equilibrado,5,0.6,Distinction
674260,Insuficiente,1,1.0,Fail
674262,Adiantado,5,0.6,Distinction
674320,Misto,5,0.4,Pass
674387,Adiantado,5,0.6,Pass
674406,Adiantado,4,0.75,Pass
674451,Adiantado,5,0.8,Pass
674478,Tardio,3,0.6666666666666666,Fail
674484,Equilibrado,5,0.6,Pass
674497,Equilibrado,5,0.6,Pass
674509,Adiantado,5,0.6,Pass
674584,Equilibrado,5,0.6,Distinction
674594,Equilibrado,3,0.6666666666666666,Fail
674644,Equilibrado,5,0.6,Pass
674657,Equilibrado,5,0.6,Pass
674671,Adiantado,5,0.6,Pass
674691,Equilibrado,5,0.8,Distinction
674694,Adiantado,5,0.6,Pass
674699,Equilibrado,5,0.8,Distinction
674751,Misto,5,0.4,Distinction
674831,Equilibrado,5,0.6,Pass
674870,Adiantado,5,0.6,Pass
674921,Equilibrado,5,0.6,Distinction
675021,Tardio,5,0.6,Distinction
675054,Equilibrado,5,0.6,Pass
675193,Adiantado,5,0.6,Pass
675225,Equilibrado,5,0.6,Pass
675233,Equilibrado,5,0.6,Pass
675261,Misto,4,0.5,Pass
675273,Misto,5,0.4,Fail
675279,Equilibrado,5,0.6,Pass
675315,Adiantado,5,0.6,Pass
675328,Adiantado,5,0.6,Pass
675337,Insuficiente,1,1.0,Withdrawn
675474,Adiantado,5,0.8,Pass
675486,Insuficiente,1,1.0,Withdrawn
675514,Insuficiente,1,1.0,Fail
675566,Tardio,5,0.6,Distinction
675577,Equilibrado,3,0.6666666666666666,Fail
675636,Equilibrado,5,0.8,Pass
675710,Adiantado,5,0.8,Distinction
675843,Insuficiente,1,1.0,Withdrawn
675947,Insuficiente,1,1.0,Withdrawn
675989,Equilibrado,5,0.8,Distinction
676007,Misto,4,0.5,Pass
676040,Insuficiente,2,1.0,Withdrawn
676064,Misto,5,0.4,Distinction
676103,Misto,5,0.4,Pass
676139,Misto,3,0.3333333333333333,Fail
676190,Equilibrado,5,0.6,Distinction
676265,Equilibrado,5,0.6,Pass
676272,Tardio,4,0.75,Fail
676303,Tardio,5,0.6,Pass
676378,Adiantado,5,0.6,Distinction
676444,Equilibrado,5,0.8,Distinction
676458,Adiantado,4,0.75,Fail
676459,Equilibrado,5,0.6,Pass
676478,Adiantado,5,0.6,Distinction
676492,Equilibrado,5,0.8,Pass
676600,Insuficiente,1,1.0,Withdrawn
676610,Equilibrado,5,0.6,Distinction
676626,Equilibrado,5,0.6,Distinction
676627,Insuficiente,1,1.0,Withdrawn
676866,Equilibrado,5,0.6,Pass
676882,Adiantado,4,0.75,Pass
677081,Insuficiente,1,1.0,Withdrawn
677085,Equilibrado,5,0.8,Pass
677111,Equilibrado,5,1.0,Pass
677138,Equilibrado,5,0.6,Distinction
677155,Equilibrado,5,0.6,Pass
677167,Adiantado,5,0.6,Pass
677206,Equilibrado,5,0.6,Pass
677221,Equilibrado,5,0.6,Distinction
677235,Misto,5,0.4,Fail
677327,Insuficiente,1,1.0,Withdrawn
677382,Equilibrado,5,0.8,Fail
677400,Adiantado,5,0.6,Distinction
677436,Misto,5,0.4,Pass
677456,Equilibrado,5,0.6,Pass
677486,Misto,4,0.5,Withdrawn
677546,Misto,5,0.4,Pass
677582,Misto,4,0.5,Withdrawn
677608,Insuficiente,1,1.0,Withdrawn
677655,Adiantado,5,0.6,Pass
677687,Misto,4,0.5,Fail
677701,Insuficiente,1,1.0,Withdrawn
677748,Equilibrado,5,1.0,Fail
677767,Misto,5,0.4,Fail
677833,Adiantado,5,0.6,Pass
677867,Insuficiente,2,0.5,Withdrawn
677869,Insuficiente,2,0.5,Fail
678088,Equilibrado,5,1.0,Pass
678203,Tardio,4,1.0,Pass
678235,Equilibrado,5,0.6,Pass
678270,Misto,5,0.4,Fail
678381,Equilibrado,5,0.6,Pass
678407,Equilibrado,3,0.6666666666666666,Withdrawn
678452,Tardio,5,0.6,Pass
678528,Adiantado,5,0.6,Fail
678619,Misto,3,0.3333333333333333,Withdrawn
678628,Tardio,5,0.6,Pass
678639,Insuficiente,1,1.0,Withdrawn
678659,Tardio,5,0.6,Pass
678819,Adiantado,5,0.8,Distinction
678831,Insuficiente,2,0.5,Withdrawn
678859,Equilibrado,5,0.8,Distinction
678877,Insuficiente,2,0.5,Withdrawn
678946,Equilibrado,5,0.8,Pass
678954,Equilibrado,5,0.8,Distinction
679019,Misto,3,0.3333333333333333,Fail
679036,Equilibrado,5,0.6,Distinction
679111,Adiantado,3,0.6666666666666666,Fail
679189,Adiantado,5,0.6,Pass
679227,Adiantado,4,0.75,Pass
679237,Tardio,5,0.8,Fail
679251,Equilibrado,4,0.75,Fail
679262,Misto,5,0.4,Pass
679269,Insuficiente,1,1.0,Withdrawn
679278,Adiantado,5,0.8,Pass
679342,Equilibrado,3,0.6666666666666666,Fail
679384,Equilibrado,5,0.8,Pass
679386,Equilibrado,5,0.6,Pass
679402,Equilibrado,5,0.6,Distinction
679445,Equilibrado,5,1.0,Pass
679448,Equilibrado,5,0.6,Pass
679498,Adiantado,5,0.6,Pass
679502,Insuficiente,1,1.0,Withdrawn
679509,Adiantado,5,0.6,Pass
679594,Equilibrado,5,1.0,Distinction
679676,Adiantado,4,0.75,Withdrawn
679749,Insuficiente,1,1.0,Withdrawn
679788,Adiantado,5,0.6,Pass
679790,Misto,5,0.4,Pass
679939,Equilibrado,5,0.6,Pass
680014,Misto,5,0.4,Distinction
680018,Equilibrado,3,0.6666666666666666,Withdrawn
680027,Equilibrado,5,0.6,Distinction
680080,Misto,4,0.5,Pass
680145,Tardio,5,0.8,Pass
680212,Misto,4,0.5,Fail
680222,Insuficiente,1,1.0,Withdrawn
680231,Insuficiente,2,0.5,Withdrawn
680255,Insuficiente,1,1.0,Fail
680266,Equilibrado,5,0.8,Distinction
680270,Adiantado,5,0.6,Fail
680273,Insuficiente,2,0.5,Withdrawn
680322,Equilibrado,5,0.6,Pass
680343,Equilibrado,5,0.6,Distinction
680348,Adiantado,5,0.6,Pass
680410,Insuficiente,1,1.0,Withdrawn
680443,Equilibrado,5,0.8,Distinction
680464,Equilibrado,5,0.6,Distinction
680506,Tardio,5,0.8,Distinction
680517,Insuficiente,1,1.0,Withdrawn
680572,Equilibrado,5,0.6,Pass
680708,Misto,5,0.4,Pass
680713,Equilibrado,5,0.6,Pass
680747,Misto,5,0.4,Pass
680775,Equilibrado,5,0.8,Pass
680810,Equilibrado,5,0.8,Distinction
680855,Insuficiente,1,1.0,Fail
680872,Misto,4,0.5,Pass
680912,Equilibrado,4,0.75,Pass
680955,Equilibrado,5,0.8,Pass
680974,Adiantado,5,0.6,Distinction
681004,Equilibrado,5,0.8,Distinction
681073,Insuficiente,1,1.0,Withdrawn
681152,Insuficiente,2,0.5,Withdrawn
681235,Misto,5,0.4,Pass
681277,Insuficiente,2,0.5,Withdrawn
681328,Adiantado,5,0.6,Distinction
681335,Insuficiente,1,1.0,Withdrawn
681341,Misto,4,0.5,Fail
681352,Misto,5,0.4,Pass
681354,Tardio,5,0.6,Pass
681452,Tardio,5,0.8,Pass
681490,Equilibrado,5,1.0,Distinction
681608,Tardio,5,0.8,Pass
681633,Equilibrado,5,0.6,Pass
681652,Equilibrado,5,0.8,Pass
681655,Misto,4,0.5,Pass
681658,Misto,5,0.4,Pass
681691,Insuficiente,1,1.0,Withdrawn
681735,Insuficiente,2,1.0,Withdrawn
681755,Equilibrado,5,0.8,Pass
681763,Adiantado,5,0.6,Pass
681938,Equilibrado,5,0.6,Distinction
681973,Tardio,5,0.6,Pass
682015,Insuficiente,1,1.0,Withdrawn
682019,Tardio,3,1.0,Withdrawn
682025,Insuficiente,2,0.5,Withdrawn
682070,Equilibrado,5,0.8,Pass
682276,Equilibrado,3,0.6666666666666666,Withdrawn
682298,Equilibrado,5,0.8,Pass
682358,Insuficiente,2,0.5,Withdrawn
682390,Tardio,5,0.6,Pass
682391,Insuficiente,2,1.0,Fail
682436,Misto,5,0.4,Pass
682437,Equilibrado,5,0.6,Pass
682504,Insuficiente,2,1.0,Withdrawn
682511,Equilibrado,5,0.6,Pass
682539,Equilibrado,5,0.8,Distinction
682546,Insuficiente,1,1.0,Withdrawn
682569,Equilibrado,5,0.6,Pass
682578,Insuficiente,1,1.0,Fail
682588,Misto,4,0.5,Fail
682613,Equilibrado,5,0.6,Pass
682632,Equilibrado,5,0.8,Pass
682671,Insuficiente,1,1.0,Withdrawn
682695,Adiantado,5,0.6,Pass
682753,Equilibrado,5,0.8,Pass
682839,Equilibrado,5,0.8,Pass
682863,Insuficiente,2,1.0,Withdrawn
682894,Equilibrado,5,0.6,Withdrawn
682946,Insuficiente,1,1.0,Withdrawn
682963,Equilibrado,5,0.6,Pass
682981,Equilibrado,5,0.6,Distinction
682982,Insuficiente,1,1.0,Withdrawn
682983,Adiantado,5,0.6,Pass
682985,Misto,4,0.5,Fail
682990,Misto,5,0.4,Distinction
683033,Adiantado,5,0.6,Pass
683094,Adiantado,5,0.6,Fail
683177,Insuficiente,2,0.5,Withdrawn
683178,Equilibrado,5,0.8,Pass
683243,Misto,5,0.4,Fail
683305,Misto,5,0.4,Pass
683323,Insuficiente,1,1.0,Fail
683346,Adiantado,5,0.6,Distinction
683347,Insuficiente,1,1.0,Withdrawn
683352,Equilibrado,5,0.8,Pass
683353,Equilibrado,5,0.8,Pass
683375,Equilibrado,5,0.8,Pass
683403,Adiantado,5,0.6,Distinction
683446,Insuficiente,2,0.5,Fail
683467,Tardio,5,1.0,Pass
683508,Insuficiente,2,0.5,Fail
683530,Equilibrado,5,0.6,Distinction
683550,Tardio,5,0.6,Pass
683555,Insuficiente,2,0.5,Withdrawn
683576,Insuficiente,1,1.0,Withdrawn
683604,Equilibrado,5,0.6,Pass
683624,Equilibrado,5,0.8,Distinction
683699,Insuficiente,2,1.0,Withdrawn
