,tendencia,antecedencia,durabilidade,concentracao,cobertura_final,intensidade_media,final_result,faixa_volume,cluster
CCC_2014B_625014,-0.03552482000757863,0.6782493368700265,1.0,0.12570591994189498,0.01220159151193634,235.625,Distinction,alto,0
BBB_2014B_628635,-0.0152621101526211,0.49148418491484186,0.6363636363636364,0.1273570467698303,0.0,12.454545454545455,Pass,baixo,0
FFF_2013J_160934,-0.031087333718912674,0.40350877192982454,0.15384615384615385,0.19073510001727495,0.0,2.923076923076923,Fail,baixo,2
DDD_2014B_600891,-0.0529100529100529,0.5034722222222222,0.8571428571428571,0.1313526030987126,0.06712962962962964,61.714285714285715,Pass,alto,0
GGG_2013J_2369187,-0.03682983682983681,0.27435897435897433,0.4,0.1744984359299872,0.0,6.5,Pass,baixo,2
GGG_2013J_586120,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
BBB_2013J_1536774,-0.019754299754299747,0.5135135135135135,0.6363636363636364,0.11455166276180265,0.0,33.63636363636363,Pass,alto,0
FFF_2013B_544313,-0.024363182162456656,0.37283353486497384,0.46153846153846156,0.134267022855699,0.0,63.61538461538461,Pass,alto,0
CCC_2014B_602042,-0.018610154905335644,0.49422690763052207,1.0,0.1269981106336407,0.09939759036144578,83.0,Distinction,medio,0
EEE_2014J_569953,-0.09102564102564106,0.4897435897435898,1.0,0.21438718989864208,0.015384615384615385,78.0,Pass,medio,2
BBB_2013B_540780,-0.0033549783549783533,0.23015873015873015,0.6363636363636364,0.08345271709375325,0.0,7.636363636363637,Distinction,baixo,0
BBB_2013B_492590,-0.028650137741046838,0.4065656565656566,0.45454545454545453,0.1400630723844205,0.0,6.0,Fail,baixo,0
GGG_2014J_685575,-0.025589225589225578,0.7484567901234568,0.3,0.2024286695484215,0.0,10.8,Distinction,medio,2
FFF_2014J_338689,-0.012743125419181753,0.2760172143974961,0.46153846153846156,0.1219985294593128,0.0,65.53846153846153,Pass,medio,0
BBB_2013J_584813,-0.02372881355932203,0.559322033898305,0.45454545454545453,0.1358381315287161,0.0,5.363636363636363,Pass,baixo,0
FFF_2014J_682436,-0.012763191007465811,0.593384223918575,0.46153846153846156,0.14417618001751592,0.0,100.76923076923077,Pass,alto,0
EEE_2014J_2221654,0.006578947368421059,0.3519736842105263,1.0,0.11669799078232487,0.07894736842105263,30.4,Pass,medio,1
FFF_2014J_650170,-0.029279321016251865,0.4685216413715571,0.15384615384615385,0.19248793407127313,0.0,45.61538461538461,Fail,alto,2
CCC_2014J_423607,-0.00865061286473588,0.38553530751708426,1.0,0.06648922866876067,0.1548974943052392,109.75,Fail,alto,1
BBB_2013B_2444703,-0.04135864135864134,0.40109890109890106,0.2727272727272727,0.19234855618875107,0.0,8.272727272727273,Fail,baixo,2
GGG_2014B_633923,-0.030487383339094357,0.7667934093789607,0.3,0.2036550316470583,0.0,26.3,Pass,medio,2
DDD_2013J_551126,0.018551587301587295,0.44305555555555554,0.8571428571428571,0.17132290247092102,0.0,51.42857142857143,Pass,alto,0
GGG_2014J_645730,-0.025994888645491036,0.2640562248995984,0.3,0.17990174896318162,0.0,16.6,Pass,medio,2
BBB_2013B_523672,-0.02051282051282051,0.322954822954823,0.6363636363636364,0.10201338973611733,0.0,24.818181818181817,Pass,baixo,0
FFF_2013J_532121,-0.02321086116099966,0.4831486611265005,0.46153846153846156,0.10210304585424154,0.0,55.53846153846154,Pass,alto,0
DDD_2014B_627581,-0.05692640692640694,0.3111111111111111,0.7142857142857143,0.15810291916495756,0.0,23.571428571428573,Fail,medio,0
FFF_2014J_674594,-0.026288366805608185,0.48850574712643674,0.23076923076923078,0.14690087673353466,0.0,8.923076923076923,Fail,medio,0
GGG_2014J_626384,-0.02570532915360501,0.33620689655172414,0.3,0.18534282276381636,0.0,11.6,Distinction,baixo,2
FFF_2014B_195515,-0.018299297269254357,0.47854077253218885,0.46153846153846156,0.10632724027339914,0.0,17.923076923076923,Pass,medio,0
CCC_2014J_512330,-0.08221726190476195,0.13802083333333334,0.375,0.31897586972802505,0.0,8.0,Fail,baixo,2
DDD_2014J_689135,-0.05074160811865726,0.2996357012750455,1.0,0.1483063867709431,0.01092896174863388,30.5,Pass,medio,0
FFF_2014B_74524,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
BBB_2013J_607097,-0.01136854506184959,0.18718502519798416,0.6363636363636364,0.10355487291242978,0.0,42.09090909090909,Pass,medio,0
FFF_2014B_558105,-0.023260679717633362,0.3239514348785872,0.46153846153846156,0.11370766315466879,0.0,46.46153846153846,Pass,alto,0
CCC_2014J_611593,-0.016749123891981042,0.3773448773448773,0.875,0.14697013528870112,0.012987012987012988,28.875,Distinction,baixo,0
FFF_2013J_2356196,-0.032917082917082924,0.01893939393939394,0.15384615384615385,0.26385607879927847,0.0,16.923076923076923,Fail,baixo,2
CCC_2014J_541531,0.006057866184448454,0.29662447257383967,1.0,0.08511128750651033,0.002531645569620253,49.375,Pass,medio,0
CCC_2014J_627401,-0.05549632788438759,0.6069651741293532,0.75,0.1660983385761891,0.0,25.125,Distinction,baixo,0
CCC_2014J_690644,-0.007668921227027408,0.26637972262075565,1.0,0.07247977948219603,0.15494978479196556,87.125,Pass,medio,1
FFF_2014B_445947,-0.02126492475910114,0.38435940099833615,0.38461538461538464,0.11820429842429755,0.0,46.23076923076923,Fail,alto,0
BBB_2014J_681222,0.07601626016260164,0.3794037940379404,1.0,0.16493047706389832,0.1951219512195122,49.2,Distinction,medio,1
GGG_2013J_2674822,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
BBB_2013J_545443,-0.00813692480359147,0.16563786008230452,0.5454545454545454,0.09922350664556832,0.0,14.727272727272727,Pass,baixo,0
FFF_2013J_497349,-0.032967032967032975,0.6666666666666666,0.07692307692307693,0.26646935501059654,0.0,0.6153846153846154,Fail,baixo,2
BBB_2013J_2575994,-0.017316017316017306,0.35714285714285715,0.36363636363636365,0.17608461246244797,0.0,3.8181818181818183,Fail,baixo,0
FFF_2013J_51576,-0.021395905923344945,0.47256097560975613,0.46153846153846156,0.09108910545368688,0.0,100.92307692307692,Distinction,alto,0
CCC_2014J_654322,-0.00046264951478222524,0.4774091627172196,1.0,0.07098006895846783,0.12890995260663507,131.875,Distinction,alto,1
GGG_2014J_599282,-0.02309299895506791,0.5086206896551725,0.2,0.20444670264194845,0.0,23.2,Pass,medio,2
BBB_2014J_1560989,-0.00509554140127389,0.37367303609341823,1.0,0.03360740371534501,0.1592356687898089,31.4,Fail,medio,1
BBB_2014B_406600,-0.014832535885167456,0.5253411306042884,0.6363636363636364,0.07969163564296965,0.0,15.545454545454545,Pass,baixo,0
DDD_2014B_407303,-0.07750759878419453,0.3661347517730496,0.7142857142857143,0.1814351949421394,0.0,53.714285714285715,Pass,medio,2
GGG_2014J_689711,-0.05454545454545458,0.16666666666666666,0.1,0.30000000000000004,0.0,0.1,Fail,baixo,2
AAA_2013J_1401935,-0.16410256410256413,0.5726495726495726,0.4,0.26068235953105307,0.0,7.8,Fail,baixo,2
GGG_2014B_623416,-0.04969696969696972,1.0,0.2,0.24083189157584595,0.0,0.5,Pass,baixo,2
DDD_2014J_341921,-0.003786574870912235,0.6124497991967871,1.0,0.1273953568318225,0.08433734939759036,13.833333333333334,Pass,baixo,1
EEE_2013J_2505299,0.036405529953917055,0.5046082949308756,1.0,0.1945846736669188,0.08986175115207373,86.8,Pass,alto,1
CCC_2014B_553655,0.011919717635798032,0.5516122278056951,1.0,0.05913536901797603,0.15201005025125627,199.0,Pass,alto,1
FFF_2013J_593780,-0.020029970029970024,0.3242424242424243,0.23076923076923078,0.15848998936042719,0.0,8.461538461538462,Fail,baixo,0
CCC_2014J_395757,-0.0034785238959467698,0.36116152450090744,1.0,0.06970445127796852,0.20689655172413793,68.875,Pass,medio,1
AAA_2014J_396655,0.01940298507462683,0.18656716417910446,0.6,0.2112032591201042,0.5223880597014925,13.4,Fail,baixo,1
GGG_2013J_584733,-0.027113237639553416,0.4064327485380117,0.3,0.17474423996176622,0.0,5.7,Pass,baixo,2
FFF_2014J_638515,-0.01350210413835864,0.5858343337334934,0.46153846153846156,0.14955309076084208,0.0,64.07692307692308,Pass,alto,0
DDD_2013J_560948,0.008566602316602317,0.24380630630630631,0.7142857142857143,0.11065287804978391,0.0,42.285714285714285,Fail,medio,0
BBB_2014J_700441,0.03374485596707818,0.3810013717421125,1.0,0.05603965277547063,0.29012345679012347,97.2,Pass,alto,1
DDD_2014B_264723,-0.08353639963448065,0.4164889836531627,0.7142857142857143,0.1976035974891632,0.0,67.0,Pass,alto,2
DDD_2013J_443438,-0.02415966386554622,0.3,1.0,0.11585672564446443,0.023529411764705882,24.285714285714285,Fail,baixo,0
FFF_2014J_656529,-0.022463963357133226,0.35507880910683015,0.46153846153846156,0.14993190326475747,0.0,87.84615384615384,Pass,alto,0
DDD_2013B_409091,-0.006455259026687606,0.44571428571428573,0.7142857142857143,0.074152156233332,0.0,25.0,Pass,medio,0
CCC_2014J_80329,0.020187950375157863,0.1747269890795632,1.0,0.12975552923806766,0.3049921996879875,160.25,Pass,alto,1
DDD_2013J_552313,-0.03649068322981367,0.26902173913043476,0.8571428571428571,0.11246245981944075,0.0,26.285714285714285,Pass,medio,0
CCC_2014J_698024,-0.07293040293040295,0.24974358974358976,0.5,0.25395772606325434,0.0,40.625,Fail,baixo,2
FFF_2014B_2666213,-0.01576231616827016,0.5543527289129454,0.46153846153846156,0.09551755836419053,0.0,56.84615384615385,Pass,medio,0
FFF_2014J_648455,-0.028100470957613817,0.1119047619047619,0.15384615384615385,0.2354419646741465,0.0,5.384615384615385,Fail,baixo,2
DDD_2014B_546584,-0.04732142857142858,0.45740740740740743,1.0,0.11388266671792327,0.002777777777777778,51.42857142857143,Pass,medio,0
CCC_2014J_366873,0.004598969830757897,0.3962472406181015,1.0,0.10847108833201857,0.3355408388520971,56.625,Fail,medio,1
FFF_2014B_325089,-0.021727322107550254,0.37484157160963244,0.46153846153846156,0.12017998356517343,0.0,40.46153846153846,Pass,alto,0
DDD_2014J_2572145,-0.09677419354838705,0.2849462365591398,0.5,0.1761111758511742,0.0,5.166666666666667,Fail,baixo,2
CCC_2014B_503469,-0.025034745080828036,0.21697388632872505,1.0,0.09721038137539126,0.05683563748079877,162.75,Fail,medio,0
BBB_2014J_647393,0.07500000000000001,0.47574626865671643,1.0,0.11949856249327628,0.3656716417910448,107.2,Pass,alto,1
CCC_2014J_647735,-0.07196620583717361,0.14516129032258066,0.375,0.23803167664049923,0.0,19.375,Fail,baixo,2
DDD_2013J_586128,-0.06333567909922591,0.532840722495895,0.8571428571428571,0.14375220102272226,0.0,58.0,Pass,alto,0
FFF_2013J_557385,-0.012194472194472193,0.5814141414141414,0.38461538461538464,0.1747367608600796,0.0,63.46153846153846,Pass,alto,0
AAA_2013J_2518069,-0.10746753246753252,0.47294372294372294,0.8,0.16863875148957777,0.0,61.6,Pass,medio,2
BBB_2014B_613299,-0.02245102963335007,0.3858195211786372,0.45454545454545453,0.10904020880594222,0.0,16.454545454545453,Fail,baixo,0
BBB_2014J_652818,-0.10476190476190479,0.19047619047619047,0.4,0.37664228444352743,0.0,4.2,Pass,baixo,2
AAA_2014J_46844,-0.11296296296296301,0.7438271604938271,1.0,0.21688023662159037,0.009259259259259259,21.6,Pass,baixo,2
BBB_2013B_481010,-0.0065941101152368715,0.5406103286384977,0.5454545454545454,0.09240194613898954,0.0,64.54545454545455,Distinction,medio,0
EEE_2013J_607835,0.06450151057401812,0.42774420946626385,1.0,0.18966602790984569,0.1540785498489426,132.4,Pass,alto,1
BBB_2013J_582474,0.00612151667428049,0.6164154103852596,0.6363636363636364,0.09738081384723053,0.0,18.09090909090909,Pass,alto,0
CCC_2014J_427413,-0.0008099517085396493,0.25759520753102266,1.0,0.008609806434721637,0.12195121951219512,97.375,Fail,alto,1
DDD_2014B_628216,-0.031999999999999994,0.444,1.0,0.07576548134385015,0.004,35.714285714285715,Distinction,medio,0
GGG_2013J_602780,-0.028631138975966534,0.08620689655172414,0.3,0.1941167992418975,0.0,2.9,Pass,baixo,2
FFF_2014J_678088,-0.021605206387815084,0.4175450153711023,0.46153846153846156,0.0950185330338245,0.0,116.76923076923077,Pass,alto,0
CCC_2014J_632709,-0.018975681650700092,0.4712601326455416,1.0,0.11588629368229479,0.015475313190862197,169.625,Pass,alto,0
CCC_2014B_2056643,0.013078043451875222,0.5370291702067403,1.0,0.06536873215927393,0.1745964316057774,294.25,Distinction,alto,1
AAA_2013J_1894188,0.044722524483133845,0.5859630032644179,1.0,0.24820015748098082,0.029379760609358,183.8,Pass,alto,1
CCC_2014B_2486769,0.01587301587301587,0.6431623931623932,0.5,0.25173542955993794,0.0,97.5,Fail,medio,2
GGG_2014B_618621,-0.019191919191919184,0.8472222222222222,0.2,0.27335365778094545,0.0,2.4,Pass,baixo,2
DDD_2013J_535632,-0.024513947590870666,0.21104536489151873,0.7142857142857143,0.18315711888378217,0.0,24.142857142857142,Fail,baixo,0
FFF_2014B_610273,-0.022195318805488296,0.49058380414312613,0.38461538461538464,0.10088378193494135,0.0,13.615384615384615,Pass,medio,0
BBB_2014J_652149,0.036190476190476197,0.46507936507936504,1.0,0.11316914878105103,0.2,21.0,Pass,medio,1
FFF_2013J_1982166,-0.023580392557569236,0.39278670047900816,0.46153846153846156,0.10289980684941354,0.0,91.0,Distinction,alto,0
BBB_2014B_627380,-0.015932800433545585,0.5131644311972181,0.6363636363636364,0.0957434480100515,0.0,61.0,Pass,medio,0
CCC_2014J_1674799,-0.004721840659340669,0.4032451923076923,0.875,0.09365171438203246,0.17307692307692307,104.0,Pass,alto,1
FFF_2013B_118532,-0.015670744349989628,0.35635220125786166,0.46153846153846156,0.10066893998279348,0.0,101.92307692307692,Pass,alto,0
CCC_2014J_654504,-0.01432694289837149,0.15404040404040403,1.0,0.10535006935568435,0.15367965367965367,57.75,Pass,baixo,1
GGG_2014B_631935,-0.031042128603104197,0.5304878048780488,0.4,0.2562020692684624,0.0,8.2,Pass,medio,2
GGG_2014B_630841,-0.03555139019056543,0.4003436426116838,0.3,0.19926797696745424,0.0,9.7,Pass,medio,2
CCC_2014J_642902,0.020283231776122766,0.18937598736176933,0.875,0.13404606073409572,0.2843601895734597,105.5,Pass,alto,1
BBB_2013B_2617596,-0.02046733754050827,0.5744215134459038,0.6363636363636364,0.08590577582179393,0.0,96.9090909090909,Distinction,alto,0
AAA_2013J_2550279,-0.029032258064516165,0.5417700578990902,1.0,0.10089953709459468,0.25806451612903225,80.6,Pass,alto,1
EEE_2013J_485582,-0.02028526148969892,0.5166402535657686,1.0,0.11874014135634997,0.17115689381933438,126.2,Pass,alto,1
CCC_2014J_342799,-0.04339477726574501,0.24865591397849462,0.875,0.13927351644492372,0.016129032258064516,31.0,Pass,baixo,0
FFF_2013J_568381,-0.032967032967032975,0.2878787878787879,0.07692307692307693,0.26646935501059654,0.0,5.076923076923077,Fail,baixo,2
BBB_2013B_540513,-0.027308659719726913,0.4492753623188406,0.5454545454545454,0.14369295252023756,0.0,23.0,Pass,baixo,0
BBB_2013J_415216,0.016287878787878782,0.3333333333333333,0.45454545454545453,0.16362584141253922,0.0,2.1818181818181817,Pass,baixo,0
BBB_2014J_695001,-0.007633587786259578,0.2436386768447837,1.0,0.11807657670971163,0.2366412213740458,52.4,Pass,medio,1
EEE_2014B_616439,0.06095717884130984,0.4987405541561713,1.0,0.1861500154674679,0.10327455919395466,79.4,Pass,medio,1
BBB_2014J_690319,0.07457627118644071,0.3587570621468927,0.6,0.3351306519312017,0.0,11.8,Pass,medio,2
DDD_2013B_233389,-0.014514092264703527,0.3333333333333333,0.7857142857142857,0.0971168040378329,0.0,29.214285714285715,Fail,medio,0
EEE_2013J_566071,-0.08850174216027881,0.27526132404181186,0.8,0.17518337707373216,0.08013937282229965,57.4,Fail,medio,0
FFF_2013J_599104,-0.02027526928517027,0.4283828382838284,0.46153846153846156,0.08419862362424589,0.0,77.6923076923077,Pass,alto,0
BBB_2013B_536900,-0.007239057239057239,0.2021604938271605,0.6363636363636364,0.08410771715014677,0.0,9.818181818181818,Pass,baixo,0
BBB_2013J_404708,0.004456618300266505,0.36509229098805646,0.6363636363636364,0.10967009472990621,0.0,55.81818181818182,Pass,alto,0
FFF_2014B_633305,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
BBB_2013B_367304,-0.04545454545454544,0.0,0.09090909090909091,0.2874797872880344,0.0,0.09090909090909091,Fail,baixo,2
BBB_2013B_477734,-0.02521306818181818,0.609375,0.5454545454545454,0.14028022473408816,0.0,11.636363636363637,Pass,baixo,0
BBB_2013J_585603,-0.021717171717171715,0.21180555555555555,0.45454545454545453,0.11089208784865554,0.0,13.090909090909092,Pass,baixo,0
DDD_2013J_338034,-0.0170933954029677,0.34317718940936864,1.0,0.0923384623513043,0.002036659877800407,70.14285714285714,Fail,medio,0
FFF_2014B_441073,-0.031106913919413923,0.4375,0.15384615384615385,0.1911935205456822,0.0,14.76923076923077,Fail,baixo,2
CCC_2014J_1461795,-0.08063154339750088,0.8557919621749409,0.25,0.30983123039552357,0.0,17.625,Fail,baixo,2
FFF_2013B_553425,-0.02161104201920529,0.6818181818181818,0.46153846153846156,0.10870737037326812,0.0,41.46153846153846,Pass,alto,0
BBB_2013J_242149,-0.03085399449035812,0.8080808080808081,0.2727272727272727,0.18635299752383208,0.0,3.0,Fail,baixo,2
DDD_2013B_2640992,-0.011197086936731914,0.3980933596318212,0.8571428571428571,0.07758555634164917,0.009861932938856016,36.214285714285715,Fail,medio,0
BBB_2013J_364666,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
AAA_2014J_31600,-0.021527777777777833,0.2673611111111111,1.0,0.10181607115617362,0.2847222222222222,28.8,Pass,baixo,1
BBB_2014J_522189,0.050809061488673146,0.4541531823085221,1.0,0.13394149172554393,0.1423948220064725,61.8,Pass,medio,1
DDD_2013J_598664,-0.03662367724867725,0.43595679012345684,1.0,0.11077104516886989,0.006944444444444444,61.714285714285715,Pass,alto,0
DDD_2014J_446730,0.007319056654920027,0.31467425679949396,1.0,0.05462805167438815,0.12333965844402277,87.83333333333333,Pass,alto,1
DDD_2013B_556660,-0.014616577893971786,0.42234287594603487,1.0,0.09148265614331262,0.0029615004935834156,72.35714285714286,Fail,alto,0
BBB_2013J_593514,-0.018625277161862526,0.6341463414634146,0.6363636363636364,0.12031762135369192,0.0,7.454545454545454,Fail,baixo,0
BBB_2013J_1939695,-0.00618752974773917,0.5139616055846422,0.6363636363636364,0.08794260893420279,0.0,34.72727272727273,Distinction,medio,0
BBB_2014B_570239,-0.017386363636363627,0.4583333333333333,0.45454545454545453,0.1175134070072274,0.0,7.2727272727272725,Fail,baixo,0
DDD_2013B_558678,-0.006652364029413215,0.3745653253849975,1.0,0.058360452093450386,0.00894187779433681,47.92857142857143,Pass,alto,0
FFF_2013J_504076,-0.022002624241430215,0.4810945273631841,0.46153846153846156,0.0990886992139518,0.0,103.07692307692308,Pass,alto,0
GGG_2013J_480959,-0.0296594261196031,0.3893805309734513,0.3,0.15526119302945218,0.0,11.3,Pass,baixo,0
FFF_2014J_644508,-0.02536904906573153,0.6835176408636124,0.46153846153846156,0.1620272613061074,0.0,146.07692307692307,Pass,alto,0
CCC_2014J_649816,-0.0077701739378386045,0.40005702879954375,0.75,0.14113489695405218,0.2822925577416595,146.125,Fail,alto,1
FFF_2013J_508804,-0.021488035773750056,0.5266955266955267,0.46153846153846156,0.09496758492072625,0.0,88.84615384615384,Pass,alto,0
DDD_2013J_571776,-0.03866459627329193,0.3731884057971015,0.8571428571428571,0.08505462245278853,0.0,98.57142857142857,Pass,alto,0
DDD_2014J_698399,-0.11269841269841267,0.1574074074074074,0.3333333333333333,0.23624723744764956,0.0,6.0,Fail,baixo,2
FFF_2013B_548099,-0.023243610322262003,0.3877742108079187,0.38461538461538464,0.10282025636912735,0.0,95.84615384615384,Pass,alto,0
DDD_2014J_674278,-0.12956810631229232,0.6511627906976744,0.3333333333333333,0.2817752150182301,0.0,7.166666666666667,Fail,baixo,2
DDD_2014B_1592048,-0.03762328985046134,0.4502598366740906,1.0,0.08407327809055677,0.05790645879732739,64.14285714285714,Distinction,alto,0
BBB_2013B_562489,-0.006000000000000002,0.5627272727272727,0.5454545454545454,0.08616375303217143,0.0,50.0,Distinction,medio,0
DDD_2013J_586800,-0.029439516889979235,0.5052840158520476,1.0,0.07995365225255656,0.010568031704095112,108.14285714285714,Distinction,alto,0
EEE_2014B_623738,-0.01916299559471369,0.40969162995594716,1.0,0.10806338905776017,0.03524229074889868,90.8,Fail,alto,0
BBB_2014B_626642,-0.00456900612341027,0.23402417962003455,0.5454545454545454,0.09243266770242402,0.0,17.545454545454547,Pass,baixo,0
BBB_2014B_445494,-0.007614607614607618,0.6709401709401709,0.6363636363636364,0.10437871106609696,0.0,10.636363636363637,Pass,baixo,0
AAA_2013J_116692,-0.044303797468354465,0.2352320675105485,1.0,0.10051940099286998,0.04430379746835443,31.6,Pass,medio,0
BBB_2013B_547466,-0.026855713094245205,0.3318042813455658,0.6363636363636364,0.1258735191189776,0.0,29.727272727272727,Pass,baixo,0
GGG_2013J_537662,-0.01849665486029121,0.4935064935064935,0.2,0.29569634746452717,0.0,7.7,Pass,baixo,2
EEE_2013J_440610,-0.07391304347826091,0.4669887278582931,1.0,0.16452378632837325,0.01932367149758454,41.4,Pass,medio,0
BBB_2013J_597582,-0.028551136363636362,0.5729166666666666,0.2727272727272727,0.16813046282869662,0.0,5.818181818181818,Fail,baixo,0
FFF_2013B_542356,-0.012894562759791868,0.2671458520515124,0.46153846153846156,0.1781360081913007,0.0,85.61538461538461,Fail,medio,0
FFF_2014J_677400,-0.021672130390617786,0.4536064425770308,0.46153846153846156,0.12192474854819828,0.0,73.23076923076923,Distinction,alto,0
CCC_2014J_598501,-0.021290545203588706,0.30628019323671496,0.875,0.14250465672975757,0.20579710144927535,43.125,Pass,medio,1
GGG_2013J_609900,-0.018181818181818164,0.16666666666666666,0.1,0.30000000000000004,0.0,21.7,Pass,medio,2
DDD_2014J_627097,-0.008967674661105322,0.2639902676399027,1.0,0.05860919450338639,0.058394160583941604,22.833333333333332,Pass,baixo,0
FFF_2014J_657330,-0.02719837335221951,0.4348579348579349,0.38461538461538464,0.14005368202300836,0.0,37.0,Distinction,alto,0
BBB_2013J_565393,-0.022328548644338104,0.25828460038986356,0.18181818181818182,0.19288357359642513,0.0,15.545454545454545,Fail,baixo,2
FFF_2013J_2625545,-0.030029376564030034,0.38118811881188114,0.23076923076923078,0.1685699385491179,0.0,7.769230769230769,Fail,baixo,2
DDD_2013J_552537,-0.05874894336432799,0.22386587771203156,0.7142857142857143,0.15100532661614613,0.0,24.142857142857142,Pass,baixo,0
EEE_2014B_626494,-0.20000000000000007,0.1357142857142857,0.2,0.4000000000000001,0.0,14.0,Fail,baixo,2
DDD_2013J_33930,-0.025432900432900432,0.5820707070707071,0.8571428571428571,0.1144221440695201,0.0,18.857142857142858,Pass,baixo,0
FFF_2014B_617829,-0.019192572133748604,0.30392156862745096,0.46153846153846156,0.101652729609725,0.0,71.92307692307692,Pass,alto,0
CCC_2014B_42638,0.009549549549549537,0.423963963963964,1.0,0.04938389590321915,0.24,231.25,Pass,alto,1
EEE_2013J_579343,-0.00745762711864411,0.4416195856873823,1.0,0.06933103510506781,0.12542372881355932,177.0,Distinction,alto,1
FFF_2013J_349676,-0.019859173084979538,0.4066471163245357,0.46153846153846156,0.10003729556207815,0.0,157.3846153846154,Pass,alto,0
CCC_2014B_362223,-4.691548564797568e-18,0.17398119122257052,1.0,0.11160422193427055,0.13949843260188088,79.75,Pass,medio,1
EEE_2014J_638970,-0.036942675159235695,0.34182590233545646,1.0,0.07510523807889771,0.1910828025477707,31.4,Pass,baixo,1
BBB_2013B_432870,-0.029671977507029042,0.3498281786941581,0.5454545454545454,0.14005851020345753,0.0,44.09090909090909,Pass,medio,0
CCC_2014J_633960,0.004573822347610486,0.49625972471573904,1.0,0.1698705553631631,0.09784560143626571,139.25,Distinction,alto,1
FFF_2013B_1990127,-0.012658612106125915,0.33448434622467776,0.38461538461538464,0.1574262988910413,0.0,55.69230769230769,Pass,alto,0
BBB_2014J_676948,-0.055263157894736875,0.6074561403508772,0.8,0.17254410492405794,0.006578947368421052,30.4,Pass,baixo,0
BBB_2014J_651939,0.05026178010471204,0.5226876090750436,1.0,0.0871000278190786,0.23298429319371727,76.4,Pass,medio,1
AAA_2014J_410092,-0.04811320754716982,0.5628930817610063,1.0,0.20835178510906638,0.03773584905660377,21.2,Pass,baixo,0
CCC_2014J_340010,-0.0026818419675562633,0.21062271062271062,0.75,0.13683966379573925,0.0027472527472527475,45.5,Pass,medio,0
BBB_2014J_497084,-0.09411764705882363,0.2230392156862745,0.8,0.26267192425607183,0.20588235294117646,13.6,Pass,medio,2
FFF_2014J_553284,-0.020717654438584674,0.461768851303735,0.46153846153846156,0.08962370797744394,0.0,72.76923076923077,Pass,alto,0
CCC_2014J_607555,0.052312925170068025,0.2742857142857143,1.0,0.17832411445432267,0.5771428571428572,43.75,Fail,medio,1
GGG_2014J_647986,-0.03123543123543122,0.3076923076923077,0.4,0.14204757932784146,0.0,1.3,Pass,baixo,0
FFF_2013B_536698,-0.01290604999396208,0.3131868131868132,0.46153846153846156,0.14206858569979208,0.0,56.0,Pass,medio,0
BBB_2014J_606517,-0.0882352941176471,0.5392156862745098,0.6,0.1729051583141067,0.0,3.4,Pass,baixo,2
FFF_2013B_556924,-0.019079821277623473,0.4467338217338217,0.46153846153846156,0.10640064137932465,0.0,84.0,Pass,alto,0
GGG_2014J_636464,-0.02298662298662298,0.6426426426426427,0.4,0.20683279922164396,0.0,11.1,Fail,medio,2
CCC_2014J_648369,-0.016045548654244315,0.3020102851799907,1.0,0.07237093750028671,0.10098176718092566,89.125,Pass,medio,1
DDD_2013J_124006,-0.0805235137533274,0.46480331262939956,0.7142857142857143,0.22751191496769965,0.0,23.0,Pass,medio,2
GGG_2014B_285223,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
BBB_2014B_631848,-0.007462686567164174,0.45522388059701496,0.45454545454545453,0.11699653468005328,0.0,12.181818181818182,Pass,baixo,0
FFF_2014B_1939193,-0.010694990628100995,0.07060572277963582,0.46153846153846156,0.17801235002834195,0.0,69.0,Fail,medio,0
FFF_2014B_2492219,-0.016874121139523985,0.5147446024223276,0.46153846153846156,0.12209882282021793,0.0,97.38461538461539,Pass,alto,0
DDD_2014J_605070,-0.09183673469387754,0.3252551020408163,1.0,0.19217310814449187,0.04846938775510204,65.33333333333333,Fail,medio,0
CCC_2014B_479725,-0.05952380952380952,0.18137254901960784,0.125,0.33071891388307384,0.0,4.25,Fail,baixo,2
DDD_2014J_2075945,0.014785214785214783,0.543997668997669,1.0,0.06857417044898541,0.1486013986013986,95.33333333333333,Pass,alto,1
BBB_2014B_598694,-6.635700066357148e-05,0.3844282238442822,0.6363636363636364,0.11080228307956799,0.0,12.454545454545455,Pass,baixo,0
CCC_2014J_690763,-0.06755102040816328,0.13428571428571429,0.375,0.19509155359910968,0.0,21.875,Fail,baixo,2
BBB_2014J_599355,0.02285714285714284,0.4851190476190476,1.0,0.11926111808009468,0.175,112.0,Pass,medio,1
BBB_2014J_641329,0.046590909090909106,0.28598484848484845,0.8,0.22158799531883827,0.0,17.6,Fail,baixo,0
FFF_2013B_504533,-0.021778039976402114,0.4857446163178647,0.46153846153846156,0.09152960369103297,0.0,84.53846153846153,Pass,alto,0
DDD_2014B_629696,0.0019419115163796011,0.23325453112687156,1.0,0.10741632651662172,0.002364066193853428,60.42857142857143,Distinction,medio,0
