aluno,total_cliques,faixa_volume,final_result
BBB_2014B_637864,,,Fail
BBB_2014B_64275,199.0,baixo,Pass
BBB_2014B_72400,420.0,medio,Distinction
BBB_2014B_75118,,,Withdrawn
BBB_2014B_76196,,,Withdrawn
BBB_2014B_78255,130.0,baixo,Fail
BBB_2014B_80001,,,Fail
BBB_2014B_88340,187.0,baixo,Withdrawn
BBB_2014B_89092,183.0,baixo,Pass
BBB_2014B_89778,141.0,baixo,Distinction
BBB_2014B_90361,183.0,baixo,Pass
BBB_2014B_92274,,,Withdrawn
BBB_2014B_92341,957.0,medio,Fail
BBB_2014B_93925,,,Withdrawn
BBB_2014B_97006,189.0,baixo,Pass
BBB_2014B_97865,91.0,baixo,Withdrawn
BBB_2014B_99799,553.0,medio,Pass
BBB_2014J_102067,67.0,baixo,Withdrawn
BBB_2014J_103496,1221.0,medio,Pass
BBB_2014J_103998,49.0,baixo,Fail
BBB_2014J_106095,1243.0,medio,Pass
BBB_2014J_106383,,,Withdrawn
BBB_2014J_106793,404.0,medio,Fail
BBB_2014J_108859,1996.0,alto,Pass
BBB_2014J_109441,678.0,medio,Pass
BBB_2014J_110911,520.0,medio,Pass
BBB_2014J_1118432,2728.0,alto,Distinction
BBB_2014J_114402,1123.0,medio,Distinction
BBB_2014J_116606,511.0,medio,Pass
BBB_2014J_117544,2580.0,alto,Pass
BBB_2014J_117545,442.0,medio,Fail
BBB_2014J_118213,21.0,baixo,Fail
BBB_2014J_118877,4.0,baixo,Withdrawn
BBB_2014J_119437,,,Withdrawn
BBB_2014J_119444,83.0,baixo,Withdrawn
BBB_2014J_123087,470.0,medio,Pass
BBB_2014J_125535,196.0,baixo,Pass
BBB_2014J_125874,40.0,baixo,Withdrawn
BBB_2014J_126769,1362.0,alto,Pass
BBB_2014J_126800,1501.0,alto,Pass
BBB_2014J_132055,,,Withdrawn
BBB_2014J_132924,21.0,baixo,Fail
BBB_2014J_138407,942.0,medio,Withdrawn
BBB_2014J_1419671,113.0,baixo,Fail
BBB_2014J_142324,579.0,medio,Pass
BBB_2014J_1432518,359.0,baixo,Fail
BBB_2014J_145280,662.0,medio,Pass
BBB_2014J_1453140,227.0,baixo,Withdrawn
BBB_2014J_1486048,588.0,medio,Withdrawn
BBB_2014J_150398,2129.0,alto,Distinction
BBB_2014J_151917,713.0,medio,Pass
BBB_2014J_1526770,1109.0,medio,Distinction
BBB_2014J_152973,784.0,medio,Pass
BBB_2014J_1533277,958.0,medio,Pass
BBB_2014J_1536122,997.0,medio,Distinction
BBB_2014J_1536591,370.0,baixo,Fail
BBB_2014J_1547646,1915.0,alto,Distinction
BBB_2014J_155484,2092.0,alto,Distinction
BBB_2014J_1560989,942.0,medio,Fail
BBB_2014J_156358,652.0,medio,Withdrawn
BBB_2014J_1563696,581.0,medio,Pass
BBB_2014J_1564706,1741.0,alto,Pass
BBB_2014J_157752,368.0,baixo,Fail
BBB_2014J_1585768,195.0,baixo,Fail
BBB_2014J_160026,95.0,baixo,Pass
BBB_2014J_161811,,,Withdrawn
BBB_2014J_1623795,1590.0,alto,Distinction
BBB_2014J_165099,429.0,medio,Fail
BBB_2014J_165498,164.0,baixo,Withdrawn
BBB_2014J_1656979,739.0,medio,Distinction
BBB_2014J_1664280,1276.0,medio,Pass
BBB_2014J_169008,910.0,medio,Pass
BBB_2014J_169400,1208.0,medio,Distinction
BBB_2014J_1723749,598.0,medio,Pass
BBB_2014J_173163,900.0,medio,Fail
BBB_2014J_1732956,3717.0,alto,Pass
BBB_2014J_1733023,1356.0,alto,Distinction
BBB_2014J_1752834,1256.0,medio,Pass
BBB_2014J_1757561,995.0,medio,Fail
BBB_2014J_177554,326.0,baixo,Fail
BBB_2014J_1784816,618.0,medio,Pass
BBB_2014J_179073,156.0,baixo,Withdrawn
BBB_2014J_179297,108.0,baixo,Fail
BBB_2014J_1813493,959.0,medio,Fail
BBB_2014J_1832218,618.0,medio,Pass
BBB_2014J_1835389,2236.0,alto,Pass
BBB_2014J_184234,,,Fail
BBB_2014J_1843123,796.0,medio,Pass
BBB_2014J_184583,152.0,baixo,Fail
BBB_2014J_184972,1761.0,alto,Pass
BBB_2014J_1874935,285.0,baixo,Distinction
BBB_2014J_188766,372.0,baixo,Pass
BBB_2014J_1888723,,,Withdrawn
BBB_2014J_1891028,109.0,baixo,Fail
BBB_2014J_1903095,1638.0,alto,Pass
BBB_2014J_191459,789.0,medio,Fail
BBB_2014J_191746,313.0,baixo,Fail
BBB_2014J_191973,588.0,medio,Pass
BBB_2014J_1926542,320.0,baixo,Pass
BBB_2014J_1928536,25.0,baixo,Withdrawn
BBB_2014J_192944,1269.0,medio,Pass
BBB_2014J_1929491,,,Withdrawn
BBB_2014J_193310,1236.0,medio,Pass
BBB_2014J_1937822,3173.0,alto,Distinction
BBB_2014J_195221,93.0,baixo,Fail
BBB_2014J_195345,1206.0,medio,Pass
BBB_2014J_195940,381.0,baixo,Pass
BBB_2014J_1972832,528.0,medio,Distinction
BBB_2014J_197527,293.0,baixo,Fail
BBB_2014J_1989014,2787.0,alto,Pass
BBB_2014J_1993672,395.0,medio,Fail
BBB_2014J_2003628,21.0,baixo,Withdrawn
BBB_2014J_2009239,1412.0,alto,Pass
BBB_2014J_201655,,,Withdrawn
BBB_2014J_2035574,1253.0,medio,Pass
BBB_2014J_2045569,165.0,baixo,Withdrawn
BBB_2014J_2049740,442.0,medio,Fail
BBB_2014J_2051809,,,Withdrawn
BBB_2014J_205978,,,Withdrawn
BBB_2014J_2091096,1538.0,alto,Pass
BBB_2014J_2091193,2305.0,alto,Pass
BBB_2014J_2093092,,,Withdrawn
BBB_2014J_2103305,214.0,baixo,Withdrawn
BBB_2014J_2108914,,,Withdrawn
BBB_2014J_2115250,2326.0,alto,Distinction
BBB_2014J_2145101,,,Withdrawn
BBB_2014J_2149487,1737.0,alto,Pass
BBB_2014J_2159336,,,Withdrawn
BBB_2014J_2169127,,,Withdrawn
BBB_2014J_2172163,796.0,medio,Pass
BBB_2014J_2177423,334.0,baixo,Withdrawn
BBB_2014J_2187308,1185.0,medio,Pass
BBB_2014J_2192113,146.0,baixo,Withdrawn
BBB_2014J_2207474,1456.0,alto,Pass
BBB_2014J_2213814,88.0,baixo,Withdrawn
BBB_2014J_2216682,612.0,medio,Pass
BBB_2014J_2216778,1269.0,medio,Pass
BBB_2014J_2218789,,,Withdrawn
BBB_2014J_2227568,1298.0,medio,Distinction
BBB_2014J_2228010,2052.0,alto,Pass
BBB_2014J_2228601,2890.0,alto,Distinction
BBB_2014J_2229783,1912.0,alto,Pass
BBB_2014J_2232976,450.0,medio,Withdrawn
BBB_2014J_2237567,618.0,medio,Withdrawn
BBB_2014J_2239766,,,Withdrawn
BBB_2014J_2241250,136.0,baixo,Fail
BBB_2014J_2242067,1260.0,medio,Pass
BBB_2014J_2248243,1274.0,medio,Pass
BBB_2014J_2251500,1164.0,medio,Fail
BBB_2014J_2263129,,,Fail
BBB_2014J_2264569,73.0,baixo,Withdrawn
BBB_2014J_226839,942.0,medio,Pass
BBB_2014J_2269561,171.0,baixo,Fail
BBB_2014J_2276854,19.0,baixo,Withdrawn
BBB_2014J_2278390,5795.0,alto,Fail
BBB_2014J_2281286,390.0,baixo,Pass
BBB_2014J_228235,,,Withdrawn
BBB_2014J_2285017,,,Withdrawn
BBB_2014J_228909,575.0,medio,Withdrawn
BBB_2014J_2292824,,,Withdrawn
BBB_2014J_229326,607.0,medio,Withdrawn
BBB_2014J_2296716,191.0,baixo,Fail
BBB_2014J_2299745,282.0,baixo,Fail
BBB_2014J_230383,3045.0,alto,Pass
BBB_2014J_2318161,395.0,medio,Pass
BBB_2014J_2321660,234.0,baixo,Pass
BBB_2014J_2326401,188.0,baixo,Withdrawn
BBB_2014J_2333415,2297.0,alto,Pass
BBB_2014J_2344216,,,Withdrawn
BBB_2014J_2346145,3378.0,alto,Pass
BBB_2014J_2349805,25.0,baixo,Fail
BBB_2014J_235371,275.0,baixo,Pass
BBB_2014J_2353764,924.0,medio,Pass
BBB_2014J_2357372,,,Withdrawn
BBB_2014J_2363168,2751.0,alto,Pass
BBB_2014J_2375759,3089.0,alto,Distinction
BBB_2014J_237913,2224.0,alto,Pass
BBB_2014J_238144,733.0,medio,Fail
BBB_2014J_2385665,1019.0,medio,Pass
BBB_2014J_2386867,147.0,baixo,Withdrawn
BBB_2014J_2394741,312.0,baixo,Fail
BBB_2014J_2399380,38.0,baixo,Withdrawn
BBB_2014J_2401304,1555.0,alto,Pass
BBB_2014J_2407594,1751.0,alto,Pass
BBB_2014J_2410544,716.0,medio,Pass
BBB_2014J_2414945,421.0,medio,Fail
BBB_2014J_2423078,12.0,baixo,Fail
BBB_2014J_2426442,211.0,baixo,Withdrawn
BBB_2014J_2426864,372.0,baixo,Pass
BBB_2014J_2428341,321.0,baixo,Pass
BBB_2014J_242893,85.0,baixo,Withdrawn
BBB_2014J_2432551,531.0,medio,Fail
BBB_2014J_2436711,2585.0,alto,Pass
BBB_2014J_2444705,1573.0,alto,Pass
BBB_2014J_2446694,821.0,medio,Fail
BBB_2014J_2448699,176.0,baixo,Fail
BBB_2014J_2449399,1027.0,medio,Pass
BBB_2014J_2454351,58.0,baixo,Withdrawn
BBB_2014J_245784,1199.0,medio,Fail
BBB_2014J_2459279,52.0,baixo,Fail
BBB_2014J_2462576,241.0,baixo,Pass
BBB_2014J_2464901,19.0,baixo,Withdrawn
BBB_2014J_247457,1010.0,medio,Distinction
BBB_2014J_2475591,1969.0,alto,Pass
BBB_2014J_247967,428.0,medio,Withdrawn
BBB_2014J_2482994,15.0,baixo,Fail
BBB_2014J_2486159,573.0,medio,Pass
BBB_2014J_2487430,440.0,medio,Pass
BBB_2014J_2487573,1857.0,alto,Pass
BBB_2014J_249154,90.0,baixo,Fail
BBB_2014J_2494258,340.0,baixo,Pass
BBB_2014J_2497189,23.0,baixo,Withdrawn
BBB_2014J_2497624,1766.0,alto,Pass
BBB_2014J_2511519,1156.0,medio,Distinction
BBB_2014J_2520290,4020.0,alto,Pass
BBB_2014J_2520649,544.0,medio,Pass
BBB_2014J_252863,293.0,baixo,Pass
BBB_2014J_2537934,156.0,baixo,Fail
BBB_2014J_2542310,127.0,baixo,Fail
BBB_2014J_254313,,,Withdrawn
BBB_2014J_2545047,1675.0,alto,Pass
BBB_2014J_254612,277.0,baixo,Fail
BBB_2014J_2552708,837.0,medio,Pass
BBB_2014J_255957,,,Withdrawn
BBB_2014J_2559992,168.0,baixo,Fail
BBB_2014J_2567715,961.0,medio,Fail
BBB_2014J_2570396,1207.0,medio,Pass
BBB_2014J_2576637,1875.0,alto,Distinction
BBB_2014J_2578532,954.0,medio,Pass
BBB_2014J_2580626,3067.0,alto,Distinction
BBB_2014J_258268,158.0,baixo,Pass
BBB_2014J_258840,511.0,medio,Pass
BBB_2014J_2594368,388.0,baixo,Pass
BBB_2014J_2599784,941.0,medio,Pass
BBB_2014J_260137,1030.0,medio,Pass
BBB_2014J_260216,40.0,baixo,Fail
BBB_2014J_2603061,,,Withdrawn
BBB_2014J_2603534,,,Withdrawn
BBB_2014J_260777,,,Withdrawn
BBB_2014J_2609768,41.0,baixo,Withdrawn
BBB_2014J_2610170,,,Withdrawn
BBB_2014J_2610745,662.0,medio,Pass
BBB_2014J_2611512,301.0,baixo,Fail
BBB_2014J_2614271,,,Withdrawn
BBB_2014J_2614777,1574.0,alto,Pass
BBB_2014J_2622652,1086.0,medio,Pass
BBB_2014J_2623656,735.0,medio,Pass
BBB_2014J_2627398,138.0,baixo,Withdrawn
BBB_2014J_2627493,,,Withdrawn
BBB_2014J_2629503,29.0,baixo,Withdrawn
BBB_2014J_2631298,700.0,medio,Withdrawn
BBB_2014J_26315,2451.0,alto,Pass
BBB_2014J_2634319,3405.0,alto,Distinction
BBB_2014J_263448,1625.0,alto,Pass
BBB_2014J_2638403,1196.0,medio,Pass
BBB_2014J_264281,350.0,baixo,Withdrawn
BBB_2014J_264694,755.0,medio,Fail
BBB_2014J_264732,43.0,baixo,Withdrawn
BBB_2014J_265466,1168.0,medio,Pass
BBB_2014J_2660510,333.0,baixo,Pass
BBB_2014J_2670300,1629.0,alto,Pass
BBB_2014J_26734,210.0,baixo,Fail
BBB_2014J_2677541,1849.0,alto,Distinction
BBB_2014J_267774,36.0,baixo,Withdrawn
BBB_2014J_2681505,61.0,baixo,Pass
BBB_2014J_2681940,898.0,medio,Pass
BBB_2014J_2682693,158.0,baixo,Fail
BBB_2014J_2684107,,,Withdrawn
BBB_2014J_2685247,491.0,medio,Distinction
BBB_2014J_2687739,31.0,baixo,Withdrawn
BBB_2014J_2687858,1908.0,alto,Pass
BBB_2014J_2688495,2068.0,alto,Distinction
BBB_2014J_2688945,772.0,medio,Pass
BBB_2014J_2692969,2408.0,alto,Pass
BBB_2014J_2694919,1369.0,alto,Pass
BBB_2014J_269510,319.0,baixo,Fail
BBB_2014J_2698577,717.0,medio,Fail
BBB_2014J_2698588,605.0,medio,Distinction
BBB_2014J_2698591,,,Withdrawn
BBB_2014J_270191,,,Withdrawn
BBB_2014J_271047,7.0,baixo,Withdrawn
BBB_2014J_272000,190.0,baixo,Fail
BBB_2014J_272617,71.0,baixo,Withdrawn
BBB_2014J_275006,579.0,medio,Pass
BBB_2014J_275180,3886.0,alto,Pass
BBB_2014J_275296,165.0,baixo,Fail
BBB_2014J_276925,707.0,medio,Pass
BBB_2014J_277967,1166.0,medio,Pass
BBB_2014J_279238,9.0,baixo,Withdrawn
BBB_2014J_280054,207.0,baixo,Fail
BBB_2014J_280152,1585.0,alto,Distinction
BBB_2014J_284246,2279.0,alto,Fail
BBB_2014J_284762,854.0,medio,Pass
BBB_2014J_285470,142.0,baixo,Pass
BBB_2014J_285992,,,Withdrawn
BBB_2014J_286338,1444.0,alto,Pass
BBB_2014J_286947,1044.0,medio,Pass
BBB_2014J_288086,426.0,medio,Pass
BBB_2014J_288655,64.0,baixo,Withdrawn
BBB_2014J_290184,248.0,baixo,Pass
BBB_2014J_292813,,,Withdrawn
BBB_2014J_293387,2047.0,alto,Pass
BBB_2014J_293989,277.0,baixo,Withdrawn
BBB_2014J_294134,1168.0,medio,Pass
BBB_2014J_297179,2720.0,alto,Pass
BBB_2014J_297685,1078.0,medio,Pass
BBB_2014J_297806,126.0,baixo,Fail
BBB_2014J_298187,1070.0,medio,Pass
BBB_2014J_298303,894.0,medio,Distinction
BBB_2014J_298961,481.0,medio,Pass
BBB_2014J_300819,387.0,baixo,Distinction
BBB_2014J_303165,1824.0,alto,Pass
BBB_2014J_303617,327.0,baixo,Pass
BBB_2014J_305909,1513.0,alto,Pass
BBB_2014J_306478,671.0,medio,Pass
BBB_2014J_306880,132.0,baixo,Withdrawn
BBB_2014J_308775,1508.0,alto,Distinction
BBB_2014J_308850,114.0,baixo,Fail
BBB_2014J_314252,1084.0,medio,Pass
BBB_2014J_314675,409.0,medio,Pass
BBB_2014J_314801,699.0,medio,Pass
BBB_2014J_316421,,,Withdrawn
BBB_2014J_321450,237.0,baixo,Pass
BBB_2014J_322184,831.0,medio,Withdrawn
BBB_2014J_322574,25.0,baixo,Fail
BBB_2014J_32327,699.0,medio,Withdrawn
BBB_2014J_327224,201.0,baixo,Fail
BBB_2014J_327940,,,Pass
BBB_2014J_32930,438.0,medio,Pass
BBB_2014J_330917,1317.0,medio,Pass
BBB_2014J_330981,,,Withdrawn
BBB_2014J_335035,1291.0,medio,Fail
BBB_2014J_335765,,,Withdrawn
BBB_2014J_338554,285.0,baixo,Pass
BBB_2014J_340216,1139.0,medio,Pass
BBB_2014J_340592,219.0,baixo,Fail
BBB_2014J_340899,4.0,baixo,Withdrawn
BBB_2014J_341611,249.0,baixo,Fail
BBB_2014J_342192,223.0,baixo,Pass
BBB_2014J_343138,494.0,medio,Fail
BBB_2014J_34431,,,Withdrawn
BBB_2014J_345128,,,Fail
BBB_2014J_34662,218.0,baixo,Withdrawn
BBB_2014J_349924,40.0,baixo,Withdrawn
BBB_2014J_350312,103.0,baixo,Fail
BBB_2014J_350797,1034.0,medio,Pass
BBB_2014J_351050,529.0,medio,Pass
BBB_2014J_353617,,,Fail
BBB_2014J_357901,304.0,baixo,Fail
BBB_2014J_358001,346.0,baixo,Pass
BBB_2014J_358204,4677.0,alto,Distinction
BBB_2014J_361411,793.0,medio,Pass
BBB_2014J_363213,241.0,baixo,Pass
BBB_2014J_364527,362.0,baixo,Pass
BBB_2014J_365097,1071.0,medio,Distinction
BBB_2014J_365111,246.0,baixo,Fail
BBB_2014J_366479,498.0,medio,Pass
BBB_2014J_366791,,,Withdrawn
BBB_2014J_368521,1208.0,medio,Pass
BBB_2014J_369234,576.0,medio,Fail
BBB_2014J_372602,114.0,baixo,Distinction
BBB_2014J_373174,1151.0,medio,Pass
BBB_2014J_373846,1028.0,medio,Withdrawn
BBB_2014J_376117,2.0,baixo,Withdrawn
BBB_2014J_379212,280.0,baixo,Withdrawn
BBB_2014J_379720,556.0,medio,Pass
BBB_2014J_380515,21.0,baixo,Withdrawn
BBB_2014J_381882,566.0,medio,Fail
BBB_2014J_384266,13.0,baixo,Withdrawn
BBB_2014J_385341,147.0,baixo,Fail
BBB_2014J_385405,766.0,medio,Pass
BBB_2014J_38711,169.0,baixo,Withdrawn
BBB_2014J_387276,,,Withdrawn
BBB_2014J_387406,389.0,baixo,Fail
BBB_2014J_387773,3623.0,alto,Distinction
BBB_2014J_388738,1744.0,alto,Withdrawn
BBB_2014J_391937,3615.0,alto,Pass
BBB_2014J_39208,2067.0,alto,Pass
BBB_2014J_393529,,,Withdrawn
BBB_2014J_394314,740.0,medio,Withdrawn
BBB_2014J_395169,175.0,baixo,Withdrawn
BBB_2014J_395320,1170.0,medio,Pass
BBB_2014J_395822,2810.0,alto,Pass
BBB_2014J_396016,30.0,baixo,Fail
BBB_2014J_396673,471.0,medio,Withdrawn
BBB_2014J_397414,780.0,medio,Pass
BBB_2014J_398071,,,Withdrawn
BBB_2014J_398442,830.0,medio,Pass
BBB_2014J_399737,1678.0,alto,Distinction
BBB_2014J_400549,1480.0,alto,Pass
BBB_2014J_401317,1097.0,medio,Pass
BBB_2014J_402180,1506.0,alto,Pass
BBB_2014J_403213,317.0,baixo,Pass
BBB_2014J_404121,1713.0,alto,Pass
BBB_2014J_404415,1465.0,alto,Pass
BBB_2014J_406000,1214.0,medio,Pass
BBB_2014J_409708,607.0,medio,Pass
BBB_2014J_411105,64.0,baixo,Withdrawn
BBB_2014J_411150,101.0,baixo,Withdrawn
BBB_2014J_412081,497.0,medio,Pass
BBB_2014J_412343,228.0,baixo,Fail
BBB_2014J_414663,,,Withdrawn
BBB_2014J_41547,1007.0,medio,Pass
BBB_2014J_417971,537.0,medio,Withdrawn
BBB_2014J_417978,324.0,baixo,Withdrawn
BBB_2014J_417986,1824.0,alto,Pass
BBB_2014J_418077,999.0,medio,Pass
BBB_2014J_418206,,,Withdrawn
BBB_2014J_418502,,,Withdrawn
BBB_2014J_419924,1047.0,medio,Withdrawn
BBB_2014J_420631,1255.0,medio,Pass
BBB_2014J_423398,2836.0,alto,Pass
BBB_2014J_423613,91.0,baixo,Withdrawn
BBB_2014J_424220,797.0,medio,Pass
BBB_2014J_424586,,,Withdrawn
BBB_2014J_425314,12.0,baixo,Withdrawn
BBB_2014J_425772,460.0,medio,Pass
BBB_2014J_426340,,,Withdrawn
BBB_2014J_426624,1171.0,medio,Distinction
BBB_2014J_430530,446.0,medio,Withdrawn
BBB_2014J_433064,14.0,baixo,Fail
BBB_2014J_433939,240.0,baixo,Fail
BBB_2014J_435287,43.0,baixo,Fail
BBB_2014J_437550,1722.0,alto,Pass
BBB_2014J_439677,478.0,medio,Pass
BBB_2014J_439806,939.0,medio,Distinction
BBB_2014J_440912,41.0,baixo,Withdrawn
BBB_2014J_442685,,,Withdrawn
BBB_2014J_442745,12.0,baixo,Withdrawn
BBB_2014J_444361,742.0,medio,Distinction
BBB_2014J_444545,897.0,medio,Pass
BBB_2014J_444768,2372.0,alto,Pass
BBB_2014J_445136,745.0,medio,Distinction
BBB_2014J_445647,125.0,baixo,Withdrawn
BBB_2014J_445774,211.0,baixo,Distinction
BBB_2014J_446619,21.0,baixo,Withdrawn
BBB_2014J_447124,2233.0,alto,Pass
BBB_2014J_447324,239.0,baixo,Fail
BBB_2014J_467396,1118.0,medio,Distinction
BBB_2014J_469579,33.0,baixo,Pass
BBB_2014J_469803,,,Withdrawn
BBB_2014J_470464,1209.0,medio,Pass
BBB_2014J_473095,535.0,medio,Pass
BBB_2014J_473271,306.0,baixo,Pass
BBB_2014J_473444,,,Withdrawn
BBB_2014J_474387,1564.0,alto,Pass
BBB_2014J_474408,1813.0,alto,Pass
BBB_2014J_475363,329.0,baixo,Pass
BBB_2014J_476253,,,Withdrawn
BBB_2014J_476769,780.0,medio,Pass
BBB_2014J_478412,2042.0,alto,Distinction
BBB_2014J_47891,118.0,baixo,Fail
BBB_2014J_480988,,,Withdrawn
BBB_2014J_481593,1758.0,alto,Distinction
BBB_2014J_481790,438.0,medio,Pass
BBB_2014J_483315,1413.0,alto,Pass
BBB_2014J_483508,753.0,medio,Distinction
BBB_2014J_483674,78.0,baixo,Fail
BBB_2014J_484158,,,Withdrawn
BBB_2014J_484252,1974.0,alto,Pass
BBB_2014J_484443,,,Fail
BBB_2014J_484490,2315.0,alto,Pass
BBB_2014J_484550,78.0,baixo,Fail
BBB_2014J_485439,189.0,baixo,Withdrawn
BBB_2014J_485853,32.0,baixo,Withdrawn
BBB_2014J_486516,412.0,medio,Fail
BBB_2014J_488242,,,Withdrawn
BBB_2014J_488854,,,Withdrawn
BBB_2014J_490299,45.0,baixo,Withdrawn
BBB_2014J_490648,,,Fail
BBB_2014J_491001,,,Withdrawn
BBB_2014J_491387,1294.0,medio,Distinction
BBB_2014J_492579,240.0,baixo,Withdrawn
BBB_2014J_492592,676.0,medio,Distinction
BBB_2014J_492676,229.0,baixo,Pass
BBB_2014J_492979,234.0,baixo,Pass
BBB_2014J_493443,945.0,medio,Pass
BBB_2014J_493460,3874.0,alto,Pass
BBB_2014J_493609,84.0,baixo,Withdrawn
BBB_2014J_493763,82.0,baixo,Withdrawn
BBB_2014J_494212,684.0,medio,Withdrawn
BBB_2014J_495239,391.0,baixo,Fail
BBB_2014J_495489,301.0,baixo,Fail
BBB_2014J_495522,213.0,baixo,Withdrawn
BBB_2014J_495786,11.0,baixo,Fail
BBB_2014J_496373,,,Withdrawn
BBB_2014J_496381,704.0,medio,Pass
BBB_2014J_497074,1439.0,alto,Pass
BBB_2014J_497084,938.0,medio,Pass
BBB_2014J_498841,409.0,medio,Pass
BBB_2014J_499790,530.0,medio,Pass
BBB_2014J_499819,1417.0,alto,Pass
BBB_2014J_500502,1147.0,medio,Fail
BBB_2014J_501414,,,Withdrawn
BBB_2014J_502767,2354.0,alto,Pass
BBB_2014J_503159,315.0,baixo,Withdrawn
BBB_2014J_503663,160.0,baixo,Withdrawn
BBB_2014J_504066,,,Withdrawn
BBB_2014J_504597,3107.0,alto,Pass
BBB_2014J_505595,327.0,baixo,Withdrawn
BBB_2014J_505692,,,Withdrawn
BBB_2014J_505871,494.0,medio,Fail
BBB_2014J_505878,113.0,baixo,Fail
BBB_2014J_506020,393.0,medio,Pass
BBB_2014J_506219,1644.0,alto,Pass
BBB_2014J_506679,395.0,medio,Withdrawn
BBB_2014J_507014,287.0,baixo,Pass
BBB_2014J_507149,1100.0,medio,Distinction
BBB_2014J_507386,341.0,baixo,Fail
BBB_2014J_507783,2205.0,alto,Pass
BBB_2014J_508431,15.0,baixo,Withdrawn
BBB_2014J_509466,101.0,baixo,Fail
BBB_2014J_509578,1901.0,alto,Pass
BBB_2014J_509935,770.0,medio,Pass
BBB_2014J_510068,123.0,baixo,Fail
BBB_2014J_510471,1539.0,alto,Pass
BBB_2014J_511001,2713.0,alto,Pass
BBB_2014J_511295,36.0,baixo,Fail
BBB_2014J_511424,,,Withdrawn
BBB_2014J_511807,1920.0,alto,Pass
BBB_2014J_511962,,,Withdrawn
BBB_2014J_512411,1194.0,medio,Distinction
BBB_2014J_512493,,,Withdrawn
BBB_2014J_512722,1029.0,medio,Pass
BBB_2014J_513250,900.0,medio,Fail
BBB_2014J_513751,2376.0,alto,Pass
BBB_2014J_514006,7.0,baixo,Withdrawn
BBB_2014J_514581,,,Withdrawn
BBB_2014J_515329,795.0,medio,Pass
BBB_2014J_515349,1419.0,alto,Distinction
BBB_2014J_516434,1788.0,alto,Pass
BBB_2014J_516588,21.0,baixo,Fail
BBB_2014J_517112,,,Withdrawn
BBB_2014J_518389,730.0,medio,Pass
BBB_2014J_519995,6.0,baixo,Withdrawn
BBB_2014J_520024,102.0,baixo,Pass
BBB_2014J_520076,3984.0,alto,Pass
BBB_2014J_520972,3487.0,alto,Pass
BBB_2014J_521081,980.0,medio,Pass
BBB_2014J_521164,120.0,baixo,Fail
BBB_2014J_522189,1357.0,alto,Pass
BBB_2014J_522381,995.0,medio,Pass
BBB_2014J_522478,205.0,baixo,Fail
BBB_2014J_522784,,,Withdrawn
BBB_2014J_523132,1280.0,medio,Pass
BBB_2014J_523831,783.0,medio,Withdrawn
BBB_2014J_523905,1552.0,alto,Pass
BBB_2014J_524043,328.0,baixo,Distinction
BBB_2014J_526789,,,Withdrawn
BBB_2014J_526844,,,Withdrawn
BBB_2014J_527102,202.0,baixo,Fail
BBB_2014J_527742,14.0,baixo,Fail
BBB_2014J_528432,417.0,medio,Distinction
BBB_2014J_528702,660.0,medio,Fail
BBB_2014J_530021,359.0,baixo,Withdrawn
BBB_2014J_530772,2709.0,alto,Pass
BBB_2014J_530941,989.0,medio,Pass
BBB_2014J_530960,,,Withdrawn
BBB_2014J_531450,1400.0,alto,Fail
BBB_2014J_531753,1256.0,medio,Pass
BBB_2014J_531865,1167.0,medio,Pass
BBB_2014J_53236,43.0,baixo,Withdrawn
BBB_2014J_532779,1274.0,medio,Pass
BBB_2014J_532794,,,Withdrawn
BBB_2014J_533209,829.0,medio,Pass
BBB_2014J_534428,524.0,medio,Pass
BBB_2014J_534588,114.0,baixo,Withdrawn
BBB_2014J_534715,493.0,medio,Pass
BBB_2014J_534884,177.0,baixo,Withdrawn
BBB_2014J_535963,1518.0,alto,Distinction
BBB_2014J_536767,67.0,baixo,Fail
BBB_2014J_537194,4372.0,alto,Pass
BBB_2014J_537221,,,Withdrawn
BBB_2014J_537640,976.0,medio,Distinction
BBB_2014J_539635,1814.0,alto,Distinction
BBB_2014J_539657,,,Withdrawn
BBB_2014J_541123,28.0,baixo,Withdrawn
BBB_2014J_541171,518.0,medio,Fail
BBB_2014J_541315,654.0,medio,Fail
BBB_2014J_541476,3176.0,alto,Pass
BBB_2014J_541995,116.0,baixo,Withdrawn
BBB_2014J_542164,1246.0,medio,Pass
BBB_2014J_543439,1130.0,medio,Pass
BBB_2014J_544177,,,Withdrawn
BBB_2014J_545964,783.0,medio,Pass
BBB_2014J_546114,,,Withdrawn
BBB_2014J_546250,284.0,baixo,Pass
BBB_2014J_547408,1483.0,alto,Pass
BBB_2014J_547788,1297.0,medio,Pass
BBB_2014J_549288,54.0,baixo,Withdrawn
BBB_2014J_549775,1483.0,alto,Distinction
BBB_2014J_549839,,,Withdrawn
BBB_2014J_550081,961.0,medio,Pass
BBB_2014J_550245,227.0,baixo,Pass
BBB_2014J_551000,546.0,medio,Fail
BBB_2014J_551237,209.0,baixo,Withdrawn
BBB_2014J_551242,1770.0,alto,Pass
BBB_2014J_551276,38.0,baixo,Pass
BBB_2014J_551922,385.0,baixo,Pass
BBB_2014J_552698,640.0,medio,Fail
BBB_2014J_553196,40.0,baixo,Withdrawn
BBB_2014J_554048,1130.0,medio,Pass
BBB_2014J_554243,204.0,baixo,Fail
